TEXT,COUNT,SENTIMENT_KEYWORD_AGG_INDEX,ASPECT_CATEGORY_NAME,ASPECT_CATEGORY,REQUIRE_CONTEXT,ASPECT_SUB_CATEGORY_NAME
众多野生动物,5,7899,Sightseeing,,,Animals
优先券,5,7900,Service,,1,Accessibility
优先卡,5,7901,Service,,1,Accessibility
优越感,5,7902,Experience,,,NA
会儿队,5,7903,Transportation and Accessibility,,,Queue
会议中心,5,7904,NA,,,NA
传统文化,5,7905,Arts and Culture,,,Culture
传统美食,5,7906,F&B,,,NA
伴随着音乐,5,7907,NA,,,NA
位置比较好,5,7908,Transportation and Accessibility,,,Position
位置绝佳,5,7909,Transportation and Accessibility,,,Position
住在克拉码头,5,7910,POI/Places,,,NA
余地,5,7911,NA,,,NA
佛阁,5,7912,NA,,,NA
使用中,5,7913,NA,,,NA
例外,5,7914,NA,,,NA
供应商,5,7915,NA,,,NA
侨福广场,5,7916,POI/Places,,,NA
保安,5,7917,NA,,,NA
保生大帝,5,7918,NA,,,NA
信仰伊斯兰教的印度人,5,7919,NA,,,NA
信号,5,7920,NA,,,NA
個人,5,7921,NA,,,NA
偶像,5,7922,NA,,,NA
傍晚的火烧云,5,7923,Environment and Ambiance,,,"Greenery, Nature"
儿童推车,5,7924,Facilities,,,Children
儿童职业,5,7925,NA,,,NA
兄弟,5,7926,Family/Children family/Friends,,,Family
充裕的话,5,7927,NA,,,NA
先辈曾在,5,7928,NA,,,NA
光景,5,7929,NA,,,NA
光线不好,5,7930,NA,,,NA
光芒,5,7931,NA,,,NA
光,5,7932,NA,,,NA
克兰芝,5,7933,POI/Places,,,NA
克塔艾尔路,5,7934,Transportation and Accessibility,,,Streets
克拉码头一定,5,7935,POI/Places,,,NA
克拉码头夜景,5,7936,Sightseeing,,,View
克拉码头等,5,7937,POI/Places,,,NA
克拉碼頭,5,7938,POI/Places,,,NA
免俗,5,7939,NA,,,NA
全园,5,7940,Sightseeing,,,NA
全家大小,5,7941,Family/Children family/Friends,,,Family
全息,5,7942,NA,,,NA
全球十大,5,7943,NA,,,NA
全球最大的鸟类动物园,5,7944,POI/Places,,,NA
全球首个夜间野生动物园,5,7945,POI/Places,,,NA
全票,5,7946,Transportation and Accessibility,,,Tickets
全程都是英文,5,7947,Service,,,Tour
全英语,5,7948,Service,,,NA
全都是,5,7949,NA,,,NA
八分钟,5,7950,NA,,,NA
八岁,5,7951,Family/Children family/Friends,,,Children
八点半,5,7952,NA,,,NA
公众假期,5,7953,NA,,,NA
公共设施,5,7954,Facilities,,,NA
公园周围,5,7955,Sightseeing,,,"Gardens, Parks"
公寓,5,7956,NA,,,NA
公里的海滩,5,7957,Environment and Ambiance,,,Beach
公里的细长型公园,5,7958,Sightseeing,,,"Gardens, Parks"
公鸡,5,7959,NA,,,NA
六个大门,5,7960,NA,,,NA
六个永久性陈列馆,5,7961,Facilities,,,Exhibits
六岁的小侄子,5,7962,Family/Children family/Friends,,,Family
六月,5,7963,NA,,,NA
六楼,5,7964,NA,,,NA
兰花很好,5,7965,Sightseeing,,,Flowers
关系的景点,5,7966,POI/Places,,,NA
其中才能,5,7967,NA,,,NA
具体时间,5,7968,NA,,,NA
具体,5,7969,NA,,,NA
再也不想,5,7970,Experience,,,NA
再也,5,7971,NA,,,NA
写真,5,7972,Sightseeing,,1,Photography
冬季,5,7973,NA,,,NA
冯满,5,7974,NA,,,NA
冰淇淋三明治,5,7975,F&B,,,NA
冷河,5,7976,NA,,,NA
净土,5,7977,NA,,,NA
几个字,5,7978,NA,,,NA
几个月,5,7979,NA,,,NA
几个街区,5,7980,NA,,,NA
几公里,5,7981,Transportation and Accessibility,,,NA
几十米,5,7982,Transportation and Accessibility,,,NA
几只,5,7983,NA,,,NA
几块钱,5,7984,Price,,,NA
几天时间,5,7985,NA,,,NA
几日,5,7986,NA,,,NA
几次票,5,7987,Transportation and Accessibility,,,Tickets
出门在外,5,7988,NA,,,NA
分区,5,7989,NA,,,NA
分时段,5,7990,NA,,,NA
分部,5,7991,NA,,,NA
创意不错,5,7992,NA,,,NA
别墅区,5,7993,NA,,,NA
制度,5,7994,NA,,,NA
刷新加坡,5,7995,NA,,,NA
刷票,5,7996,Transportation and Accessibility,,,Tickets
前卫,5,7997,Experience,,,NA
加文,5,7998,NA,,,NA
动物不少,5,7999,Sightseeing,,,Animals
动物也不多,5,8000,Sightseeing,,,Animals
动物区,5,8001,Sightseeing,,,Animals
动物园人,5,8002,POI/Places,,,NA
动物园多,5,8003,POI/Places,,,NA
动物园里的动物,5,8004,POI/Places,,,NA
动物园门口自助,5,8005,Service,,,Information
动物园面积,5,8006,POI/Places,,,NA
动物很好,5,8007,POI/Places,,,NA
动物面对面,5,8008,POI/Places,,,NA
动物馆,5,8009,POI/Places,,,NA
动线,5,8010,NA,,,NA
化妆品店,5,8011,Shopping,,,NA
北京的西单,5,8012,NA,,,NA
北美洲,5,8013,NA,,,NA
匠心,5,8014,NA,,,NA
医院,5,8015,Facilities,,,Safety
十二生肖,5,8016,NA,,,NA
十分钟车程,5,8017,Transportation and Accessibility,,,NA
千里,5,8018,NA,,,NA
半天足够,5,8019,Experience,,,NA
半日,5,8020,NA,,,NA
华侨银行,5,8021,NA,,,NA
单程票,5,8022,Transportation and Accessibility,,,Tickets
南岛,5,8023,NA,,,NA
南岸,5,8024,NA,,,NA
南洋华人,5,8025,NA,,,NA
南洋特色,5,8026,Arts and Culture,,,Culture
南洋的历史,5,8027,Arts and Culture,,,History
南洋风味,5,8028,Arts and Culture,,,Culture
南门,5,8029,NA,,,NA
占地面积大,5,8030,NA,,,NA
卡啦,5,8031,NA,,,NA
卡迪,5,8032,NA,,,NA
卫兵,5,8033,NA,,,NA
印度人和欧亚人,5,8034,NA,,,NA
印度国民军,5,8035,NA,,,NA
印度族,5,8036,NA,,,NA
印度服装,5,8037,NA,,,NA
印度歌曲,5,8038,NA,,,NA
印度特色的东西,5,8039,Shopping,,,Indian
印度特色的地方,5,8040,POI/Places,,,NA
印度男人,5,8041,NA,,,NA
印度的东西,5,8042,NA,,,NA
印度裔居民,5,8043,NA,,,NA
印度风情的地方,5,8044,POI/Places,,,NA
历史学,5,8045,NA,,,NA
历史性,5,8046,Arts and Culture,,,History
历史意义的景点,5,8047,POI/Places,,,NA
历史的好地方,5,8048,POI/Places,,,NA
历史的见证,5,8049,Arts and Culture,,,History
历史风貌,5,8050,Arts and Culture,,,History
压根,5,8051,NA,,,NA
原产地,5,8052,NA,,,NA
原址,5,8053,NA,,,NA
原本计划,5,8054,NA,,,NA
原生态的景色,5,8055,Sightseeing,,,View
友人,5,8056,Family/Children family/Friends,,,Friends
双程,5,8057,Transportation and Accessibility,,,NA
双螺旋结构,5,8058,NA,,,NA
取到票,5,8059,Transportation and Accessibility,,,Tickets
变形精钢很好,5,8060,Activities,,,Ride
变形精钢,5,8061,Activities,,,Ride
变形金刚主题,5,8062,Activities,,,Ride
变形,5,8063,NA,,,NA
口号,5,8064,NA,,,NA
口述,5,8065,NA,,,NA
口香糖,5,8066,F&B,,,NA
古建筑,5,8067,Arts and Culture,,,History
古老物件,5,8068,Arts and Culture,,,History
古董纪念品时,5,8069,Arts and Culture,,,History
句实话,5,8070,NA,,,NA
可乐,5,8071,F&B,,,NA
可惜时间不够,5,8072,Experience,,,NA
可惜现在,5,8073,NA,,,NA
可惜这次,5,8074,NA,,,NA
可要,5,8075,NA,,,NA
各色酒吧,5,8076,F&B,,,"Bars, Pubs"
各项,5,8077,NA,,,NA
合适也不,5,8078,NA,,,NA
吊床,5,8079,Facilities,,,NA
同志,5,8080,NA,,,NA
同盟会南洋支部旧址,5,8081,POI/Places,,,NA
名人蜡像,5,8082,Sightseeing,,,Exhibits
名气大,5,8083,NA,,,NA
名胜,5,8084,POI/Places,,,NA
后期,5,8085,NA,,,NA
向东,5,8086,NA,,,NA
吴冠中,5,8087,NA,,,NA
周五上午,5,8088,NA,,,NA
周围环境优美,5,8089,Sightseeing,,,NA
周围的景点,5,8090,POI/Places,,,NA
周围配套,5,8091,Facilities,,,NA
周日晚上,5,8092,NA,,,NA
周边环境很好,5,8093,Environment and Ambiance,,,NA
周边高楼,5,8094,NA,,,NA
味儿,5,8095,NA,,,NA
品牌店,5,8096,Shopping,,,NA
品种众多,5,8097,Sightseeing,,,NA
哈根,5,8098,F&B,,,NA
哈芝巷附近,5,8099,Transportation and Accessibility,,,Streets
唐人街牛车水,5,8100,POI/Places,,,NA
商业区域,5,8101,POI/Places,,,NA
商业街上,5,8102,Transportation and Accessibility,,,Streets
商业街区,5,8103,Transportation and Accessibility,,,Streets
商场众多,5,8104,Shopping,,,NA
善意,5,8105,NA,,,NA
喜感十足,5,8106,Experience,,,NA
嗅觉,5,8107,NA,,,NA
嗯嗯,5,8108,NA,,,NA
嘴里的照片,5,8109,NA,,,NA
四周环境,5,8110,Environment and Ambiance,,,NA
四岁,5,8111,Family/Children family/Friends,,,Children
四点多,5,8112,NA,,,NA
回教,5,8113,NA,,,NA
团队游客,5,8114,NA,,,NA
园内服务人员态度很好,5,8115,Service,,,Staff
园内草木,5,8116,Sightseeing,,,Plants
园区不算,5,8117,Sightseeing,,,NA
园区共分,5,8118,Sightseeing,,,NA
园区小,5,8119,Sightseeing,,,NA
园方便,5,8120,Transportation and Accessibility,,,Accessibility
固定时间,5,8121,NA,,,NA
国人来说,5,8122,NA,,,NA
国会,5,8123,NA,,,NA
国内不同,5,8124,NA,,,NA
国内动物园不同,5,8125,NA,,,NA
国内基本,5,8126,NA,,,NA
国内大,5,8127,NA,,,NA
国内水上乐园,5,8128,NA,,,NA
国内贵,5,8129,Price,,,NA
国大,5,8130,POI/Places,,,NA
国家元首都会,5,8131,NA,,,NA
国家公园,5,8132,Sightseeing,,,"Gardens, Parks"
国家兰花园,5,8133,Sightseeing,,,"Gardens, Parks"
国家小,5,8134,NA,,,NA
国家灵魂的所在,5,8135,NA,,,NA
国家胡姬花园门票,5,8136,Transportation and Accessibility,,,Tickets
国家风景,5,8137,Sightseeing,,,View
国庆节,5,8138,Activities,,1,Events
图个新鲜,5,8139,NA,,,NA
圆形,5,8140,NA,,,NA
圈人,5,8141,NA,,,NA
圈圈,5,8142,NA,,,NA
圈,5,8143,NA,,,NA
土耳其,5,8144,NA,,,NA
圣伯多,5,8145,NA,,,NA
圣安德烈,5,8146,NA,,,NA
圣诞前夕,5,8147,NA,,,NA
圣诞季,5,8148,NA,,,NA
在手,5,8149,NA,,,NA
地下停车场,5,8150,Facilities,,,Accessibility
地中海植物,5,8151,Sightseeing,,,Plants
地中海气候,5,8152,NA,,,NA
地域文化差异,5,8153,NA,,,NA
地域,5,8154,NA,,,NA
地形,5,8155,NA,,,NA
地方也不大,5,8156,NA,,,NA
地方也不,5,8157,NA,,,NA
地方便宜,5,8158,Price,,,NA
地方很适合,5,8159,Experience,,,NA
地方的海洋馆,5,8160,POI/Places,,,NA
地理位置极好,5,8161,Transportation and Accessibility,,,Position
地理区域,5,8162,Transportation and Accessibility,,,Position
地道的新加坡美食,5,8163,F&B,,,NA
地鐵站,5,8164,Transportation and Accessibility,,,MRT
地铁方便,5,8165,Transportation and Accessibility,,,MRT
地震,5,8166,NA,,,NA
坐上新加坡的摩天轮观景,5,8167,POI/Places,,,NA
坐上缆车,5,8168,Transportation and Accessibility,,,Cable Car
坐在地上,5,8169,NA,,,NA
坐在大,5,8170,NA,,,NA
坐在新加坡河边,5,8171,Sightseeing,,,NA
坐在椅子,5,8172,Facilities,,,Seats
坐在船,5,8173,Activities,,,Tour
坐在草地,5,8174,Sightseeing,,,Grass
块新加坡元,5,8175,Price,,,NA
块钱新币,5,8176,Price,,,NA
坡元,5,8177,Price,,,NA
坡坡,5,8178,NA,,,NA
坡道,5,8179,Transportation and Accessibility,,,NA
埃及馆,5,8180,Sightseeing,,,NA
城市中的花园,5,8181,Sightseeing,,,"Gardens, Parks"
城市干净,5,8182,Environment and Ambiance,,,NA
城市的景色,5,8183,Sightseeing,,,View
城市都是,5,8184,NA,,,NA
基本一天,5,8185,NA,,,NA
基础设施完善,5,8186,Facilities,,,NA
塑像高,5,8187,Arts and Culture,,,Sculptures
塑造,5,8188,NA,,,NA
塔后方,5,8189,NA,,,NA
塞西尔街,5,8190,Transportation and Accessibility,,,Streets
墙上的涂鸦,5,8191,Sightseeing,,,NA
处处都是,5,8192,NA,,,NA
处菩萨,5,8193,NA,,,NA
夕阳的余晖,5,8194,Environment and Ambiance,,,"Greenery, Nature"
外国人游客,5,8195,NA,,,NA
外地游客,5,8196,NA,,,NA
外婆,5,8197,Family/Children family/Friends,,,Family
多个品种的胡姬花,5,8198,Sightseeing,,,Flowers
多个种类的野生动物,5,8199,Sightseeing,,,Animals
多半天,5,8200,NA,,,NA
多大兴趣,5,8201,NA,,,NA
多媒体资料,5,8202,NA,,,NA
多巨蜥,5,8203,Sightseeing,,,Animals
多年来,5,8204,NA,,,NA
多的话,5,8205,NA,,,NA
多维系感情,5,8206,NA,,,NA
多美歌地铁站,5,8207,Transportation and Accessibility,,,MRT
多美歌,5,8208,POI/Places,,,NA
多语言列车,5,8209,Service,,1,NA
多钟,5,8210,NA,,,NA
夜晚时分,5,8211,NA,,,NA
夜晚灯光秀,5,8212,Sightseeing,,,Lights
夜晚的超级树,5,8213,POI/Places,,,NA
夜景好看,5,8214,Sightseeing,,,View
夜景无敌,5,8215,Sightseeing,,,View
夜景超级,5,8216,Sightseeing,,,View
夜生活的人,5,8217,Activities,,1,"Bars, Pubs"
夜生活的地方,5,8218,POI/Places,,,NA
夜间光芒较弱,5,8219,NA,,,NA
夜间动物园好玩,5,8220,POI/Places,,,NA
夜间动物园的门票,5,8221,Transportation and Accessibility,,,Tickets
夜间动物园门口,5,8222,POI/Places,,,NA
夜风,5,8223,Environment and Ambiance,,,"Greenery, Nature"
大一小两个鱼尾狮,5,8224,Sightseeing,,,NA
大乘禅寺,5,8225,POI/Places,,,NA
大人的心里,5,8226,NA,,,NA
大型游乐场,5,8227,Sightseeing,,,NA
大城市中心,5,8228,NA,,,NA
大屏,5,8229,NA,,,NA
大差距,5,8230,NA,,,NA
大师的作品,5,8231,Arts and Culture,,,NA
大必要,5,8232,NA,,,NA
大朋友也可以,5,8233,Family/Children family/Friends,,,NA
大气宏伟,5,8234,Experience,,,NA
大牌商品,5,8235,Shopping,,,NA
大玻璃,5,8236,NA,,,NA
大白天,5,8237,NA,,,NA
大红灯笼,5,8238,NA,,,NA
大自然的兴趣,5,8239,Sightseeing,,,NA
大自然的好地方,5,8240,POI/Places,,,NA
大自然的清奇,5,8241,Sightseeing,,,NA
大虾,5,8242,F&B,,,NA
大观园,5,8243,NA,,,NA
大都是,5,8244,NA,,,NA
大问题,5,8245,NA,,,NA
大鹦鹉,5,8246,Sightseeing,,,Animals
天亮,5,8247,NA,,,NA
天气晴好,5,8248,Environment and Ambiance,,,Weather
天窗,5,8249,NA,,,NA
天际,5,8250,NA,,,NA
太空堡垒卡拉狄,5,8251,Activities,,,Ride
太阳大,5,8252,Environment and Ambiance,,,Weather
头部,5,8253,NA,,,NA
奥山景区,5,8254,POI/Places,,,NA
好几个地方,5,8255,NA,,,NA
好几层楼高,5,8256,NA,,,NA
好多年,5,8257,NA,,,NA
好奇的很,5,8258,NA,,,NA
好极了,5,8259,Experience,,,NA
好玩点,5,8260,Experience,,,NA
好看一点,5,8261,Experience,,,NA
好莱坞大道等,5,8262,Sightseeing,,,NA
好货,5,8263,Shopping,,,NA
如有,5,8264,NA,,,NA
妈祖娘娘,5,8265,Arts and Culture,,,Culture
妈祖庙,5,8266,POI/Places,,,NA
妹子,5,8267,NA,,,NA
妻子,5,8268,Family/Children family/Friends,,,Spouse
娃儿,5,8269,Family/Children family/Friends,,,Children
娱乐业的璀璨明珠,5,8270,NA,,,NA
嬉水,5,8271,Activities,,,NA
孙中山纪念馆,5,8272,POI/Places,,,NA
学子,5,8273,NA,,,NA
学校的建筑物,5,8274,Sightseeing,,,Buildings
孩子三岁,5,8275,Family/Children family/Friends,,,Children
孩子兴趣,5,8276,Family/Children family/Friends,,,Children
孩子大点,5,8277,Family/Children family/Friends,,,Children
孩子大,5,8278,Family/Children family/Friends,,,Children
孩子很适合,5,8279,Family/Children family/Friends,,,Children
孩子最好,5,8280,Family/Children family/Friends,,,Children
它的主题,5,8281,Sightseeing,,,NA
它的位置,5,8282,Transportation and Accessibility,,,Position
它的文化,5,8283,Arts and Culture,,,Culture
它的过去,5,8284,Arts and Culture,,,History
安利,5,8285,NA,,,NA
安古利亚,5,8286,NA,,,NA
安静,5,8287,NA,,,NA
完全不值得,5,8288,Price,,,NA
宗教地标,5,8289,Arts and Culture,,,Culture
官员,5,8290,NA,,,NA
官邸,5,8291,NA,,,NA
宝便宜,5,8292,Price,,,NA
宝地,5,8293,POI/Places,,,NA
客人才可以,5,8294,NA,,,NA
室内冷气,5,8295,Environment and Ambiance,,,Air Conditioning
室内展馆,5,8296,Facilities,,,Exhibits
室花园,5,8297,Sightseeing,,,"Gardens, Parks"
家人再来,5,8298,Family/Children family/Friends,,,Family
家具陈设,5,8299,NA,,,NA
家里人,5,8300,Family/Children family/Friends,,,Family
密码,5,8301,NA,,,NA
密西西比河,5,8302,NA,,,NA
密集恐惧症,5,8303,NA,,,NA
对象,5,8304,NA,,,NA
寺庙外观,5,8305,NA,,,NA
寺庙的尖顶建筑物,5,8306,NA,,,NA
小一点,5,8307,NA,,,NA
小众景点,5,8308,POI/Places,,,NA
小侄子,5,8309,Family/Children family/Friends,,,Family
小动物近距离,5,8310,Sightseeing,,,Animals
小区,5,8311,NA,,,NA
小卖部,5,8312,Facilities,,,NA
小印度的地标,5,8313,POI/Places,,,NA
小印度真的,5,8314,POI/Places,,,NA
小印度附近,5,8315,POI/Places,,,Position
小可爱,5,8316,NA,,,NA
小城市,5,8317,NA,,,NA
小女孩,5,8318,NA,,,NA
小姑娘,5,8319,NA,,,NA
小孩儿,5,8320,Family/Children family/Friends,,,Children
小孩大人,5,8321,Family/Children family/Friends,,,Family
小孩子的好奇心,5,8322,Family/Children family/Friends,,,Children
小孩子的心里,5,8323,Family/Children family/Friends,,,Children
小孩来说,5,8324,Family/Children family/Friends,,,Children
小孩的旅游景点,5,8325,Family/Children family/Friends,,,Children
小孩老人,5,8326,Family/Children family/Friends,,,Family
小宝贝,5,8327,Family/Children family/Friends,,,Children
小工艺品,5,8328,Shopping,,,NA
小推车,5,8329,NA,,,NA
小摊小贩,5,8330,Shopping,,,NA
小摊贩,5,8331,Shopping,,,NA
小朋友的乐园,5,8332,Family/Children family/Friends,,,Children
小朋友的天堂,5,8333,Family/Children family/Friends,,,Children
小朋友高兴,5,8334,Family/Children family/Friends,,,Children
小村子,5,8335,NA,,,NA
小楼,5,8336,NA,,,NA
小段路,5,8337,Transportation and Accessibility,,,NA
小游戏,5,8338,Activities,,,NA
小火车中文,5,8339,Transportation and Accessibility,,,NA
小燕子,5,8340,Sightseeing,,,Animals
小物件,5,8341,Shopping,,,NA
小的岛,5,8342,NA,,,NA
小的环球影城,5,8343,POI/Places,,,NA
小票,5,8344,Shopping,,,NA
小舟,5,8345,NA,,,NA
小船漂流,5,8346,Activities,,,Ride
小螃蟹,5,8347,F&B,,,NA
小费,5,8348,Shopping,,,NA
小风,5,8349,Environment and Ambiance,,,NA
小鱼尾狮像,5,8350,Sightseeing,,,NA
小鸡,5,8351,NA,,,NA
小鸭子,5,8352,NA,,,NA
尔顿酒店门前的鱼尾狮公园,5,8353,POI/Places,,,NA
就叫,5,8354,NA,,,NA
层楼均有,5,8355,NA,,,NA
层次,5,8356,NA,,,NA
居住区,5,8357,NA,,,NA
居民楼,5,8358,NA,,,NA
展台,5,8359,Facilities,,,Exhibits
展览内容,5,8360,Arts and Culture,,,Exhibits
展览室,5,8361,Facilities,,,Exhibits
山上也有,5,8362,NA,,,NA
山形墙交相辉映,5,8363,NA,,,NA
山路,5,8364,Transportation and Accessibility,,,NA
岁月时光,5,8365,NA,,,NA
岔路,5,8366,Transportation and Accessibility,,,NA
岗公园,5,8367,Sightseeing,,,"Gardens, Parks"
岛上捷运,5,8368,Transportation and Accessibility,,,MRT
岛上的环球影城,5,8369,POI/Places,,,NA
岛费用,5,8370,Transportation and Accessibility,,,NA
巨大玻璃窗,5,8371,NA,,,NA
巨幕,5,8372,NA,,,NA
市中心不远,5,8373,Transportation and Accessibility,,,Position
市内新加坡河畔鱼尾狮公园,5,8374,POI/Places,,,NA
市内新加坡河畔,5,8375,POI/Places,,,NA
帅气,5,8376,NA,,,NA
常客,5,8377,NA,,,NA
平米,5,8378,NA,,,NA
平衡,5,8379,NA,,,NA
年卡,5,8380,Shopping,,1,Deals
年底新加坡,5,8381,NA,,,NA
年轻人的天堂,5,8382,POI/Places,,,NA
幻彩,5,8383,NA,,,NA
幼儿,5,8384,Family/Children family/Friends,,,Infants
幼童,5,8385,Family/Children family/Friends,,,Children
广场附近,5,8386,Transportation and Accessibility,,,Position
序幕,5,8387,NA,,,NA
店名,5,8388,Shopping,,,NA
店铺都是,5,8389,Shopping,,,NA
店,5,8390,Shopping,,,NA
庙街,5,8391,NA,,,NA
座印度神庙,5,8392,NA,,,NA
座城,5,8393,NA,,,NA
座大伯公庙,5,8394,POI/Places,,,NA
座寺院,5,8395,NA,,,NA
座植物园,5,8396,POI/Places,,,NA
座狮头鱼尾的石雕,5,8397,Sightseeing,,,Sculptures
座纪念碑,5,8398,Sightseeing,,,NA
座老,5,8399,NA,,,NA
座莱佛士爵士雕像,5,8400,POI/Places,,,NA
座雕像,5,8401,Arts and Culture,,,Sculptures
座鱼尾狮塔,5,8402,POI/Places,,,NA
廊免税店,5,8403,Shopping,,,NA
建築,5,8404,NA,,,NA
建议一早,5,8405,NA,,,NA
建议第一天,5,8406,NA,,,NA
开心极了,5,8407,Experience,,,NA
开斋节,5,8408,Activities,,1,Events
开阔视野,5,8409,Sightseeing,,,View
异形海蛄虾等,5,8410,Sightseeing,,,Animals
弥勒,5,8411,NA,,,NA
当地印度人,5,8412,NA,,,NA
当地司机,5,8413,Service,,,Staff
当地女人,5,8414,NA,,,NA
当地小吃,5,8415,F&B,,,NA
当地市民,5,8416,NA,,,NA
当地文化,5,8417,Arts and Culture,,,Culture
当地最大,5,8418,NA,,,NA
当地的唐人街,5,8419,POI/Places,,,NA
当地风土人情,5,8420,Arts and Culture,,,Culture
当地风情,5,8421,Arts and Culture,,,Culture
当年华人,5,8422,NA,,,NA
当日票,5,8423,NA,,,NA
彩绘玻璃窗,5,8424,Transportation and Accessibility,,,NA
彩色玻璃,5,8425,NA,,,NA
影子,5,8426,NA,,,NA
很少有人,5,8427,NA,,,NA
很适合小孩子,5,8428,Family/Children family/Friends,,,Children
得很合理,5,8429,Experience,,,NA
得很美,5,8430,Experience,,,NA
心仪,5,8431,NA,,,NA
心得,5,8432,NA,,,NA
心心,5,8433,NA,,,NA
心爱的人,5,8434,NA,,,NA
心神,5,8435,NA,,,NA
必要特别,5,8436,NA,,,NA
快捷卡,5,8437,Transportation and Accessibility,,,Tickets
快票,5,8438,Transportation and Accessibility,,,Tickets
快线,5,8439,Transportation and Accessibility,,,NA
念头,5,8440,NA,,,NA
性情温驯的巨大生物鬼,5,8441,Sightseeing,,,Animals
性格,5,8442,NA,,,NA
恋人,5,8443,Family/Children family/Friends,,,Couples
恐龙化石,5,8444,Sightseeing,,,Animals
悬崖绝壁,5,8445,NA,,,NA
惊艳,5,8446,NA,,,NA
想好,5,8447,NA,,,NA
意大利,5,8448,NA,,,NA
意蕴丰富的博物馆,5,8449,POI/Places,,,NA
意面,5,8450,F&B,,,NA
感觉动物园,5,8451,POI/Places,,,NA
感觉好极了,5,8452,Experience,,,NA
感觉好棒,5,8453,Experience,,,NA
感觉完全,5,8454,Experience,,,NA
感觉新加坡的美丽景色,5,8455,Sightseeing,,,View
感觉累,5,8456,Experience,,,NA
憨态可掬,5,8457,Sightseeing,,,NA
懒人,5,8458,NA,,,NA
成了新加坡,5,8459,NA,,,NA
成功史,5,8460,Arts and Culture,,,History
战争纪念碑,5,8461,POI/Places,,,NA
房子都是,5,8462,NA,,,NA
手机直接,5,8463,NA,,,NA
手机短信,5,8464,NA,,,NA
手腕,5,8465,NA,,,NA
手鼓,5,8466,NA,,,NA
打雪仗,5,8467,Activities,,,NA
护肤品,5,8468,Shopping,,,NA
拍几张照片,5,8469,Sightseeing,,,Photography
拍照片的人,5,8470,Sightseeing,,,Photography
拱形的门窗绝对显眼,5,8471,NA,,,NA
挑战性,5,8472,NA,,,NA
捷运小火车,5,8473,Transportation and Accessibility,,,MRT
捷运车,5,8474,Transportation and Accessibility,,,MRT
掌控,5,8475,NA,,,NA
推介,5,8476,NA,,,NA
摊贩,5,8477,Shopping,,1,NA
摩天轮不同的感觉,5,8478,POI/Places,,,NA
摩天轮等景观,5,8479,POI/Places,,,NA
摩天轮车厢,5,8480,POI/Places,,,NA
收摊,5,8481,NA,,,NA
收费景点,5,8482,POI/Places,,,NA
收费项目,5,8483,Activities,,1,NA
改建成,5,8484,NA,,,NA
政要明星,5,8485,NA,,,NA
故事的地方,5,8486,POI/Places,,,NA
故事都是,5,8487,NA,,,NA
效果一般,5,8488,Experience,,,NA
效果好,5,8489,Experience,,,NA
效果最好,5,8490,Experience,,,NA
救护车,5,8491,Facilities,,,Safety
教会,5,8492,NA,,,NA
教堂人,5,8493,NA,,,NA
教堂文化,5,8494,Arts and Culture,,,Culture
数百年,5,8495,NA,,,NA
数种植物,5,8496,Sightseeing,,,Plants
整体设计,5,8497,Sightseeing,,,NA
整座,5,8498,NA,,,NA
文东,5,8499,NA,,,NA
文化大熔炉,5,8500,Arts and Culture,,,Culture
文化差异,5,8501,Arts and Culture,,,Culture
文化的方方面面,5,8502,Arts and Culture,,,Culture
文献,5,8503,Arts and Culture,,,History
文艺气息,5,8504,Experience,,,NA
文艺爱好者,5,8505,NA,,,NA
新加坡中央,5,8506,NA,,,NA
新加坡中心区,5,8507,Transportation and Accessibility,,,NA
新加坡也不例外,5,8508,NA,,,NA
新加坡人来说,5,8509,NA,,,NA
新加坡人气,5,8510,NA,,,NA
新加坡以前的名字,5,8511,NA,,,NA
新加坡佛牙寺正殿,5,8512,POI/Places,,,NA
新加坡历史感兴趣的朋友,5,8513,Arts and Culture,,,History
新加坡古迹,5,8514,Arts and Culture,,,History
新加坡另一个,5,8515,NA,,,NA
新加坡国家植物园,5,8516,POI/Places,,,NA
新加坡国庆烟花,5,8517,Activities,,,Shows
新加坡城市景观,5,8518,Sightseeing,,,View
新加坡城市风光,5,8519,Sightseeing,,,View
新加坡基本,5,8520,NA,,,NA
新加坡多元历史,5,8521,Arts and Culture,,,History
新加坡多民族,5,8522,NA,,,NA
新加坡大陆,5,8523,NA,,,NA
新加坡天福宫,5,8524,POI/Places,,,NA
新加坡少,5,8525,NA,,,NA
新加坡市中心的超级花园,5,8526,Sightseeing,,,"Gardens, Parks"
新加坡市,5,8527,NA,,,NA
新加坡当今的经济,5,8528,NA,,,NA
新加坡总要,5,8529,NA,,,NA
新加坡才有,5,8530,NA,,,NA
新加坡新闻,5,8531,NA,,,NA
新加坡早期航海的知识,5,8532,NA,,,NA
新加坡最大的喷泉,5,8533,Sightseeing,,,NA
新加坡最大的旅游,5,8534,NA,,,NA
新加坡最好的酒店,5,8535,NA,,,NA
新加坡最近,5,8536,NA,,,NA
新加坡最高峰,5,8537,NA,,,NA
新加坡本岛南部,5,8538,Transportation and Accessibility,,,Position
新加坡杜莎夫人,5,8539,POI/Places,,,NA
新加坡樟宜国际机场,5,8540,POI/Places,,,NA
新加坡殖民地时期,5,8541,NA,,,NA
新加坡河一路,5,8542,POI/Places,,,NA
新加坡河中,5,8543,POI/Places,,,NA
