"","name","tags","service","environment","taste","price","review_number","address","features","stars"
"6","yole","冰淇淋 ","8.7","8.6","8.8","
        -","27封点评","12A Bayfront Ave
              
        ","4人推荐
酸奶
2人推荐
优格冰淇淋
","五星商户"
"7","COMNAM(莱佛士城店)","东南亚菜 ","7.6","7.7","7.9","70","23封点评","#B1-46, Raffles City 莱佛士城, 252 North Bridge Road, 179103
              63347377
        ","1人推荐
炸鱿鱼圈
1人推荐
叻沙
1人推荐
越南咖啡加炼奶
","四星商户"
"8","宝乐海鲜","海鲜 ","9.1","9","9.1","
        -","20封点评","18 Howard Road #01-06
              +65-66351285
        ","5人推荐
获大奖美式海鲜桶
4人推荐
龙虾
3人推荐
获奖海鲜包
","五星商户"
"9","Akimitsu 秋光(怡丰城店)","日本料理 ","8.4","8.2","8.3","157","18封点评","#01-54-56, 1 Harbourfront Walk, Singapore 098585
              +65-62211880
        ","9人推荐
秋光招牌丼饭套餐
5人推荐
综合天妇罗套餐
3人推荐
秋光炸虾丼饭
","准五星商户"
"10","华乐酒家","中餐 ","8.5","8.5","8.6","440","22封点评","76 Bras Basah Road, Level 2, Carlton Hotel Singapore
              63118188
        ","2人推荐
力康蛋挞仔
1人推荐
叉烧菠萝包
1人推荐
牛肉粒豆腐羹
","准五星商户"
"11","南洋槟城茶餐厅","茶餐厅 粤菜 ","8.5","8.2","8.6","89","20封点评","Blk721 clementi west St2 #01-126 s120721
              +65-68730163
        ","4人推荐
咖喱鱼头
3人推荐
炒虾面
3人推荐
炸鱿鱼
","准五星商户"
"12","麦当劳(imbiah road)","小吃快餐 汉堡 ","8.7","8.7","8.5","65","26封点评","43 Siloso Beach Walk, #01-04 IFLY Sentosa, 新加坡 099010
              
        ","2人推荐
巧克力奶昔
2人推荐
榴莲冰激凌
1人推荐
猪柳蛋肉饼
","准五星商户"
"13","Lavo","更多美食 ","8","9.1","8.3","924","23封点评","10 Bayfront Ave, Level 57, Sands Skypark Hotel Tower 1, Singapore 018956
              +65-66888591
        ","2人推荐
肉丸意面
2人推荐
蘑菇汤
2人推荐
鸡尾酒
","准五星商户"
"14","莆田餐厅(Jurong Point)","中餐 东南亚菜 ","7.8","7.6","8.1","263","32封点评","1 Jurong West Central 2, #02-34 JP1, S648886
              +65-67952338
        ","4人推荐
椒盐猪手
2人推荐
百秒黄花鱼
2人推荐
上汤苋菜
","四星商户"
"0","Simply Peranakan Cuisine","东南亚菜 ","8.8","9","9","
        -","26封点评","28 Cavenagh Road #01-05 Hotel Chancellor Orchard
              +65-68362388
        ","7人推荐
黑胡椒螃蟹
6人推荐
阿叁咖哩鱼头
6人推荐
辣螃蟹
","准五星商户"
"1","老曾记(The Verge)","小吃快餐 ","8.6","8.5","8.6","25","18封点评","The Verge, #01-01, 2 Serangoon Road, 新加坡 218227
              +65-63032338
        ","2人推荐
咖喱饺
1人推荐
花型面包鸡
1人推荐
干炒叻沙粗米粉
","准五星商户"
"2","长堤海霸王(KING店)","中餐 ","9.1","9","9.1","600","28封点评","220, Stadium Blvd
              
        ","8人推荐
胡椒蟹
3人推荐
蒜蓉蛏子
2人推荐
牛油螃蟹
","五星商户"
"3","Sen of Japan(滨海湾金沙店)","日本料理 ","8.4","8.3","8.3","345","26封点评","滨海湾金沙购物商城，海湾层，L1-86
              +65-66887426
        ","4人推荐
刺身
2人推荐
三文鱼寿司卷
2人推荐
和牛
","四星商户"
"4","报喜海南鸡饭","海南鸡饭 东南亚菜 ","8.6","8.3","8.6","135","20封点评","78 Airport Boulevard #B2-201-202.
              
        ","5人推荐
海南鸡饭
1人推荐
炒芥蓝仔
1人推荐
红毛榴莲
","四星商户"
"5","G7新馬砂煲活田鸡","中餐 ","7.9","8","8.6","
        -","23封点评","5 Cheong Chin Nam Rd Singapore 599730 Cheong Chin Nam Rd, Singapore 599730
              
        ","5人推荐
田鸡粥
1人推荐
马来风光通菜
","准五星商户"
"6","Sunday Folks","咖啡厅 ","8.1","8.5","8.4","83","18封点评","#01-52, Chip Bee Gardens, 44 Jalan Merah Saga（Ghim Moh/Holland）
              64799166
        ","4人推荐
冰淇淋华夫
2人推荐
海盐马六甲椰糖冰淇淋华夫饼
1人推荐
大白兔奶糖冰淇淋
","四星商户"
"7","吴宝春麦坊店(新加坡)","面包甜点 ","9","9","8.9","45","17封点评","13 Stamford Rd, #01-19/20 Capitol Piazza新加坡 178905
              +65-62429892
        ","4人推荐
明太子法国
2人推荐
酒酿桂圆面包
2人推荐
咖啡C（新加坡限定）
","准五星商户"
"8","肉割烹","日本料理 ","8.4","8.5","7.6","323","33封点评","新加坡
              
        ","2人推荐
餐前酒
2人推荐
江户烧
2人推荐
白富士山
","四星商户"
"9","Hard Rock CAFE","西餐 ","8.2","8.6","8.1","265","31封点评","Cuscaden路50HPL楼#02-01
              
        ","2人推荐
burger
1人推荐
quesadilla
1人推荐
烤鸡
","四星商户"
"10","海底捞","火锅 中餐 ","8.3","8.7","8.7","278","18封点评","103 Irrawaddy Rd, 新加坡#06/01
              +65-65657767
        ","4人推荐
冰镇鲍鱼酥肉
3人推荐
番茄汤
1人推荐
炸豆皮
","准五星商户"
"11","Basilico","西餐 ","8.9","9","8.6","329","20封点评","新加坡Cuscaden路1号丽晶酒店2层
              +65-67253232
        ","5人推荐
自助早餐
","准五星商户"
"12","鼎泰丰(裕廊坊购物中心店)","小吃快餐 中餐 ","8.4","8.4","8.1","136","35封点评","648331,新加坡裕廊西3区域63号裕廊坊购物中心#B1-68
              68611811
        ","3人推荐
小笼包
2人推荐
红油抄手
1人推荐
排骨炒饭
","四星商户"
"13","Braci","西餐 ","9","8.8","8.6","589","17封点评","驳船码头52号5层
              +65-68661933
        ","2人推荐
北海道和牛
1人推荐
巧克力焦糖蛋糕
1人推荐
草莓芝士蛋糕
","准五星商户"
"14","HIDE YAMAMOTO(滨海湾金沙店)","日本料理 ","8.1","8.6","8.6","759","26封点评","滨海湾金沙娱乐场中庭 2，L2-05
              +65-66887098
        ","4人推荐
和牛
3人推荐
海胆砂锅饭
2人推荐
河豚魚刺身
","准五星商户"
"0","同乐小聚(诺维娜店)","中餐 更多美食 ","9","8.9","9","
        -","22封点评","Square 2, #01-73，10 Sinaran Drive，S 307506
              +65-68931123
        ","2人推荐
脆皮叉烧包
1人推荐
烤鸭
1人推荐
海皇肠粉
","准五星商户"
"1","糖仔豆花(老伴豆花)","面包甜点 ","9","8.5","8.9","
        -","16封点评","Bugis地铁站内
              
        ","1人推荐
仙草
","准五星商户"
"2","亚坤咖椰吐司","面包甜点 ","8.1","7.8","8","24","17封点评","101 Thomson Road #B1-38 United Square Shopping Mall, 新加坡 307591
              
        ","2人推荐
亚坤咖椰吐司套餐
","准五星商户"
"3","Koi Cafe(樟宜机场店)","奶茶/果汁 ","7.8","7.5","7.4","18","24封点评","Changi Airport T3 #B2-12 S(819663)
              65432080
        ","2人推荐
乌龙玛奇朵
1人推荐
奶绿
1人推荐
红茶玛奇朵
","四星商户"
"4","真次日式料理(瑞吉店)","日本料理 ","9.1","9.1","8.5","1250","19封点评","东陵路29号瑞吉酒店大堂楼层
              +65-68848239
        ","3人推荐
金枪鱼大脂
1人推荐
鲷鱼
1人推荐
虾寿司
","准五星商户"
"5","Malaysia Boleh","东南亚菜 ","7.2","7.3","8.5","41","23封点评","裕廊西环路363裕廊中心购物中心#03-28
              
        ","3人推荐
煎蕊
3人推荐
福建虾麵
2人推荐
花生面煎粿
","准五星商户"
"6","本家(新达城购物中心店)","韩国料理 ","8.2","8.3","8.5","
        -","20封点评","038983,新加坡淡马锡大道3新达城购物中心#01-641
              +65-68363291
        ","2人推荐
雪花牛肉
2人推荐
大麦茶
1人推荐
参鸡汤
","四星商户"
"7","亚坤","面包甜点 小吃快餐 ","7.6","7.9","8.4","44","17封点评","65 Airport Boulevard Changi Airport Terminal 3 | Changi Airport T3 Basement 2 South, Singapore 819663, Singapore
              
        ","9人推荐
咖椰吐司
2人推荐
Laksa
2人推荐
咖喱鸡面
","准五星商户"
"8","玛莉亚处女鸡","中餐 ","8.2","7.1","8.5","
        -","16封点评","史密斯街335牛车水大厦#02-176号铺（佛牙寺龙华院附近）
              
        ","4人推荐
招牌处女鸡
2人推荐
卤豆腐
2人推荐
玫瑰油鸡
","准五星商户"
"9","里喝(圣淘沙海滩捷运站店)","奶茶/果汁 ","8.2","8.4","8.3","17","23封点评","50 Beach View, #01-K9 Sentosa Beach Station, 098604
              +65-62380883
        ","2人推荐
黑糖珍珠鲜奶牛油果
1人推荐
里喝皇家观音奶茶
","准五星商户"
"10","Tori-Q(ION)","小吃快餐 日本料理 ","8.3","8","8.4","30","28封点评","#B4-53, ION Orchard, 2 Orchard Turn, 238801
              65091127
        ","9人推荐
烤鳗鱼烤鸡皮烤芦笋猪肉串
4人推荐
鹌鹑蛋
2人推荐
烤香肠烤鸡腿肉
","四星商户"
"11","贝可津(贝可津店)","面包甜点 ","8","9","8.1","130","34封点评","新加坡
              66047370
        ","2人推荐
奶油烘饼猪排
2人推荐
意面
1人推荐
南瓜汤
","四星商户"
"12","创yaki gyoza","日本料理 ","7.9","8.6","8.2","129","25封点评","8 Sentosa Gateway, 新加坡 098269
              
        ","3人推荐
丰盛拉面
2人推荐
猪肉石锅拌饭
2人推荐
鸡肉煎饺
","四星商户"
"13","亚坤(IMM店)","面包甜点 小吃快餐 ","8.8","8.4","9","25","24封点评","2 Jurong East Street 21 #01-50 IMM
              65690977
        ","3人推荐
kaya 吐司
1人推荐
咖啡
1人推荐
蒸土司
","五星商户"
"14","小尾羊","火锅 ","8.1","8.4","8.5","329","26封点评","3 Temasek Boulevard 03-304 / 305 Suntec City Mall . Sky Garden Restaurant and Bar Singapore 038983
              +65-69097707
        ","10人推荐
烤羊肉串
6人推荐
烤羊排
5人推荐
精品羊羔卷
","四星商户"
"0","Slappy Cakes(圣淘沙店)","西餐 小吃快餐 ","8.5","8.6","8.4","84","18封点评","26 Sentosa Gateway, #01-29
              67950779
        ","4人推荐
Dragon Yogurt
2人推荐
Classic Breakfast
","准五星商户"
"1","FOC Sentosa","西餐 ","8.2","9.1","8.5","319","19封点评","Singapore, ,110 Tanjong Beach Walk,098943
              
        ","3人推荐
巧克力球
2人推荐
墨鱼汁海鲜饭
1人推荐
Patatas bravas
","准五星商户"
"2","机场食阁(樟宜机场店)","小吃快餐 ","8","8","7.7","50","40封点评","819643,新加坡机场大道60樟宜机场2号航站楼#3M-00
              65456866
        ","3人推荐
叻沙
2人推荐
肉脞面
2人推荐
海南鸡饭
","四星商户"
"3","阿伯面包冰淇淋","冰淇淋 ","8.1","8","8.6","7","38封点评","新加坡街边
              
        ","10人推荐
榴莲冰淇淋
","四星商户"
"4","Obba BBQ","韩国料理 ","9","8.4","8.9","241","16封点评","63 Tanjong Pagar Road Singapore 088484 Singapore
              
        ","3人推荐
牛肉
2人推荐
餐前小菜
2人推荐
豆腐海鲜汤
","准五星商户"
"5","鼎泰丰(51宏利中心)","小吃快餐 中餐 ","8.4","8.3","8","144","32封点评","189554,新加坡Bras Basah路51宏利中心#01-02
              68373933
        ","9人推荐
小笼包
3人推荐
小菜
2人推荐
鸡汤
","四星商户"
"6","Gunther's","法国菜 西餐 ","8.5","7.9","8.9","1181","18封点评","188613,新加坡珀维斯街36#01-03
              90103075
        ","2人推荐
烤龙虾
","五星商户"
"7","发起人肉骨茶(Downtown East)","东南亚菜 ","8.2","8.5","8.5","79","18封点评","Market Square Downtown East, E1Avenue, 1 Pasir Ris Close, #01-310
              +65-63442588
        ","7人推荐
发起人肉骨
5人推荐
黄金豆腐干
4人推荐
长排骨
","准五星商户"
"8","Lawry’s The Prime Rib Singapo...","牛排 ","8.7","8.8","8.2","713","23封点评","333A Orchard Road#04-01/31 Mandarin GallerySingapore 238897
              +65-68363333
        ","3人推荐
prime rib
1人推荐
美式牛排
1人推荐
菲力牛排
","四星商户"
"9","亚坤(新加坡管理大学店)","面包甜点 咖啡厅 ","8.7","7.9","9","25","16封点评","Management University School of Economics/Social Sciences, 90 Stamford Road #01-76
              62526531
        ","4人推荐
咖椰吐司
2人推荐
叻沙
2人推荐
水煮蛋
","准五星商户"
"10","The Bird Southern Table & Bar(...","西餐 ","8.6","8.7","8.5","248","20封点评","滨海湾金沙购物商城，商铺层，B1-07
              +65-66889959
        ","8人推荐
炸鸡翅
4人推荐
薯条
2人推荐
龙虾Pasta
","准五星商户"
"11","美芝律大虾面","东南亚菜 新加坡菜 ","7.5","7.4","8.6","49","16封点评","370 E Coast Rd, Singapore 428981
              
        ","4人推荐
猪尾虾面
3人推荐
炸五香
2人推荐
排骨虾面汤
","准五星商户"
"12","Anti:dote(莱佛士城店)","西餐 ","8.7","9","7.6","274","22封点评","新加坡Bras Basah路80号 新加坡费尔蒙特酒店1层
              +65-64315315
        ","3人推荐
珠宝盒下午茶
1人推荐
Number 7 Tea
1人推荐
温泉蛋
","四星商户"
"13","The Connoisseur Concerto(IONOr...","咖啡厅 西餐 ","8.4","8.6","8.1","183","23封点评","2 Orchard Turn #B2-49 ION Orchard, S238801
              65096106
        ","2人推荐
巧克力熔岩蛋糕
1人推荐
手冲咖啡
1人推荐
牛肉意面
","准五星商户"
"14","潮州发记","中餐 ","8","8","7.9","200","20封点评","30 Orange Grove Road, #02-01 RELC Building
              +65-64234747
        ","1人推荐
炒花蛤
","四星商户"
"0","Tong Ah Eating House 东亚餐室","咖啡厅 ","7.3","7.5","8.1","23","22封点评","35 Keong Saik Road | Chinatown, Singapore 089142, Singapore
              65674000
        ","5人推荐
法式吐司
3人推荐
养生蛋
2人推荐
奶茶
","四星商户"
"1","宜家餐厅(亚历山大路店)","小吃快餐 ","8.1","8.5","8.7","96","20封点评","亚历山大路#02-00
              67866868
        ","4人推荐
三文鱼
4人推荐
瑞士肉丸
2人推荐
鲜虾
","准五星商户"
"2","泰国村酒楼(良木园酒店)","东南亚菜 ","7.8","7.9","8.7","688","16封点评","22 Scotts Road, Goodwood Park Hotel
              
        ","5人推荐
砂煲蟹肉鲍翅
3人推荐
冬粉焗蟹
2人推荐
泰式焗鳕鱼
","四星商户"
"3","Koi Cafe(313@索美赛店)","咖啡厅 ","8.2","8.1","8.2","17","30封点评","313 Orchard Rd, #B3-51 S(238895)
              68359476
        ","3人推荐
黄金珍奶
1人推荐
珍珠奶茶
","四星商户"
"4","Muthu's Curry","印度菜 ","8.8","8.8","8.3","190","20封点评","#B1-109/177, Suntec City Mall 新达城广场, 3 Temasek Boulevard, Suntec City, 038983
              
        ","2人推荐
芒果慕希
2人推荐
咖喱鱼头
1人推荐
黄姜饭
","准五星商户"
"5","FOC by Nandu Jubany","西班牙菜 西餐 ","9","8.9","8.6","383","24封点评","40 Hongkong Street
              
        ","2人推荐
墨鱼汁海鲜饭
1人推荐
火腿炒蛋
1人推荐
南瓜布丁
","准五星商户"
"6","Tiong Bahru Bakery","面包甜点 ","8.2","8.5","8.6","45","29封点评","L1, Tangs 董厦, 310 Orchard Road
              67353787
        ","5人推荐
牛角包
4人推荐
拿铁咖啡
1人推荐
拉茶 Teh Tarik
","准五星商户"
"7","Nylon Coffee Roasters","咖啡厅 ","9.1","9","9","26","23封点评","4 Everton Park #01-40, Singapore, Singapore
              
        ","2人推荐
drip
2人推荐
奶咖
1人推荐
Iced black
","五星商户"
"8","东北人家","中餐 ","8","7.9","8.2","103","19封点评","22 UPPER CROSS STREET, 058334
              +65-62245258
        ","2人推荐
锅包肉
1人推荐
糖醋鱼块
1人推荐
京醬肉絲
","四星商户"
"9","万隆华和海鲜菜馆","中餐 ","8.5","7.7","8.7","225","24封点评","579510,新加坡Casuarina路122
              +65-645-22824
        ","4人推荐
黑胡椒螃蟹
3人推荐
斯里兰卡咖喱螃蟹
2人推荐
大蟹
","准五星商户"
"10","舌尖尖兰州牛肉面","更多美食 ","8.1","8.4","8.7","64","27封点评","300 Tiong Bahru Rd, Singapore 168731
              
        ","15人推荐
招牌兰州牛肉面
2人推荐
干拌鸡肉二细
1人推荐
干拌鸡肉面
","四星商户"
"11","丹戎沙滩俱乐部","西餐 ","8.4","9","8.2","188","16封点评","098942,新加坡丹戎海滩120
              62701355
        ","3人推荐
signature burger
","准五星商户"
"12","Mr Bean(changi business park)","面包甜点 ","7.4","7","7.6","12","50封点评","#B1-21, Changi City Point, 5 Changi Business Park Central 1
              66361290
        ","7人推荐
冰淇淋
4人推荐
Cream
4人推荐
pancake
","四星商户"
"13","Symmetry","西餐 ","8.1","8.5","8.7","179","20封点评","9 Jalan Kubor, #01-01
              62919901
        ","2人推荐
咖啡
2人推荐
夏苏卡
1人推荐
沙拉
","准五星商户"
"14","八天堂","甜点 ","8.4","8.4","8.2","51","25封点评","Tanjong Pagar Centre01-057Wallich Street Singapore 078884
              
        ","7人推荐
抹茶奶油面包
4人推荐
Custard卡仕达
2人推荐
红豆面包
","四星商户"
"0","李白餐厅","中餐 ","8.5","8.7","8.4","343","17封点评","39 Scotts Rd，Sheraton Towers Singapore，Singapore 228230
              68395623
        ","2人推荐
上汤水饺
1人推荐
叉燒腸粉
1人推荐
黑松露海鲜灌汤饺
","准五星商户"
"1","Poulet(莱佛士城店)","法国菜 西餐 ","8.3","8.2","8.4","
        -","23封点评","#B1-65/66, Raffles City 莱佛士城, 252 North Bridge Road, 179103
              
        ","6人推荐
烤鸡
1人推荐
披萨
1人推荐
沙拉
","准五星商户"
"2","So Pho(百利宫店)","东南亚菜 ","7.4","8.3","7.8","78","29封点评","乌节路 290号 B1, 20号
              +65-62350414
        ","4人推荐
海鲜炒饭
3人推荐
牛肉夏卷
1人推荐
牛肉沙拉
","四星商户"
"3","Garrett Popcorn Shops(313@索美...","面包甜点 ","9","9","9","55","23封点评","L1, 313@Somerset, 313 Orchard Road
              65095755
        ","1人推荐
夏威夷果焦糖爆米花
1人推荐
焦糖核桃爆米花
1人推荐
布朗尼坚果爆米花
","准五星商户"
"4","Bao Today(滨海广场店)","中餐 ","7.3","7.5","7.9","78","28封点评","#02-234 to 236, Marina Square滨海广场, 6 Raffles Boulevard
              63362237
        ","2人推荐
牛腩面
2人推荐
生滚砂煲鱼片粥
1人推荐
笼仔卤肉蒸饭
","四星商户"
"5","美茜酿豆腐","东南亚菜 ","8.2","8","8.2","42","21封点评","2 Bayfront Avenue, #B2-50, Stall 1 1 The Shoppes at Marina Bay Sands
              
        ","2人推荐
酿腐竹
1人推荐
叻沙
1人推荐
酿豆腐
","四星商户"
"6","星巴克(ION店)","咖啡厅 面包甜点 ","8.3","8.2","8.6","37","22封点评","乌节弯路2ION ORCHARD大厦#B3-59
              65098028
        ","","准五星商户"
"7","汉堡王(樟宜机场T1店)","小吃快餐 汉堡 ","8.5","8.5","8.6","50","25封点评","樟宜机场80樟宜机场#026-016
              62149452
        ","2人推荐
早餐全餐
2人推荐
双层牛肉蘑菇汉堡
1人推荐
鸡肉汉堡
","准五星商户"
"8","醉麻辣","中餐 川菜 ","8.4","8.8","8.4","117","20封点评","181 Orchard Road, Orchard Central #04-22&22B S238896
              +65-65090295
        ","5人推荐
酸辣粉
5人推荐
老妈蹄花
4人推荐
冒脑花
","四星商户"
"9","Privé Clarke Quay","酒吧 ","7.7","8","7.7","166","20封点评","Blk 3C River Valley Road, #01-09A Clarke Quay, 新加坡
              +65-677-60777
        ","1人推荐
鸡尾酒
","四星商户"
"10","Awfully Chocolate(怡丰城店)","面包甜点 零食 ","8.4","7.9","8.1","39","21封点评","098585,新加坡海滨大道1怡丰城#01-156
              64109725
        ","5人推荐
巧克力千层蛋糕
1人推荐
巧克力冰淇淋
1人推荐
焦糖布丁
","准五星商户"
"11","鼎泰丰","小吃快餐 中餐 ","8","8.2","7.9","148","25封点评","Wisma Atria Level 4, 435 Orchard Road, Singapore 238877
              
        ","8人推荐
小笼包
2人推荐
酸辣汤
2人推荐
蒜泥白肉
","四星商户"
"12","莆田餐厅(nex)","中餐 东南亚菜 ","8.7","8.6","8.2","163","23封点评","23 Serangoon Central, #02-18/19, S556083
              +65-66347833
        ","4人推荐
百秒黄花鱼
1人推荐
自制辣椒酱
1人推荐
手抓猪蹄
","准五星商户"
"13","宝乐海鲜(The Boiler)","海鲜 ","9","8.9","8.7","
        -","16封点评","8 Raffles Ave, #01-13A Esplanade Mall, Singapore 039802
              +65-69093435
        ","7人推荐
福袋
4人推荐
波士顿龙虾
1人推荐
辣椒蟹
","准五星商户"
"14","湘香厨房","中餐 ","7.9","8.2","8.7","184","28封点评","1 Liang Seah Street #01-12/13/14
              +65-63388939
        ","2人推荐
酸辣鸡胗
2人推荐
笋干炒腊肉
2人推荐
姜辣凤爪
","四星商户"
"0","SATS Premier Lounge","自助餐 ","8","8.3","8","
        -","27封点评","Airport Blvd, Terminal 2, Singapore
              
        ","1人推荐
咖啡
1人推荐
咖喱鸡饭
1人推荐
加沙
","准五星商户"
"1","歌蒂炸鸡快餐店","小吃快餐 ","8","8","7.5","79","32封点评","新加坡圣淘沙岛新加坡环球影城遥远王国区
              65778888
        ","9人推荐
炸鸡套餐
4人推荐
薯饼
2人推荐
柠檬茶
","四星商户"
"2","Meta","亚洲菜 ","8.5","8.6","8.6","664","17封点评","恭锡路9号
              +65-65130898
        ","2人推荐
AgedShimaAji
1人推荐
appetizer
1人推荐
牛尾宽面
","准五星商户"
"3","南洋理工大学A号餐厅","小吃快餐 ","7.5","7.8","7.5","28","22封点评","639798,新加坡南洋大道50
              
        ","3人推荐
热带优风扑面
2人推荐
清凉的薏米水
1人推荐
大好阳光
","四星商户"
"4","亚坤(金文泰广场店)","面包甜点 小吃快餐 ","7.9","7.6","8.2","36","21封点评","3155 Commonwealth Ave West #B1-23
              66595669
        ","4人推荐
黄油咖椰吐司
2人推荐
半生熟鸡蛋
1人推荐
拉茶
","准五星商户"
"5","都太(滨海湾金沙店)","海鲜 ","8","7.8","7.5","262","65封点评","滨海湾金沙购物商城，运河层，B2-01
              +65-66887771
        ","8人推荐
蟹腿
4人推荐
奶油蘑菇汤
4人推荐
三文鱼
","准四星商户"
"6","莆田餐厅(Parkway Parade)","中餐 东南亚菜 ","9","8.4","8.5","
        -","15封点评","80 Marine Parade Road, #02-13/13A, S449269
              +65-63456358
        ","4人推荐
百秒黄花鱼
3人推荐
脆炒芋头
3人推荐
烤猪蹄
","准五星商户"
"7","田舍家炉端烧","日本料理 ","9","8.8","8.8","834","18封点评","#01-01 Orchard Parade Hotel, 1 Tanglin Rd, Singapore 247905
              67321866
        ","5人推荐
和牛
3人推荐
扇贝
2人推荐
蟹腿
","准五星商户"
"8","星巴克(樟宜机场T3店)","咖啡厅 面包甜点 ","8.2","8","8.2","35","28封点评","65 Airport Boulevard #B2-34, Basement Level 2 North, Changi Airport Terminal 3, Singapore 819663
              65425835
        ","2人推荐
冰拿铁
2人推荐
黑莓果汁
1人推荐
巧克力马芬
","四星商户"
"9","醉花林品潮轩","中餐 ","8.4","8.5","8.5","
        -","20封点评","190 Keng Lee Road, Chui Huay Lim Club
              67323637
        ","2人推荐
花雕醉蟹
2人推荐
辣螃蟹
2人推荐
燒海參
","准五星商户"
"10","川苑酒家","中餐 ","7.2","7.7","7.3","233","63封点评","79 Pagoda Street，Singapore 059238
              +65-62223451
        ","9人推荐
酸菜鱼
3人推荐
香辣蟹
2人推荐
干煸肥肠
","准四星商户"
"11","新发海鲜馆","海鲜 ","6","6","8.4","403","28封点评","389589,新加坡芽笼路芽笼35巷659/661
              67449755
        ","9人推荐
螃蟹米粉
2人推荐
黑椒虾婆
2人推荐
蒜蓉虾
","四星商户"
"12","荣华肉骨茶","东南亚菜 新加坡菜 ","7.9","8","8.1","202","20封点评","marina square二楼 #02-201
              +65-64693536
        ","6人推荐
排骨肉骨茶
2人推荐
焖凤爪与腐竹
1人推荐
卤猪脚与粉肠
","四星商户"
"13","大食家大大大虾面","面条 小吃快餐 ","8.1","7.8","8.1","100","22封点评","89 Killiney Rd
              
        ","6人推荐
大虾面
4人推荐
苹果酸梅水
1人推荐
虎皮虾卷
","四星商户"
"14","明发鱼丸","更多美食 ","8","7.4","8.6","24","21封点评","050032,新加坡新市场路32
              
        ","5人推荐
鱼丸捞面
2人推荐
香菇肉脞捞面
1人推荐
拉沙
","准五星商户"
"0","Mezza 9","东南亚菜 ","8.3","8.8","8.4","480","18封点评","10 Scotts Road，Grand Hyatt SG, Singapore 228211
              +65-673-21234
        ","4人推荐
黑胡椒螃蟹
3人推荐
sushi&sashimi
2人推荐
酸奶冰激凌
","准五星商户"
"1","SUN与MOON日本餐厅餐厅和咖啡厅","日本料理 ","8","8.4","8.1","215","20封点评","会德丰广场乌节路501会德丰广场#03-15
              67336636
        ","2人推荐
海鲜釜饭
1人推荐
茶泡饭
","四星商户"
"2","Shabu Sai Causeway Point","日本料理 火锅 ","8.4","8.6","7.9","120","20封点评","1 Woodlands Square, #05-14/15 Causeway Point, 新加坡 738099
              +65-64621557
        ","10人推荐
牛肉
5人推荐
冰淇凌
1人推荐
鸡肉
","准五星商户"
"3","Food Republic(Shaw Lido)","小吃快餐 ","7.7","7.9","7.7","67","18封点评","1 Scotts Road | #B1-01 Shaw Centre | Singapore 228208 and 350 Orchard Road | #B1-02 | Shaw House | Singapore 238868
              +65-62350995
        ","3人推荐
海南鸡饭
1人推荐
汤鱼圆面
1人推荐
麻辣香锅
","四星商户"
"4","麦当劳","小吃快餐 汉堡 ","8.6","8.3","8.3","98","20封点评","新加坡樟宜机场2号航站楼 —— 三楼，离境转机大厅
              65439149
        ","3人推荐
Nasi Lemak Burger
2人推荐
双层麦辣鸡腿堡
1人推荐
Banana Pie
","四星商户"
"5","Coffee Academics","咖啡厅 ","8.2","8.8","8.1","56","19封点评","Scotts Square, 6 Scotts Road Level 2
              65381940
        ","3人推荐
咖啡
3人推荐
阿芙佳朵
2人推荐
海盐蛋糕
","准五星商户"
"6","老街肉骨茶(orchard road)","肉骨茶 小吃快餐 ","7.5","7.8","8","62","33封点评","68 Orchard Road,#B2-07 Plaza Singapura Singapore 238839
              64388866
        ","5人推荐
肉骨茶套餐
1人推荐
炖梅菜
1人推荐
茼蒿
","四星商户"
"7","三盅两件(3新达城购物中心)","中餐 ","7.6","7.6","7.7","170","25封点评","038983,新加坡淡马锡大道3新达城购物中心#B1-122
              63339886
        ","2人推荐
虫草花炖鸡汤
1人推荐
腊味煲仔饭
1人推荐
鸡同鸭讲
","四星商户"
"8","美滋锅(OneKM购物中心店)","中餐 ","9","8.8","8.7","393","23封点评","11 Tanjong Katong Road,#02-21 OneKM
              +65-67022542
        ","7人推荐
鸳鸯锅
7人推荐
胶原蛋白汤
6人推荐
餐后甜点
","准五星商户"
"9","Shabu Sai","自助餐 ","7.9","8.1","8","135","18封点评","#B1-133/172, Suntec City Mall 新达城广场, 3 Temasek Boulevard, Suntec City, 038983
              
        ","1人推荐
鱼豆腐
","四星商户"
"10","Brewerkz","西餐 ","8.7","9","8.8","
        -","24封点评","30 Merchant Road
              6438 7438
        ","2人推荐
Golden Ale
1人推荐
West Coast IPA
","准五星商户"
"11","松发肉骨茶(纳福城店)","肉骨茶 小吃快餐 ","9","8.7","8.8","152","17封点评","930 Yishun Ave 2, #B1-48, 新加坡 769098
              +65-62578616
        ","9人推荐
肉骨茶
5人推荐
油条
4人推荐
大肠
","准五星商户"
"12","海鼎蒸鲜阁Sea Tripod Seafood P...","海鲜 ","8.2","8","8.1","241","16封点评","331 New Bridge Road #01-02 Dorsett Residences
              64449266
        ","1人推荐
蜂蜜柠檬
1人推荐
海鼎啦啦白米粉
1人推荐
咖喱猪肉饭
","四星商户"
