KEYWORD,COUNT,SENTIMENT_KEYWORD_AGG_INDEX,CAT_NAME,ASPECT_CATEGORY,REQUIRE_CONTEXT
好场所,6,6904,,,
好看,6,6905,,,
好赞,6,6906,,,
好长,6,6907,,,
委员会,6,6908,,,
学名,6,6909,,,
学生证,6,6910,,,
孩子玩水,6,6911,,,
孩子累,6,6912,,,
它的博物馆,6,6913,,,
宇宙,6,6914,,,
安全系数,6,6915,,,
安全距离,6,6916,,,
安德烈教堂,6,6917,,,
宗教机构,6,6918,,,
宗教氛围浓,6,6919,,,
客厅,6,6920,,,
客服电话,6,6921,,,
家店,6,6922,,,
家庭旅游目的地圣,6,6923,,,
家族,6,6924,,,
富丽堂皇,6,6925,,,
对岸的金沙酒店,6,6926,,,
小亭子,6,6927,,,
小仙女,6,6928,,,
小动物亲密,6,6929,,,
小博物馆,6,6930,,,
小印度中心,6,6931,,,
小印度地区,6,6932,,,
小印度的时候,6,6933,,,
小印度的街道,6,6934,,,
小娃,6,6935,,,
小孩子开心,6,6936,,,
小孩特别,6,6937,,,
小山丘,6,6938,,,
小心脏,6,6939,,,
小故事,6,6940,,,
小时的时间,6,6941,,,
小朋友兴奋,6,6942,,,
小朋友的世界,6,6943,,,
小杂货铺,6,6944,,,
小柜子,6,6945,,,
小火车的时间,6,6946,,,
小的公园,6,6947,,,
小的海洋馆,6,6948,,,
小的鱼尾狮,6,6949,,,
小街上,6,6950,,,
小门,6,6951,,,
小项目,6,6952,,,
小餐厅,6,6953,,,
小馒头,6,6954,,,
小鹦鹉,6,6955,,,
少数,6,6956,,,
尔顿一号隔邻的填海地带,6,6957,,,
尘嚣,6,6958,,,
层无边泳池,6,6959,,,
屋檐,6,6960,,,
屋顶花园,6,6961,,,
展品都是,6,6962,,,
展览区,6,6963,,,
山丘,6,6964,,,
岁儿童,6,6965,,,
岛上交通方便,6,6966,,,
岛上的捷运,6,6967,,,
岛内交通,6,6968,,,
岛内捷运,6,6969,,,
岩石,6,6970,,,
島上,6,6971,,,
工作人员热情,6,6972,,,
工程师,6,6973,,,
巴洛克,6,6974,,,
市内清新,6,6975,,,
市街,6,6976,,,
幕亮丽,6,6977,,,
幢大楼,6,6978,,,
平底鞋,6,6979,,,
年纪大,6,6980,,,
幸福感,6,6981,,,
庆典的高潮,6,6982,,,
底楼,6,6983,,,
底部,6,6984,,,
店内,6,6985,,,
度开阔,6,6986,,,
座占地,6,6987,,,
座印度教寺庙,6,6988,,,
座天桥,6,6989,,,
座时尚,6,6990,,,
座白色,6,6991,,,
座缆车,6,6992,,,
座美食,6,6993,,,
座酒店的顶部,6,6994,,,
座酒店,6,6995,,,
座金融,6,6996,,,
座雕塑,6,6997,,,
廊道,6,6998,,,
建议朋友,6,6999,,,
异国情调的商店,6,7000,,,
弥撒,6,7001,,,
当地人和外国游客,6,7002,,,
当地泰米尔人的族裔社区,6,7003,,,
当地的动植物群,6,7004,,,
当地的名气,6,7005,,,
当地的居民,6,7006,,,
当天早上,6,7007,,,
当天票,6,7008,,,
形态各异,6,7009,,,
很适合情侣,6,7010,,,
很适合,6,7011,,,
得很快,6,7012,,,
得很慢,6,7013,,,
得很认真,6,7014,,,
微,6,7015,,,
快捷票的话,6,7016,,,
怕冷,6,7017,,,
性能,6,7018,,,
性质,6,7019,,,
总体感觉很好,6,7020,,,
总体还好,6,7021,,,
总理,6,7022,,,
恒河,6,7023,,,
情侣浪漫,6,7024,,,
情怀,6,7025,,,
情趣,6,7026,,,
意义非凡,6,7027,,,
感染力,6,7028,,,
感觉棒极了,6,7029,,,
感觉特别,6,7030,,,
懂伊斯兰教,6,7031,,,
戏水乐园,6,7032,,,
戏水区,6,7033,,,
成本,6,7034,,,
战俘,6,7035,,,
战时,6,7036,,,
所在地,6,7037,,,
所有的东西,6,7038,,,
所有的植物,6,7039,,,
打印机,6,7040,,,
打道回府,6,7041,,,
找找,6,7042,,,
承诺,6,7043,,,
技法,6,7044,,,
折扣力度,6,7045,,,
报刊媒体,6,7046,,,
抽屉,6,7047,,,
拍了一,6,7048,,,
拍几张,6,7049,,,
拍大片,6,7050,,,
拱桥,6,7051,,,
捷运海滩站,6,7052,,,
探险家,6,7053,,,
摩天轮晚上,6,7054,,,
摩天轮真的,6,7055,,,
收入眼帘,6,7056,,,
政府大厦大,6,7057,,,
政府建筑物,6,7058,,,
故宫,6,7059,,,
故意,6,7060,,,
教学楼,6,7061,,,
教学,6,7062,,,
敞篷,6,7063,,,
整体非常满意,6,7064,,,
整场,6,7065,,,
整座寺庙,6,7066,,,
整条街道,6,7067,,,
整条,6,7068,,,
文化底蕴,6,7069,,,
文化的地方,6,7070,,,
文艺小清新,6,7071,,,
文青,6,7072,,,
斜坡滑车很好,6,7073,,,
斯儿童花园,6,7074,,,
新加坡中南部的实龙岗路,6,7075,,,
新加坡中心地带,6,7076,,,
新加坡共和国,6,7077,,,
新加坡军事博物馆,6,7078,,,
新加坡印象,6,7079,,,
新加坡唐人街的所在,6,7080,,,
新加坡天气炎热,6,7081,,,
新加坡岛屿,6,7082,,,
新加坡市中心著名,6,7083,,,
新加坡市景,6,7084,,,
新加坡开埠,6,7085,,,
新加坡旅游的人,6,7086,,,
新加坡晚上,6,7087,,,
新加坡最高法院,6,7088,,,
新加坡本土,6,7089,,,
新加坡河沿岸,6,7090,,,
新加坡河流,6,7091,,,
新加坡河游船,6,7092,,,
新加坡河的两岸,6,7093,,,
新加坡河里,6,7094,,,
新加坡河附近,6,7095,,,
新加坡海滩排球,6,7096,,,
新加坡游客,6,7097,,,
新加坡环球影城的入门票,6,7098,,,
新加坡甘榜格,6,7099,,,
新加坡的中心位置,6,7100,,,
新加坡的代表性,6,7101,,,
新加坡的印象,6,7102,,,
新加坡的哈芝巷,6,7103,,,
新加坡的城市地标,6,7104,,,
新加坡的巴士,6,7105,,,
新加坡的最后,6,7106,,,
新加坡的最高点,6,7107,,,
新加坡的机场,6,7108,,,
新加坡的海滩,6,7109,,,
新加坡的经济,6,7110,,,
新加坡的美丽夜景,6,7111,,,
新加坡的美食,6,7112,,,
新加坡的蝴蝶公园,6,7113,,,
新加坡的郊区,6,7114,,,
新加坡的金融区,6,7115,,,
新加坡的银座,6,7116,,,
新加坡的鱼尾狮公园,6,7117,,,
新加坡的鸭子船,6,7118,,,
新加坡眼,6,7119,,,
新加坡福康宁,6,7120,,,
新加坡科学艺术博物馆,6,7121,,,
新加坡第一座泰米尔人天主教堂,6,7122,,,
新加坡维多利亚纪念堂等,6,7123,,,
新加坡苏丹清真寺,6,7124,,,
新加坡让人,6,7125,,,
新加坡转机,6,7126,,,
新加坡过去,6,7127,,,
新加坡都是,6,7128,,,
新加坡顶尖,6,7129,,,
新加坡首座,6,7130,,,
新加坡马来人的根源,6,7131,,,
新加坡马来人,6,7132,,,
新国,6,7133,,,
新家,6,7134,,,
新幣,6,7135,,,
新马,6,7136,,,
方便实惠,6,7137,,,
方向感,6,7138,,,
方方面面,6,7139,,,
方程式,6,7140,,,
旅店,6,7141,,,
旅拍,6,7142,,,
旅游一定,6,7143,,,
旅游大巴,6,7144,,,
旅游岛,6,7145,,,
旅游的地方,6,7146,,,
旅游设施,6,7147,,,
日景,6,7148,,,
日票,6,7149,,,
日落时间,6,7150,,,
日间动物园好,6,7151,,,
旧世纪的风格,6,7152,,,
早期中国移民,6,7153,,,
早期英国哥德式,6,7154,,,
时候的样子,6,7155,,,
时分,6,7156,,,
时尚的地界,6,7157,,,
时机,6,7158,,,
时装,6,7159,,,
时间早,6,7160,,,
昆虫标本,6,7161,,,
星期三,6,7162,,,
星期四,6,7163,,,
星,6,7164,,,
是有中文,6,7165,,,
昼夜,6,7166,,,
晚上七点多,6,7167,,,
晚上也有,6,7168,,,
晚上十点,6,7169,,,
晚上夜间动物园,6,7170,,,
晚上热闹,6,7171,,,
晚上的动物,6,7172,,,
普通通道,6,7173,,,
景点人,6,7174,,,
景色一流,6,7175,,,
景色也好,6,7176,,,
景观很好,6,7177,,,
智慧,6,7178,,,
更多内容,6,7179,,,
更多的人,6,7180,,,
更少,6,7181,,,
更要,6,7182,,,
最后一晚,6,7183,,,
最多人,6,7184,,,
最大亮点,6,7185,,,
最高点时,6,7186,,,
有一些酒吧,6,7187,,,
有人气,6,7188,,,
有次序,6,7189,,,
有趣,6,7190,,,
有钱人,6,7191,,,
服务人员态度,6,7192,,,
木箱漂流,6,7193,,,
本事,6,7194,,,
机上直接,6,7195,,,
条大道,6,7196,,,
条桥,6,7197,,,
条步道,6,7198,,,
条道,6,7199,,,
条酒吧街,6,7200,,,
杯小,6,7201,,,
板块,6,7202,,,
极限,6,7203,,,
极高,6,7204,,,
构图,6,7205,,,
林志源肉干,6,7206,,,
林志源,6,7207,,,
林荫道,6,7208,,,
果不其然,6,7209,,,
果园路,6,7210,,,
标志性景观,6,7211,,,
标志性的鱼尾狮,6,7212,,,
校园环境,6,7213,,,
校门,6,7214,,,
栩栩如生的植物故事,6,7215,,,
根本,6,7216,,,
根柱子,6,7217,,,
棍子,6,7218,,,
森林的故事,6,7219,,,
植物园的植物,6,7220,,,
植物的天堂,6,7221,,,
楼主,6,7222,,,
榴莲冰激凌,6,7223,,,
模特,6,7224,,,
橙线,6,7225,,,
橱窗,6,7226,,,
欧洲人,6,7227,,,
欧洲风格,6,7228,,,
欧美国家,6,7229,,,
此生,6,7230,,,
步行路线,6,7231,,,
武吉士地铁站,6,7232,,,
每个仓,6,7233,,,
每个车厢,6,7234,,,
比基尼美女,6,7235,,,
民丹,6,7236,,,
民族风情,6,7237,,,
气氛都是一流,6,7238,,,
水光秀,6,7239,,,
水壶,6,7240,,,
水幕激光秀,6,7241,,,
水幕灯光秀,6,7242,,,
水幕灯光,6,7243,,,
水底,6,7244,,,
水景,6,7245,,,
水母区,6,7246,,,
沙发,6,7247,,,
沙小火车,6,7248,,,
沙岛的缆车站,6,7249,,,
沙捷运的最后,6,7250,,,
沙滩沙子,6,7251,,,
沙滩狂欢节,6,7252,,,
沙滩附近,6,7253,,,
沙的时候,6,7254,,,
沙的话,6,7255,,,
沙真的,6,7256,,,
沙质,6,7257,,,
河川动物,6,7258,,,
沼泽地周围的树木,6,7259,,,
沿河边,6,7260,,,
法国卢尔德,6,7261,,,
泛太平洋,6,7262,,,
波浪池,6,7263,,,
洋葱形的金色圆顶,6,7264,,,
活的,6,7265,,,
活跃气氛,6,7266,,,
浦路,6,7267,,,
浪得虚名,6,7268,,,
浪漫气息,6,7269,,,
海上乐园,6,7270,,,
海事,6,7271,,,
海关,6,7272,,,
海南鸡,6,7273,,,
海平面,6,7274,,,
海报,6,7275,,,
海洋馆差不多,6,7276,,,
海浪间,6,7277,,,
海湾舫,6,7278,,,
海湾风景,6,7279,,,
海滨湾花园,6,7280,,,
海滩小火车的终点站,6,7281,,,
海胆,6,7282,,,
海豚园里,6,7283,,,
海豚园门口,6,7284,,,
海鲜店,6,7285,,,
海鲜的地方,6,7286,,,
海鲜馆,6,7287,,,
涂料随处可见,6,7288,,,
消防知识,6,7289,,,
温室花园,6,7290,,,
游人多,6,7291,,,
游戏设施,6,7292,,,
游艺项目,6,7293,,,
湄公河巨,6,7294,,,
湖畔,6,7295,,,
湾花园,6,7296,,,
湿度,6,7297,,,
满眼绿色,6,7298,,,
滨海南花园的特色景点,6,7299,,,
滨海湾的美景,6,7300,,,
滨海湾站,6,7301,,,
滨海湾金沙空中花园,6,7302,,,
漂亮大气,6,7303,,,
潮牌,6,7304,,,
激光水幕,6,7305,,,
火山,6,7306,,,
火车站,6,7307,,,
灯会,6,7308,,,
灯光映衬,6,7309,,,
灯光烟火,6,7310,,,
灯光秀时间,6,7311,,,
灰色过山车,6,7312,,,
炫丽,6,7313,,,
炸鸡,6,7314,,,
点博物馆,6,7315,,,
点多,6,7316,,,
点失望,6,7317,,,
点问题,6,7318,,,
烈日炎炎,6,7319,,,
烛光晚餐,6,7320,,,
热带动植物,6,7321,,,
热带城市,6,7322,,,
热带岛国,6,7323,,,
热带的珍奇花卉树木,6,7324,,,
热带的翠绿景致,6,7325,,,
照片拍,6,7326,,,
燈光,6,7327,,,
爬到山顶,6,7328,,,
片地区,6,7329,,,
片子,6,7330,,,
牛奶,6,7331,,,
牛肉,6,7332,,,
牛车水广场,6,7333,,,
牧师,6,7334,,,
特别是海豚园,6,7335,,,
特别是环球影城,6,7336,,,
特别适合亲子,6,7337,,,
特别适合晚上,6,7338,,,
特色小,6,7339,,,
特色的寺庙,6,7340,,,
犀鸟,6,7341,,,
状况,6,7342,,,
狮城夜景,6,7343,,,
猫山王榴莲,6,7344,,,
王宫,6,7345,,,
玛兴都庙,6,7346,,,
玩得好,6,7347,,,
玩得项目,6,7348,,,
环境保护的非常好,6,7349,,,
环境超级,6,7350,,,
环球影城绝对,6,7351,,,
现在游人如织,6,7352,,,
现场优惠,6,7353,,,
现场气氛,6,7354,,,
现如今,6,7355,,,
珊瑚石,6,7356,,,
珍品,6,7357,,,
珍宝坊,6,7358,,,
珍禽,6,7359,,,
璀璨夺目,6,7360,,,
瓢泼大雨,6,7361,,,
生态很好,6,7362,,,
生态湖,6,7363,,,
生机,6,7364,,,
生物种类,6,7365,,,
电动车,6,7366,,,
电子出票,6,7367,,,
电子照片,6,7368,,,
电子邮件,6,7369,,,
电池,6,7370,,,
画家,6,7371,,,
白天夜晚,6,7372,,,
白天完全,6,7373,,,
白天漂亮,6,7374,,,
白天黑夜,6,7375,,,
白花,6,7376,,,
白领,6,7377,,,
白鲸,6,7378,,,
百货商场,6,7379,,,
百货,6,7380,,,
的人一定,6,7381,,,
的人不算多,6,7382,,,
的人文,6,7383,,,
的人特别多,6,7384,,,
的人超级多,6,7385,,,
的很合理,6,7386,,,
的很方便,6,7387,,,
的很美,6,7388,,,
的很贵,6,7389,,,
的时候人少,6,7390,,,
的时候人很少,6,7391,,,
的時候,6,7392,,,
的话人,6,7393,,,
盆栽植物,6,7394,,,
盖印章,6,7395,,,
直接买票,6,7396,,,
相关信息,6,7397,,,
真心贵,6,7398,,,
瞪大眼睛,6,7399,,,
知名度,6,7400,,,
短片,6,7401,,,
短袖,6,7402,,,
石碑,6,7403,,,
石酒店,6,7404,,,
研究所,6,7405,,,
砖石,6,7406,,,
硌脚,6,7407,,,
硬件设施,6,7408,,,
碉堡,6,7409,,,
碳堆,6,7410,,,
礼花,6,7411,,,
神兽,6,7412,,,
神话故事,6,7413,,,
票务,6,7414,,,
票快,6,7415,,,
福利,6,7416,,,
私人博物馆,6,7417,,,
秩序良好,6,7418,,,
稀有动物,6,7419,,,
穆斯林的聚集地,6,7420,,,
空气特别,6,7421,,,
空间等,6,7422,,,
穿靴子,6,7423,,,
窗子,6,7424,,,
立体感,6,7425,,,
站在巨大的玻璃窗,6,7426,,,
童心,6,7427,,,
端的英国碉堡西乐索,6,7428,,,
第一次近距离,6,7429,,,
第一眼,6,7430,,,
等项目,6,7431,,,
答案,6,7432,,,
简餐,6,7433,,,
篇文章,6,7434,,,
米高的南昌,6,7435,,,
精彩表演,6,7436,,,
紧邻,6,7437,,,
繁华地段,6,7438,,,
繁华都市,6,7439,,,
繁华,6,7440,,,
红包,6,7441,,,
红蓝双轨过山车,6,7442,,,
约会,6,7443,,,
纯白色的外观,6,7444,,,
线欧,6,7445,,,
细软,6,7446,,,
维多利亚音乐厅,6,7447,,,
绿地公园,6,7448,,,
绿色宝地,6,7449,,,
缅甸,6,7450,,,
缆车不错,6,7451,,,
网站上,6,7452,,,
网络的沙滩酒吧,6,7453,,,
美丽极了,6,7454,,,
美丽,6,7455,,,
美夜景,6,7456,,,
美机场,6,7457,,,
美的景观,6,7458,,,
美的沙滩,6,7459,,,
美美美,6,7460,,,
美貌,6,7461,,,
美食众多,6,7462,,,
美食区,6,7463,,,
美食的天堂,6,7464,,,
美食节,6,7465,,,
翼真的,6,7466,,,
老城区,6,7467,,,
老婆孩子,6,7468,,,
老母亲,6,7469,,,
肉脯,6,7470,,,
肉骨茶餐厅,6,7471,,,
股浓烈的辣椒,6,7472,,,
胡姬花公园,6,7473,,,
胡姬花的花圃,6,7474,,,
自助早餐,6,7475,,,
色彩鲜艳的房子,6,7476,,,
艺术家的情操,6,7477,,,
艺术科学馆,6,7478,,,
芒果,6,7479,,,
芭蕾,6,7480,,,
花一天时间,6,7481,,,
花柏山缆车站,6,7482,,,
花点时间,6,7483,,,
花种,6,7484,,,
花花草草的人,6,7485,,,
花花,6,7486,,,
苏丹门,6,7487,,,
英女王,6,7488,,,
英文名,6,7489,,,
药店,6,7490,,,
荷兰人的聚集地,6,7491,,,
荷包,6,7492,,,
荷花池,6,7493,,,
莱福士,6,7494,,,
菜场,6,7495,,,
蓝色王国,6,7496,,,
蔓藤,6,7497,,,
蚂蚁,6,7498,,,
蚊措施,6,7499,,,
蜿蜒跑道,6,7500,,,
蝴蝶标本,6,7501,,,
行为,6,7502,,,
衣柜,6,7503,,,
衣着,6,7504,,,
裕廊生态园,6,7505,,,
西乐索海滩宽,6,7506,,,
西方,6,7507,,,
观景台上,6,7508,,,
观景摩天轮,6,7509,,,
观景点,6,7510,,,
观鸟,6,7511,,,
规模小,6,7512,,,
設計,6,7513,,,
让人有种,6,7514,,,
让人难忘,6,7515,,,
讲座,6,7516,,,
讲究,6,7517,,,
设备多,6,7518,,,
设施丰富,6,7519,,,
证件,6,7520,,,
课堂,6,7521,,,
赌场,6,7522,,,
赌城,6,7523,,,
赞叹不已,6,7524,,,
赞赞赞赞,6,7525,,,
走不到,6,7526,,,
起到,6,7527,,,
超级大树,6,7528,,,
趣味性一般,6,7529,,,
趣味性好,6,7530,,,
距离不远,6,7531,,,
距离环球影城,6,7532,,,
车少,6,7533,,,
车速,6,7534,,,
轮子,6,7535,,,
轮滑,6,7536,,,
辈子,6,7537,,,
辣蟹,6,7538,,,
达人,6,7539,,,
过去新加坡,6,7540,,,
过去的时候,6,7541,,,
过街天桥,6,7542,,,
迈克尔,6,7543,,,
运气很好,6,7544,,,
近期,6,7545,,,
还不如直接,6,7546,,,
这一个,6,7547,,,
这一站,6,7548,,,
这种氛围,6,7549,,,
远东地区,6,7550,,,
远足,6,7551,,,
迪士尼好玩,6,7552,,,
适合一家老小,6,7553,,,
适合亲子一起,6,7554,,,
适合全家大小,6,7555,,,
适合小宝宝,6,7556,,,
适合成人,6,7557,,,
适合放松心情,6,7558,,,
选项,6,7559,,,
速度慢,6,7560,,,
道门,6,7561,,,
遛娃,6,7562,,,
遛弯,6,7563,,,
還可以,6,7564,,,
那么多钱,6,7565,,,
邮件直接,6,7566,,,
邮局,6,7567,,,
部分旧式消防车,6,7568,,,
都是世界,6,7569,,,
都是印度,6,7570,,,
都是国内,6,7571,,,
都是英语,6,7572,,,
都是金店,6,7573,,,
酒吧聚集地,6,7574,,,
酒店楼下,6,7575,,,
酒店的住客,6,7576,,,
酒店设施,6,7577,,,
酒类,6,7578,,,
酱料,6,7579,,,
重要史料,6,7580,,,
重要的历史意义,6,7581,,,
金沙无边泳池,6,7582,,,
金沙激光秀,6,7583,,,
金沙灯光秀,6,7584,,,
金沙的话,6,7585,,,
金沙酒店无边泳池,6,7586,,,
金融机构,6,7587,,,
金钱,6,7588,,,
钟声,6,7589,,,
钢筋水泥,6,7590,,,
钢筋,6,7591,,,
铁柱,6,7592,,,
银园,6,7593,,,
镜子,6,7594,,,
门口售票处,6,7595,,,
门口的工作人员,6,7596,,,
门票也不,6,7597,,,
门票时,6,7598,,,
门街,6,7599,,,
闹区,6,7600,,,
闺蜜一起,6,7601,,,
闽南语,6,7602,,,
阁楼,6,7603,,,
防蚊液,6,7604,,,
阳光沙滩,6,7605,,,
阶段,6,7606,,,
阿童木,6,7607,,,
附近也有,6,7608,,,
附近的滨海艺术中心,6,7609,,,
随便,6,7610,,,
集中地,6,7611,,,
集会,6,7612,,,
露天酒吧,6,7613,,,
非常好的公园,6,7614,,,
非常好非常好,6,7615,,,
非常适合小孩,6,7616,,,
非洲,6,7617,,,
面条,6,7618,,,
音乐声,6,7619,,,
项目一定,6,7620,,,
项目不错,6,7621,,,
项目挺好,6,7622,,,
项目的话,6,7623,,,
项目真的,6,7624,,,
领队,6,7625,,,
风情街,6,7626,,,
风景一般,6,7627,,,
风景迷人,6,7628,,,
飞禽种类,6,7629,,,
飞鸟,6,7630,,,
餐饮中心,6,7631,,,
餐馆酒吧,6,7632,,,
香槟,6,7633,,,
香气,6,7634,,,
香水味,6,7635,,,
香港海洋公园,6,7636,,,
香港的中环,6,7637,,,
香辣蟹,6,7638,,,
马六甲海峡南口,6,7639,,,
马山上,6,7640,,,
马来半岛,6,7641,,,
马来宫殿,6,7642,,,
马来文化馆,6,7643,,,
马来王宫,6,7644,,,
马来西亚美食城,6,7645,,,
马来风格,6,7646,,,
马达声音,6,7647,,,
骚市场,6,7648,,,
高手,6,7649,,,
高楼密集,6,7650,,,
高潮,6,7651,,,
魔幻剧院,6,7652,,,
鱼尾狮公园不远,6,7653,,,
鱼尾狮公园的路上,6,7654,,,
鱼尾狮公园等,6,7655,,,
鱼尾狮狮头,6,7656,,,
鱼身,6,7657,,,
鲨鱼卵,6,7658,,,
鲨鱼馆,6,7659,,,
鲸鱼,6,7660,,,
鳐鱼聚居地,6,7661,,,
鴨子船,6,7662,,,
鸡翅,6,7663,,,
鸭子奶奶,6,7664,,,
鹦鹉园,6,7665,,,
麻雀虽小五脏俱全,6,7666,,,
黄浦江,6,7667,,,
黛兰,6,7668,,,
龙虾,6,7669,,,
龟屿,6,7670,,,
Google,6,7671,,,
airport,6,7672,,,
area,6,7673,,,
art,6,7674,,,
time,6,7675,,,
view,6,7676,,,
waterfall,6,7677,,,
一下下,5,7678,,,
一不留神,5,7679,,,
一丝,5,7680,,,
一两个,5,7681,,,
一个星期,5,7682,,,
一中,5,7683,,,
一件都是古董,5,7684,,,
一体化,5,7685,,,
一动不动,5,7686,,,
一周时间,5,7687,,,
一圈圈,5,7688,,,
一块硕大的榴莲,5,7689,,,
一块碑,5,7690,,,
一大半面积,5,7691,,,
一天不够,5,7692,,,
一天绝对,5,7693,,,
一天足够了,5,7694,,,
一定再来,5,7695,,,
一家小店,5,7696,,,
一层都是,5,7697,,,
一幅幅,5,7698,,,
一整天也不,5,7699,,,
一整天时间,5,7700,,,
一方,5,7701,,,
一族,5,7702,,,
一次次,5,7703,,,
一次知识,5,7704,,,
一次队,5,7705,,,
一次,5,7706,,,
一波,5,7707,,,
一点小,5,7708,,,
一瞬,5,7709,,,
一种乐趣,5,7710,,,
一种全新,5,7711,,,
一种幸福,5,7712,,,
一种异国情调,5,7713,,,
一种方式,5,7714,,,
一种独特,5,7715,,,
一种莫名的好感,5,7716,,,
一秒钟,5,7717,,,
一般情况,5,7718,,,
一般都会,5,7719,,,
一览新加坡全景,5,7720,,,
一览新加坡的全景,5,7721,,,
一身汗,5,7722,,,
一阵子,5,7723,,,
万代兰,5,7724,,,
万种亚热带,5,7725,,,
三家,5,7726,,,
三层小楼,5,7727,,,
三层的小楼,5,7728,,,
三条,5,7729,,,
三点,5,7730,,,
上下坡,5,7731,,,
上个世纪,5,7732,,,
上半天,5,7733,,,
上水,5,7734,,,
上海的杜莎夫人蜡像馆种类,5,7735,,,
上海的热带风暴,5,7736,,,
上海的陆家嘴,5,7737,,,
上海野生动物园,5,7738,,,
下午两点半,5,7739,,,
下午两点,5,7740,,,
下午人少,5,7741,,,
不下雨,5,7742,,,
不值得一去,5,7743,,,
不全,5,7744,,,
不去遗憾,5,7745,,,
不同主题,5,7746,,,
不同动物的习性,5,7747,,,
不同历史使命的古迹,5,7748,,,
不同年代的人,5,7749,,,
不少景点,5,7750,,,
不少海洋馆,5,7751,,,
不应该,5,7752,,,
不算太多,5,7753,,,
不错喔,5,7754,,,
不错奥,5,7755,,,
世界各地的海洋生物,5,7756,,,
世界大牌,5,7757,,,
世界文化多样性,5,7758,,,
世界文化遗产,5,7759,,,
世界最高的双轨过山车,5,7760,,,
世界最高的摩天轮,5,7761,,,
东南亚的传统,5,7762,,,
东南亚第一个,5,7763,,,
东西很好,5,7764,,,
东西感觉,5,7765,,,
东西方便,5,7766,,,
东西等着,5,7767,,,
丝滑,5,7768,,,
丝绸之路,5,7769,,,
两个世界,5,7770,,,
两个剧院,5,7771,,,
两个室内植物园,5,7772,,,
两个室内,5,7773,,,
两个小孩,5,7774,,,
两个植物温室,5,7775,,,
两个点,5,7776,,,
两个玻璃生态区,5,7777,,,
两个船,5,7778,,,
两个赛道,5,7779,,,
两位,5,7780,,,
两岸美景,5,7781,,,
两岸风景,5,7782,,,
两条船,5,7783,,,
两根柱子,5,7784,,,
个下午茶,5,7785,,,
个主题区域,5,7786,,,
个人花,5,7787,,,
个动物园,5,7788,,,
个半天,5,7789,,,
个吊桥,5,7790,,,
个名字,5,7791,,,
个品种,5,7792,,,
个小孩,5,7793,,,
个座位,5,7794,,,
个座舱,5,7795,,,
个摊位,5,7796,,,
个无边泳池,5,7797,,,
个普通,5,7798,,,
个朋友,5,7799,,,
个柜子,5,7800,,,
个海事博物馆,5,7801,,,
个玩水的地方,5,7802,,,
个耳机,5,7803,,,
个自助,5,7804,,,
个迷你,5,7805,,,
个鱼尾狮,5,7806,,,
中午的时候,5,7807,,,
中华美食,5,7808,,,
中华,5,7809,,,
中国古代,5,7810,,,
中国味道,5,7811,,,
中国文明,5,7812,,,
中国的特色,5,7813,,,
中国的老物件,5,7814,,,
中国移民,5,7815,,,
中国美食,5,7816,,,
中国货,5,7817,,,
中国银行,5,7818,,,
中庭,5,7819,,,
中文语音,5,7820,,,
中段,5,7821,,,
中的主角,5,7822,,,
中的小,5,7823,,,
中的新加坡,5,7824,,,
中英双语,5,7825,,,
中药,5,7826,,,
丰俭,5,7827,,,
丹戎巴葛站,5,7828,,,
为数不多,5,7829,,,
主题的公园,5,7830,,,
主题花园,5,7831,,,
义安文化中心,5,7832,,,
之于当代艺术,5,7833,,,
乐器,5,7834,,,
乐园适合,5,7835,,,
乐园门票,5,7836,,,
乐高,5,7837,,,
九零,5,7838,,,
也可以沿街,5,7839,,,
乡土气息,5,7840,,,
乡间小教堂,5,7841,,,
书本,5,7842,,,
书法作品,5,7843,,,
买票也可以,5,7844,,,
了一场大雨,5,7845,,,
了一处景点,5,7846,,,
了一觉,5,7847,,,
事业,5,7848,,,
事前,5,7849,,,
二战时期的重要地点,5,7850,,,
二次大战日军,5,7851,,,
五大亲子游,5,7852,,,
五大洲的植物,5,7853,,,
五层楼,5,7854,,,
五星好评,5,7855,,,
五点多,5,7856,,,
亚洲各国,5,7857,,,
亚洲地区,5,7858,,,
亚洲最大的昆虫馆,5,7859,,,
亚洲第一个,5,7860,,,
亚洲风格的艺术品,5,7861,,,
亚马逊河漂流,5,7862,,,
些纪念品,5,7863,,,
交响乐湖畔,5,7864,,,
交通也不麻烦,5,7865,,,
交通信息,5,7866,,,
交通都是,5,7867,,,
亲友,5,7868,,,
亲子乐园,5,7869,,,
亲子游的时候,5,7870,,,
亲民品牌,5,7871,,,
亲身经历,5,7872,,,
人偶,5,7873,,,
人像,5,7874,,,
人头,5,7875,,,
人工湖,5,7876,,,
人文历史,5,7877,,,
人文景观,5,7878,,,
人文风情,5,7879,,,
人最多,5,7880,,,
人生建议,5,7881,,,
人生第一次,5,7882,,,
人间,5,7883,,,
今后,5,7884,,,
今天晚上,5,7885,,,
仙女,5,7886,,,
代金券,5,7887,,,
令人瞩目的特色,5,7888,,,
价值观,5,7889,,,
价格不算便宜,5,7890,,,
价格亲民,5,7891,,,
价格划算,5,7892,,,
份地图,5,7893,,,
企业,5,7894,,,
伊斯兰风格,5,7895,,,
众人,5,7896,,,
众多明星,5,7897,,,
众多海洋生物,5,7898,,,
众多野生动物,5,7899,,,
优先券,5,7900,,,
优先卡,5,7901,,,
