"TEXT","COUNT","SENTIMENT_KEYWORD_AGG_INDEX","ASPECT_CATEGORY_NAME","ASPECT_CATEGORY","REQUIRE_CONTEXT"
"方程式",6,7140,"Activities",,
"旅店",6,7141,"NA",,
"旅拍",6,7142,"Sightseeing",,
"旅游一定",6,7143,"NA",,
"旅游大巴",6,7144,"Transportation and Accessibility",,
"旅游岛",6,7145,"NA",,
"旅游的地方",6,7146,"NA",,
"旅游设施",6,7147,"Facilities",,
"日景",6,7148,"NA",,
"日票",6,7149,"Transportation and Accessibility",,
"日落时间",6,7150,"NA",,
"日间动物园好",6,7151,"POI/Places",,
"旧世纪的风格",6,7152,"Arts and Culture",,
"早期中国移民",6,7153,"NA",,
"早期英国哥德式",6,7154,"NA",,
"时候的样子",6,7155,"NA",,
"时分",6,7156,"NA",,
"时尚的地界",6,7157,"NA",,
"时机",6,7158,"NA",,
"时装",6,7159,"Shopping",,
"时间早",6,7160,"NA",,
"昆虫标本",6,7161,"Sightseeing",,
"星期三",6,7162,"NA",,
"星期四",6,7163,"NA",,
"星",6,7164,"NA",,
"是有中文",6,7165,"NA",,
"昼夜",6,7166,"NA",,
"晚上七点多",6,7167,"NA",,
"晚上也有",6,7168,"NA",,
"晚上十点",6,7169,"NA",,
"晚上夜间动物园",6,7170,"POI/Places",,
"晚上热闹",6,7171,"Experience",,
"晚上的动物",6,7172,"NA",,
"普通通道",6,7173,"Service",,1
"景点人",6,7174,"NA",,
"景色一流",6,7175,"Sightseeing",,
"景色也好",6,7176,"Sightseeing",,
"景观很好",6,7177,"Sightseeing",,
"智慧",6,7178,"NA",,
"更多内容",6,7179,"NA",,
"更多的人",6,7180,"NA",,
"更少",6,7181,"NA",,
"更要",6,7182,"NA",,
"最后一晚",6,7183,"NA",,
"最多人",6,7184,"Transportation and Accessibility",,
"最大亮点",6,7185,"Experience",,
"最高点时",6,7186,"NA",,
"有一些酒吧",6,7187,"F&B",,
"有人气",6,7188,"Experience",,
"有次序",6,7189,"Experience",,
"有趣",6,7190,"Experience",,
"有钱人",6,7191,"NA",,
"服务人员态度",6,7192,"Service",,
"木箱漂流",6,7193,"Activities",,
"本事",6,7194,"NA",,
"机上直接",6,7195,"NA",,
"条大道",6,7196,"Transportation and Accessibility",,
"条桥",6,7197,"Facilities",,
"条步道",6,7198,"Facilities",,
"条道",6,7199,"Transportation and Accessibility",,1
"条酒吧街",6,7200,"Transportation and Accessibility",,
"杯小",6,7201,"NA",,
"板块",6,7202,"NA",,
"极限",6,7203,"NA",,
"极高",6,7204,"NA",,
"构图",6,7205,"NA",,
"林志源肉干",6,7206,"F&B",,
"林志源",6,7207,"F&B",,
"林荫道",6,7208,"Facilities",,
"果不其然",6,7209,"NA",,
"果园路",6,7210,"Shopping",,
"标志性景观",6,7211,"Sightseeing",,
"标志性的鱼尾狮",6,7212,"Sightseeing",,
"校园环境",6,7213,"Environment and Ambiance",,
"校门",6,7214,"NA",,
"栩栩如生的植物故事",6,7215,"Sightseeing",,
"根本",6,7216,"NA",,
"根柱子",6,7217,"NA",,
"棍子",6,7218,"NA",,
"森林的故事",6,7219,"NA",,
"植物园的植物",6,7220,"POI/Places",,
"植物的天堂",6,7221,"Sightseeing",,
"楼主",6,7222,"NA",,
"榴莲冰激凌",6,7223,"F&B",,
"模特",6,7224,"NA",,
"橙线",6,7225,"Transportation and Accessibility",,1
"橱窗",6,7226,"Facilities",,
"欧洲人",6,7227,"NA",,
"欧洲风格",6,7228,"NA",,
"欧美国家",6,7229,"NA",,
"此生",6,7230,"NA",,
"步行路线",6,7231,"Transportation and Accessibility",,
"武吉士地铁站",6,7232,"Transportation and Accessibility",,
"每个仓",6,7233,"NA",,
"每个车厢",6,7234,"NA",,
"比基尼美女",6,7235,"NA",,
"民丹",6,7236,"POI/Places",,
"民族风情",6,7237,"Arts and Culture",,
"气氛都是一流",6,7238,"Experience",,
"水光秀",6,7239,"Activities",,
"水壶",6,7240,"NA",,
"水幕激光秀",6,7241,"Activities",,
"水幕灯光秀",6,7242,"Activities",,
"水幕灯光",6,7243,"Activities",,
"水底",6,7244,"NA",,
"水景",6,7245,"Sightseeing",,
"水母区",6,7246,"Sightseeing",,
"沙发",6,7247,"Facilities",,
"沙小火车",6,7248,"Activities",,
"沙岛的缆车站",6,7249,"Transportation and Accessibility",,
"沙捷运的最后",6,7250,"Transportation and Accessibility",,
"沙滩沙子",6,7251,"Environment and Ambiance",,
"沙滩狂欢节",6,7252,"Activities",,
"沙滩附近",6,7253,"Transportation and Accessibility",,
"沙的时候",6,7254,"NA",,
"沙的话",6,7255,"NA",,
"沙真的",6,7256,"NA",,
"沙质",6,7257,"Environment and Ambiance",,
"河川动物",6,7258,"POI/Places",,
"沼泽地周围的树木",6,7259,"Sightseeing",,
"沿河边",6,7260,"NA",,
"法国卢尔德",6,7261,"NA",,
"泛太平洋",6,7262,"NA",,
"波浪池",6,7263,"Facilities",,
"洋葱形的金色圆顶",6,7264,"NA",,
"活的",6,7265,"NA",,
"活跃气氛",6,7266,"NA",,
"浦路",6,7267,"NA",,
"浪得虚名",6,7268,"Experience",,
"浪漫气息",6,7269,"Experience",,
"海上乐园",6,7270,"Sightseeing",,1
"海事",6,7271,"NA",,
"海关",6,7272,"NA",,
"海南鸡",6,7273,"F&B",,
"海平面",6,7274,"NA",,
"海报",6,7275,"NA",,
"海洋馆差不多",6,7276,"POI/Places",,
"海浪间",6,7277,"NA",,
"海湾舫",6,7278,"Transportation and Accessibility",,1
"海湾风景",6,7279,"Sightseeing",,
"海滨湾花园",6,7280,"POI/Places",,
"海滩小火车的终点站",6,7281,"Transportation and Accessibility",,
"海胆",6,7282,"F&B",,
"海豚园里",6,7283,"Sightseeing",,
"海豚园门口",6,7284,"Sightseeing",,
"海鲜店",6,7285,"F&B",,
"海鲜的地方",6,7286,"F&B",,
"海鲜馆",6,7287,"F&B",,
"涂料随处可见",6,7288,"NA",,
"消防知识",6,7289,"NA",,
"温室花园",6,7290,"Facilities",,
"游人多",6,7291,"Transportation and Accessibility",,
"游戏设施",6,7292,"Facilities",,
"游艺项目",6,7293,"Activities",,
"湄公河巨",6,7294,"NA",,
"湖畔",6,7295,"NA",,1
"湾花园",6,7296,"Sightseeing",,
"湿度",6,7297,"Environment and Ambiance",,
"满眼绿色",6,7298,"Sightseeing",,
"滨海南花园的特色景点",6,7299,"POI/Places",,
"滨海湾的美景",6,7300,"POI/Places",,
"滨海湾站",6,7301,"Transportation and Accessibility",,
"滨海湾金沙空中花园",6,7302,"POI/Places",,
"漂亮大气",6,7303,"Experience",,
"潮牌",6,7304,"Shopping",,
"激光水幕",6,7305,"Activities",,
"火山",6,7306,"NA",,
"火车站",6,7307,"Activities",,
"灯会",6,7308,"Activities",,
"灯光映衬",6,7309,"NA",,
"灯光烟火",6,7310,"NA",,
"灯光秀时间",6,7311,"Sightseeing",,
"灰色过山车",6,7312,"Activities",,
"炫丽",6,7313,"NA",,
"炸鸡",6,7314,"F&B",,
"点博物馆",6,7315,"POI/Places",,
"点多",6,7316,"NA",,
"点失望",6,7317,"Experience",,
"点问题",6,7318,"NA",,
"烈日炎炎",6,7319,"Environment and Ambiance",,
"烛光晚餐",6,7320,"F&B",,
"热带动植物",6,7321,"Sightseeing",,
"热带城市",6,7322,"Environment and Ambiance",,
"热带岛国",6,7323,"Environment and Ambiance",,
"热带的珍奇花卉树木",6,7324,"Sightseeing",,
"热带的翠绿景致",6,7325,"Sightseeing",,
"照片拍",6,7326,"Sightseeing",,
"燈光",6,7327,"NA",,
"爬到山顶",6,7328,"NA",,
"片地区",6,7329,"NA",,
"片子",6,7330,"NA",,
"牛奶",6,7331,"F&B",,
"牛肉",6,7332,"F&B",,
"牛车水广场",6,7333,"POI/Places",,
"牧师",6,7334,"NA",,
"特别是海豚园",6,7335,"Sightseeing",,
"特别是环球影城",6,7336,"POI/Places",,
"特别适合亲子",6,7337,"Family/Children family/Friends",,
"特别适合晚上",6,7338,"NA",,
"特色小",6,7339,"Arts and Culture",,
"特色的寺庙",6,7340,"Arts and Culture",,
"犀鸟",6,7341,"NA",,
"状况",6,7342,"NA",,
"狮城夜景",6,7343,"Sightseeing",,
"猫山王榴莲",6,7344,"F&B",,
"王宫",6,7345,"NA",,
"玛兴都庙",6,7346,"POI/Places",,
"玩得好",6,7347,"Experience",,
"玩得项目",6,7348,"Activities",,
"环境保护的非常好",6,7349,"Environment and Ambiance",,
"环境超级",6,7350,"Environment and Ambiance",,
"环球影城绝对",6,7351,"POI/Places",,
"现在游人如织",6,7352,"Transportation and Accessibility",,
"现场优惠",6,7353,"Price",,
"现场气氛",6,7354,"Experience",,
"现如今",6,7355,"NA",,
"珊瑚石",6,7356,"Sightseeing",,
"珍品",6,7357,"Arts and Culture",,1
"珍宝坊",6,7358,"POI/Places",,
"珍禽",6,7359,"Sightseeing",,
"璀璨夺目",6,7360,"NA",,
"瓢泼大雨",6,7361,"Environment and Ambiance",,
"生态很好",6,7362,"Environment and Ambiance",,
"生态湖",6,7363,"Sightseeing",,
"生机",6,7364,"NA",,
"生物种类",6,7365,"Sightseeing",,
"电动车",6,7366,"Transportation and Accessibility",,
"电子出票",6,7367,"Transportation and Accessibility",,
"电子照片",6,7368,"Sightseeing",,
"电子邮件",6,7369,"NA",,
"电池",6,7370,"NA",,
"画家",6,7371,"Arts and Culture",,
"白天夜晚",6,7372,"NA",,
"白天完全",6,7373,"NA",,
"白天漂亮",6,7374,"Experience",,
"白天黑夜",6,7375,"NA",,
"白花",6,7376,"Sightseeing",,
"白领",6,7377,"NA",,
"白鲸",6,7378,"Sightseeing",,
"百货商场",6,7379,"Shopping",,
"百货",6,7380,"Shopping",,
"的人一定",6,7381,"NA",,
"的人不算多",6,7382,"Transportation and Accessibility",,
"的人文",6,7383,"Arts and Culture",,
"的人特别多",6,7384,"Transportation and Accessibility",,
"的人超级多",6,7385,"Transportation and Accessibility",,
"的很合理",6,7386,"NA",,
"的很方便",6,7387,"Experience",,
"的很美",6,7388,"Experience",,
"的很贵",6,7389,"Price",,
"的时候人少",6,7390,"Transportation and Accessibility",,
"的时候人很少",6,7391,"Transportation and Accessibility",,
"的時候",6,7392,"NA",,
"的话人",6,7393,"NA",,
"盆栽植物",6,7394,"Sightseeing",,
"盖印章",6,7395,"NA",,
"直接买票",6,7396,"Transportation and Accessibility",,
"相关信息",6,7397,"Transportation and Accessibility",,
"真心贵",6,7398,"Price",,
"瞪大眼睛",6,7399,"NA",,
"知名度",6,7400,"NA",,
"短片",6,7401,"NA",,
"短袖",6,7402,"NA",,
"石碑",6,7403,"NA",,
"石酒店",6,7404,"NA",,
"研究所",6,7405,"NA",,
"砖石",6,7406,"NA",,
"硌脚",6,7407,"NA",,
"硬件设施",6,7408,"Facilities",,
"碉堡",6,7409,"NA",,
"碳堆",6,7410,"NA",,
"礼花",6,7411,"Sightseeing",,
"神兽",6,7412,"NA",,
"神话故事",6,7413,"NA",,
"票务",6,7414,"Transportation and Accessibility",,
"票快",6,7415,"Transportation and Accessibility",,
"福利",6,7416,"NA",,
"私人博物馆",6,7417,"Arts and Culture",,
"秩序良好",6,7418,"Experience",,
"稀有动物",6,7419,"Sightseeing",,
"穆斯林的聚集地",6,7420,"POI/Places",,
"空气特别",6,7421,"NA",,
"空间等",6,7422,"NA",,
"穿靴子",6,7423,"NA",,
"窗子",6,7424,"NA",,
"立体感",6,7425,"NA",,
"站在巨大的玻璃窗",6,7426,"NA",,
"童心",6,7427,"NA",,
"端的英国碉堡西乐索",6,7428,"POI/Places",,
"第一次近距离",6,7429,"NA",,
"第一眼",6,7430,"NA",,
"等项目",6,7431,"Activities",,
"答案",6,7432,"NA",,
"简餐",6,7433,"F&B",,
"篇文章",6,7434,"NA",,
"米高的南昌",6,7435,"NA",,
"精彩表演",6,7436,"Activities",,
"紧邻",6,7437,"NA",,
"繁华地段",6,7438,"POI/Places",,
"繁华都市",6,7439,"Environment and Ambiance",,
"繁华",6,7440,"NA",,
"红包",6,7441,"NA",,
"红蓝双轨过山车",6,7442,"Activities",,
"约会",6,7443,"NA",,
"纯白色的外观",6,7444,"NA",,
"线欧",6,7445,"NA",,
"细软",6,7446,"NA",,
"维多利亚音乐厅",6,7447,"POI/Places",,
"绿地公园",6,7448,"Sightseeing",,
"绿色宝地",6,7449,"Sightseeing",,
"缅甸",6,7450,"NA",,
"缆车不错",6,7451,"Activities",,
"网站上",6,7452,"NA",,
"网络的沙滩酒吧",6,7453,"F&B",,
"美丽极了",6,7454,"Experience",,
"美丽",6,7455,"Experience",,
"美夜景",6,7456,"Sightseeing",,
"美机场",6,7457,"POI/Places",,
"美的景观",6,7458,"Sightseeing",,
"美的沙滩",6,7459,"Environment and Ambiance",,
"美美美",6,7460,"Experience",,
"美貌",6,7461,"NA",,
"美食众多",6,7462,"F&B",,
"美食区",6,7463,"POI/Places",,
"美食的天堂",6,7464,"F&B",,
"美食节",6,7465,"Activities",,
"翼真的",6,7466,"NA",,
"老城区",6,7467,"NA",,
"老婆孩子",6,7468,"Family/Children family/Friends",,
"老母亲",6,7469,"Family/Children family/Friends",,
"肉脯",6,7470,"F&B",,
"肉骨茶餐厅",6,7471,"F&B",,
"股浓烈的辣椒",6,7472,"F&B",,
"胡姬花公园",6,7473,"POI/Places",,
"胡姬花的花圃",6,7474,"Sightseeing",,
"自助早餐",6,7475,"F&B",,
"色彩鲜艳的房子",6,7476,"Facilities",,
"艺术家的情操",6,7477,"NA",,
"艺术科学馆",6,7478,"POI/Places",,
"芒果",6,7479,"F&B",,
"芭蕾",6,7480,"Activities",,1
"花一天时间",6,7481,"NA",,
"花柏山缆车站",6,7482,"Transportation and Accessibility",,
"花点时间",6,7483,"NA",,
"花种",6,7484,"NA",,
"花花草草的人",6,7485,"Sightseeing",,
"花花",6,7486,"Sightseeing",,
"苏丹门",6,7487,"NA",,
"英女王",6,7488,"NA",,
"英文名",6,7489,"NA",,
"药店",6,7490,"Shopping",,
"荷兰人的聚集地",6,7491,"POI/Places",,
"荷包",6,7492,"Shopping",,1
"荷花池",6,7493,"Sightseeing",,
"莱福士",6,7494,"NA",,
"菜场",6,7495,"NA",,
"蓝色王国",6,7496,"NA",,
"蔓藤",6,7497,"Sightseeing",,
"蚂蚁",6,7498,"NA",,
"蚊措施",6,7499,"Environment and Ambiance",,
"蜿蜒跑道",6,7500,"Facilities",,
"蝴蝶标本",6,7501,"Sightseeing",,
"行为",6,7502,"NA",,
"衣柜",6,7503,"NA",,
"衣着",6,7504,"NA",,
"裕廊生态园",6,7505,"POI/Places",,
"西乐索海滩宽",6,7506,"POI/Places",,
"西方",6,7507,"NA",,
"观景台上",6,7508,"Facilities",,
"观景摩天轮",6,7509,"POI/Places",,
"观景点",6,7510,"Facilities",,
"观鸟",6,7511,"Sightseeing",,
"规模小",6,7512,"NA",,
"設計",6,7513,"NA",,
"让人有种",6,7514,"Experience",,
"让人难忘",6,7515,"Experience",,
"讲座",6,7516,"Activities",,
"讲究",6,7517,"NA",,
"设备多",6,7518,"Facilities",,
"设施丰富",6,7519,"Facilities",,
"证件",6,7520,"NA",,
"课堂",6,7521,"NA",,
"赌场",6,7522,"POI/Places",,
"赌城",6,7523,"POI/Places",,
"赞叹不已",6,7524,"Experience",,
"赞赞赞赞",6,7525,"Experience",,
"走不到",6,7526,"Transportation and Accessibility",,1
"起到",6,7527,"NA",,
"超级大树",6,7528,"POI/Places",,
"趣味性一般",6,7529,"Experience",,
"趣味性好",6,7530,"Experience",,
"距离不远",6,7531,"Transportation and Accessibility",,
"距离环球影城",6,7532,"Transportation and Accessibility",,
"车少",6,7533,"Transportation and Accessibility",,
"车速",6,7534,"Transportation and Accessibility",,
"轮子",6,7535,"NA",,
"轮滑",6,7536,"Activities",,
"辈子",6,7537,"NA",,
"辣蟹",6,7538,"F&B",,
"达人",6,7539,"NA",,
"过去新加坡",6,7540,"NA",,
"过去的时候",6,7541,"NA",,
"过街天桥",6,7542,"Facilities",,
"迈克尔",6,7543,"NA",,
"运气很好",6,7544,"NA",,
"近期",6,7545,"NA",,
"还不如直接",6,7546,"NA",,
"这一个",6,7547,"NA",,
"这一站",6,7548,"Transportation and Accessibility",,
"这种氛围",6,7549,"Experience",,
"远东地区",6,7550,"NA",,
"远足",6,7551,"Activities",,
"迪士尼好玩",6,7552,"NA",,
"适合一家老小",6,7553,"Family/Children family/Friends",,
"适合亲子一起",6,7554,"Family/Children family/Friends",,
"适合全家大小",6,7555,"Family/Children family/Friends",,
"适合小宝宝",6,7556,"Family/Children family/Friends",,
"适合成人",6,7557,"Family/Children family/Friends",,
"适合放松心情",6,7558,"Experience",,
"选项",6,7559,"NA",,
"速度慢",6,7560,"NA",,
"道门",6,7561,"NA",,
"遛娃",6,7562,"Family/Children family/Friends",,
"遛弯",6,7563,"Sightseeing",,
"還可以",6,7564,"Experience",,
"那么多钱",6,7565,"Price",,
"邮件直接",6,7566,"NA",,
"邮局",6,7567,"Facilities",,
"部分旧式消防车",6,7568,"NA",,
"都是世界",6,7569,"NA",,
"都是印度",6,7570,"NA",,
"都是国内",6,7571,"NA",,
"都是英语",6,7572,"NA",,
"都是金店",6,7573,"Shopping",,
"酒吧聚集地",6,7574,"POI/Places",,
"酒店楼下",6,7575,"NA",,
"酒店的住客",6,7576,"NA",,
"酒店设施",6,7577,"Facilities",,
"酒类",6,7578,"F&B",,
"酱料",6,7579,"F&B",,
"重要史料",6,7580,"Arts and Culture",,
"重要的历史意义",6,7581,"Arts and Culture",,
"金沙无边泳池",6,7582,"Facilities",,
"金沙激光秀",6,7583,"Activities",,
"金沙灯光秀",6,7584,"Activities",,
"金沙的话",6,7585,"NA",,
"金沙酒店无边泳池",6,7586,"Facilities",,
"金融机构",6,7587,"NA",,
"金钱",6,7588,"Price",,
"钟声",6,7589,"NA",,
"钢筋水泥",6,7590,"Environment and Ambiance",,
"钢筋",6,7591,"NA",,
"铁柱",6,7592,"NA",,
"银园",6,7593,"NA",,
"镜子",6,7594,"NA",,
"门口售票处",6,7595,"Transportation and Accessibility",,
"门口的工作人员",6,7596,"Service",,
"门票也不",6,7597,"Transportation and Accessibility",,
"门票时",6,7598,"Transportation and Accessibility",,
"门街",6,7599,"Transportation and Accessibility",,
"闹区",6,7600,"Transportation and Accessibility",,
"闺蜜一起",6,7601,"Family/Children family/Friends",,
"闽南语",6,7602,"NA",,
"阁楼",6,7603,"NA",,
"防蚊液",6,7604,"Environment and Ambiance",,
"阳光沙滩",6,7605,"Environment and Ambiance",,
"阶段",6,7606,"NA",,
"阿童木",6,7607,"NA",,
"附近也有",6,7608,"NA",,
"附近的滨海艺术中心",6,7609,"POI/Places",,
"随便",6,7610,"NA",,
"集中地",6,7611,"POI/Places",,
"集会",6,7612,"Activities",,
"露天酒吧",6,7613,"F&B",,
"非常好的公园",6,7614,"Sightseeing",,
"非常好非常好",6,7615,"Experience",,
"非常适合小孩",6,7616,"Family/Children family/Friends",,
"非洲",6,7617,"NA",,
"面条",6,7618,"F&B",,
"音乐声",6,7619,"NA",,
"项目一定",6,7620,"Activities",,
"项目不错",6,7621,"Activities",,
"项目挺好",6,7622,"Activities",,
"项目的话",6,7623,"Activities",,
"项目真的",6,7624,"Activities",,
"领队",6,7625,"Service",,
"风情街",6,7626,"POI/Places",,
"风景一般",6,7627,"Sightseeing",,
"风景迷人",6,7628,"Sightseeing",,
"飞禽种类",6,7629,"Sightseeing",,
"飞鸟",6,7630,"Sightseeing",,
"餐饮中心",6,7631,"F&B",,
"餐馆酒吧",6,7632,"F&B",,
"香槟",6,7633,"F&B",,
"香气",6,7634,"NA",,
"香水味",6,7635,"NA",,
"香港海洋公园",6,7636,"NA",,
"香港的中环",6,7637,"NA",,
"香辣蟹",6,7638,"F&B",,
"马六甲海峡南口",6,7639,"NA",,
"马山上",6,7640,"NA",,
"马来半岛",6,7641,"NA",,
"马来宫殿",6,7642,"Arts and Culture",,
"马来文化馆",6,7643,"POI/Places",,
"马来王宫",6,7644,"NA",,
"马来西亚美食城",6,7645,"POI/Places",,
"马来风格",6,7646,"Arts and Culture",,
"马达声音",6,7647,"NA",,
"骚市场",6,7648,"NA",,
"高手",6,7649,"NA",,
"高楼密集",6,7650,"NA",,
"高潮",6,7651,"NA",,
"魔幻剧院",6,7652,"NA",,
"鱼尾狮公园不远",6,7653,"Transportation and Accessibility",,
"鱼尾狮公园的路上",6,7654,"Transportation and Accessibility",,
"鱼尾狮公园等",6,7655,"POI/Places",,
"鱼尾狮狮头",6,7656,"Sightseeing",,
"鱼身",6,7657,"NA",,
"鲨鱼卵",6,7658,"NA",,
"鲨鱼馆",6,7659,"Sightseeing",,
"鲸鱼",6,7660,"Sightseeing",,
"鳐鱼聚居地",6,7661,"Sightseeing",,
"鴨子船",6,7662,"Activities",,
"鸡翅",6,7663,"F&B",,
"鸭子奶奶",6,7664,"NA",,
"鹦鹉园",6,7665,"Sightseeing",,
"麻雀虽小五脏俱全",6,7666,"NA",,
"黄浦江",6,7667,"NA",,
"黛兰",6,7668,"Sightseeing",,
"龙虾",6,7669,"F&B",,
"龟屿",6,7670,"POI/Places",,
"Google",6,7671,"NA",,
"airport",6,7672,"POI/Places",,
"area",6,7673,"POI/Places",,
"art",6,7674,"Arts and Culture",,
"time",6,7675,"NA",,
"view",6,7676,"NA",,
"waterfall",6,7677,"Sightseeing",,
"一下下",5,7678,"NA",,
"一不留神",5,7679,"NA",,
"一丝",5,7680,"NA",,
"一两个",5,7681,"NA",,
"一个星期",5,7682,"NA",,
"一中",5,7683,"NA",,
"一件都是古董",5,7684,"Arts and Culture",,
"一体化",5,7685,"Facilities",,1
"一动不动",5,7686,"NA",,
"一周时间",5,7687,"NA",,
"一圈圈",5,7688,"NA",,
"一块硕大的榴莲",5,7689,"F&B",,
"一块碑",5,7690,"Sightseeing",,
"一大半面积",5,7691,"NA",,
"一天不够",5,7692,"Experience",,
"一天绝对",5,7693,"Experience",,
"一天足够了",5,7694,"Experience",,
"一定再来",5,7695,"Experience",,
"一家小店",5,7696,"Shopping",,
"一层都是",5,7697,"NA",,
"一幅幅",5,7698,"NA",,
"一整天也不",5,7699,"NA",,
"一整天时间",5,7700,"NA",,
"一方",5,7701,"NA",,
"一族",5,7702,"NA",,
"一次次",5,7703,"NA",,
"一次知识",5,7704,"NA",,
"一次队",5,7705,"NA",,
"一次",5,7706,"NA",,
"一波",5,7707,"NA",,
"一点小",5,7708,"NA",,
"一瞬",5,7709,"NA",,
"一种乐趣",5,7710,"Experience",,
"一种全新",5,7711,"Experience",,
"一种幸福",5,7712,"Experience",,
"一种异国情调",5,7713,"Experience",,
"一种方式",5,7714,"NA",,
"一种独特",5,7715,"Experience",,
"一种莫名的好感",5,7716,"Experience",,
"一秒钟",5,7717,"NA",,
"一般情况",5,7718,"NA",,
"一般都会",5,7719,"NA",,
"一览新加坡全景",5,7720,"Sightseeing",,
"一览新加坡的全景",5,7721,"Sightseeing",,
"一身汗",5,7722,"NA",,
"一阵子",5,7723,"NA",,
"万代兰",5,7724,"Sightseeing",,
"万种亚热带",5,7725,"Sightseeing",,
"三家",5,7726,"Family/Children family/Friends",,1
"三层小楼",5,7727,"NA",,
"三层的小楼",5,7728,"NA",,
"三条",5,7729,"NA",,
"三点",5,7730,"NA",,
"上下坡",5,7731,"Transportation and Accessibility",,
"上个世纪",5,7732,"NA",,
"上半天",5,7733,"NA",,
"上水",5,7734,"NA",,
"上海的杜莎夫人蜡像馆种类",5,7735,"POI/Places",,
"上海的热带风暴",5,7736,"NA",,
"上海的陆家嘴",5,7737,"NA",,
"上海野生动物园",5,7738,"NA",,
"下午两点半",5,7739,"NA",,
"下午两点",5,7740,"NA",,
"下午人少",5,7741,"Transportation and Accessibility",,
"不下雨",5,7742,"Environment and Ambiance",,
"不值得一去",5,7743,"Experience",,
"不全",5,7744,"NA",,
"不去遗憾",5,7745,"Experience",,
"不同主题",5,7746,"Sightseeing",,
"不同动物的习性",5,7747,"Sightseeing",,
"不同历史使命的古迹",5,7748,"Arts and Culture",,
"不同年代的人",5,7749,"NA",,
"不少景点",5,7750,"POI/Places",,
"不少海洋馆",5,7751,"POI/Places",,
"不应该",5,7752,"NA",,
"不算太多",5,7753,"NA",,
"不错喔",5,7754,"Experience",,
"不错奥",5,7755,"Experience",,
"世界各地的海洋生物",5,7756,"Sightseeing",,
"世界大牌",5,7757,"Shopping",,
"世界文化多样性",5,7758,"Arts and Culture",,
"世界文化遗产",5,7759,"Arts and Culture",,
"世界最高的双轨过山车",5,7760,"Activities",,
"世界最高的摩天轮",5,7761,"POI/Places",,
"东南亚的传统",5,7762,"Arts and Culture",,
"东南亚第一个",5,7763,"NA",,
"东西很好",5,7764,"Shopping",,
"东西感觉",5,7765,"Shopping",,
"东西方便",5,7766,"Shopping",,
"东西等着",5,7767,"Shopping",,
"丝滑",5,7768,"NA",,
"丝绸之路",5,7769,"NA",,
"两个世界",5,7770,"NA",,
"两个剧院",5,7771,"NA",,
"两个室内植物园",5,7772,"Sightseeing",,
"两个室内",5,7773,"Facilities",,
"两个小孩",5,7774,"Family/Children family/Friends",,
"两个植物温室",5,7775,"Facilities",,
"两个点",5,7776,"NA",,
"两个玻璃生态区",5,7777,"Sightseeing",,
"两个船",5,7778,"NA",,
"两个赛道",5,7779,"NA",,
"两位",5,7780,"NA",,
"两岸美景",5,7781,"Sightseeing",,
"两岸风景",5,7782,"Sightseeing",,
"两条船",5,7783,"NA",,
"两根柱子",5,7784,"NA",,
"个下午茶",5,7785,"F&B",,
"个主题区域",5,7786,"Sightseeing",,
"个人花",5,7787,"NA",,
"个动物园",5,7788,"POI/Places",,
"个半天",5,7789,"NA",,
"个吊桥",5,7790,"Facilities",,
"个名字",5,7791,"NA",,
"个品种",5,7792,"Sightseeing",,
"个小孩",5,7793,"Family/Children family/Friends",,
"个座位",5,7794,"NA",,
"个座舱",5,7795,"NA",,
"个摊位",5,7796,"Shopping",,
"个无边泳池",5,7797,"Facilities",,
"个普通",5,7798,"NA",,
"个朋友",5,7799,"Family/Children family/Friends",,
"个柜子",5,7800,"NA",,
"个海事博物馆",5,7801,"POI/Places",,
"个玩水的地方",5,7802,"Sightseeing",,
"个耳机",5,7803,"NA",,
"个自助",5,7804,"Service",,
"个迷你",5,7805,"NA",,
"个鱼尾狮",5,7806,"Sightseeing",,
"中午的时候",5,7807,"NA",,
"中华美食",5,7808,"F&B",,
"中华",5,7809,"NA",,
"中国古代",5,7810,"NA",,
"中国味道",5,7811,"F&B",,
"中国文明",5,7812,"Arts and Culture",,
"中国的特色",5,7813,"Arts and Culture",,
"中国的老物件",5,7814,"Arts and Culture",,
"中国移民",5,7815,"NA",,
"中国美食",5,7816,"F&B",,
"中国货",5,7817,"NA",,
"中国银行",5,7818,"NA",,
"中庭",5,7819,"NA",,
"中文语音",5,7820,"Service",,
"中段",5,7821,"NA",,
"中的主角",5,7822,"NA",,
"中的小",5,7823,"NA",,
"中的新加坡",5,7824,"NA",,
"中英双语",5,7825,"Service",,
"中药",5,7826,"NA",,
"丰俭",5,7827,"NA",,
"丹戎巴葛站",5,7828,"Transportation and Accessibility",,
"为数不多",5,7829,"NA",,
"主题的公园",5,7830,"Sightseeing",,
"主题花园",5,7831,"Sightseeing",,
"义安文化中心",5,7832,"POI/Places",,
"之于当代艺术",5,7833,"Arts and Culture",,
"乐器",5,7834,"Arts and Culture",,
"乐园适合",5,7835,"Sightseeing",,
"乐园门票",5,7836,"Transportation and Accessibility",,
"乐高",5,7837,"NA",,
"九零",5,7838,"NA",,
"也可以沿街",5,7839,"Transportation and Accessibility",,
"乡土气息",5,7840,"NA",,
"乡间小教堂",5,7841,"NA",,
"书本",5,7842,"NA",,
"书法作品",5,7843,"Arts and Culture",,
"买票也可以",5,7844,"Transportation and Accessibility",,
