address,block,coordinates,cuisine_type,dining_category,feature,index,meal,name,phonenumber,price,rating,rating_atmosphere,rating_food,rating_service,rating_value,review_number,special_diets
"Blk 151 Ang Mo Kio Avenue 5 #01-3030 Yio Chu Kang Grove, Singapore 560151 Singapore",Serangoon,"1.37669,103.84117",Chinese,[u'Chinese'],,7063,"Breakfast, Lunch, Dinner",Kow Loon Hong Kong Dim Sum,tel:+65 9685 9371,,3,,,,,2 reviews,
"50 Tiong Bahru Road, Link Hotel Rooftop, Singapore 168733 Singapore",,"1.28476,103.83436","Brew Pub, Bar, Fast food, Barbecue, Pub, Gastropub","[u'Brew Pub, Bar, Fast food, Barbecue']",,7064,,Lin Rooftop Bar,tel:+65 9487 4290,,3,,,,,1 review,
"67 Ubi Avenue 1 Starhub Green #01-02 Starhub Green, Singapore 408942 Singapore",Kampong Ubi,"1.324713,103.89263","American, Asian, Singaporean, Cafe, International","[u'$, American, Asian, Singaporean']",,7065,"Breakfast, Lunch, Dinner, Brunch",Rocky Master,tel:+65 6634 9487,S$10 - S$14,3,,,,,1 review,
"203 Bedok North Street 1 Floor Bedok Haven, Singapore 460203 Singapore",Bedok,"1.32575,103.92917",,[],,7066,,New REZKI Restaurant,tel:+65 6573 6837,,3,,,,,1 review,
"101 Upper Cross Street People's Park Centre People's Park Centre #01-02, Singapore 058357 Singapore",Outram,"1.285912,103.84388",Thai,"[u'$, Thai']",,7067,"Lunch, Dinner",Simply Aroi,tel:+65 9247 4870,S$7 - S$14,3,,,,,1 review,
"33 Lorong Kilat, Singapore 598132 Singapore",Anak Bukit,"1.34134,103.77234",,[],,7068,Dinner,D'Fuse Bistro,tel:+65 9363 6770,,3,,,,,1 review,
"44 Owen Rd, Singapore 210044 Singapore",Kampong Java,"1.31551,103.85034",,[],,7069,,Good Spice Carrot Cake,,,3,,,,,1 review,
"440A Pasir Panjang Road, Singapore 118783 Singapore", from Singapore Botanic Gardens,"1.29242,103.76836",,[],,7070,,Pra Thai Addiction,tel:+65 6774 7974,,3,,,,,1 review,
"1000 Ecp Marine Cove, Singapore 449876 Singapore",Marine Parade,"1.301443,103.9129",Indian,[u'Indian'],,7071,,My Briyani House,tel:+65 6742 5522,,3,,,,,2 reviews,
"Bedok 85 Food Center #01-248, Singapore 460085 Singapore", from East Coast Park,"1.32502,103.94105","Asian, Singaporean","[u'Asian, Singaporean']",,7072,,Chong Pang Huat,tel:+65 9100 1816,,3,,,,,1 review,
"2 Orchard Link Scape #02-02 Scape, Singapore 237978 Singapore",Somerset,"1.30111,103.83549",,[],,7073,"Lunch, Dinner",Chimney,,,3,,,,,1 review,
"1 Bukit Batok Central Link #04-01 West Mall, Singapore 658713 Singapore", from Night Safari,"1.35011,103.74922",,[],,7074,,Thai Taste Food,,,3,,,,,1 review,
"144 Upper Bukit Timah Road Beauty World Centre Basement 1 Beauty World, Singapore 588177 Singapore",Anak Bukit,"1.342412,103.7764","Asian, Singaporean","[u'Asian, Singaporean']",,7075,,May's Cafe,,,3,,,,,1 review,
"5 Straits View The Heart Marina One, West Tower, #01-11, Singapore 018935 Singapore",Central Area/City Area,"1.2773,103.85291","Steakhouse, Cafe, Australian","[u'Steakhouse, Cafe, Australian']",,7076,,Cafe Milligram,tel:+65 6282 9611,,3.5,,,,,3 reviews,
"879 Bukit Timah Road, Singapore 279892 Singapore",Holland Road,"1.33268,103.79112",,[],,7077,,King's Taco Shop,tel:+65 6463 1645,,3,,,,,1 review,
"144 Upper Bukit Timah Road Beauty World Centre #04-39, Singapore 588177 Singapore", from Singapore Botanic Gardens,"1.34238,103.77644",Chinese,[u'Chinese'],,7078,,Wei Ji Cooked Food,,,3,,,,,1 review,
"806 Woodlands Street 81, Singapore Singapore", from Singapore Zoo,"1.44134,103.78666","Asian, Singaporean, Malaysian","[u'Asian, Singaporean, Malaysian']",,7079,,Fair Inn Food Place,,,3,,,,,1 review,
"220 Orchard Road Midpoint Orchard, Singapore 238852 Singapore", from Orchard Road,"1.301732,103.83865",,[],,7080,,Co+Nut+ink,,,3,,,,,1 review,
"Funan Mall 107 North Bridge Road, Singapore Singapore", from Boat Quay,"1.2915,103.84973","Steakhouse, Pizza, Asian, Grill, Singaporean","[u'Steakhouse, Pizza, Asian, Grill']",,7081,,Collins Grille,,,3,,,,,1 review,
"85 Bedok North Rd, #01-24, Singapore 460085 Singapore", from East Coast Park,"1.32893,103.94046","Asian, Singaporean","[u'Asian, Singaporean']",,7082,,Chan BBQ,,,3,,,,,1 review,
"63 Jurong West Central 3 Jurong Point # B1 60 61, Singapore 648331 Singapore",,"1.33951,103.70523",,[],,7083,,Wee Nam Kee Hainanese Chicken Rice,,,3,,,,,2 reviews,
"3A International Business Park #01-10 Icon@Ibp, Singapore 609935 Singapore",,"1.32637,103.74894",,[],,7084,,Vivavox Cafe,,,3,,,,,1 review,
"216 Ang Mo Kio Avenue 4 #01-03 Kebun Baru Community Club, Singapore 569897 Singapore", from Singapore Zoo,"1.37298,103.83763",,[],Reservations,7085,,The Grumpy Bear,,,3,,,,,3 reviews,
"2 Tampines Central 5 #05-03 Century Square, Singapore 529509 Singapore",,"1.35236,103.94377",,[],,7086,,Texas Chicken,,,3,,,,,1 review,
"2 Tampines Central 5 #01-20 Century Square, Singapore 529509 Singapore",,"1.35236,103.94377",,[],,7087,,Teahouse by Soup Restaurant,,,3,,,,,2 reviews,
"1 Claymore Drive #01-06 Orchard Tower Rear Block Apartment, Singapore 229594 Singapore", from Singapore Botanic Gardens,"1.30757,103.82942",,[],,7088,,Senor Taco,,,3,,,,,1 review,
"Blk 160A, #01-01, Jalan Teck Whye, Multi Story Carpark, Singapore 681160 Singapore", from Singapore Zoo,"1.38044,103.75732",,[],,7089,,Rasa Rasa,,,3,,,,,1 review,
"1 Vista Exchange Green #B1-37/37A the Star, Singapore 138617 Singapore", from Singapore Botanic Gardens,"1.30678,103.78834",,[],,7090,,Pontian Wanton Noodle,tel:+65 6734 0060,,3,,,,,1 review,
"33 Sengkang West Avenue The Seletar Mall 9, Singapore 797653 Singapore",,"1.39132,103.87626",,[],,7091,,Pontian Wanton Noodle,,,3,,,,,1 review,
"Kallang Wave 1 Stadium Place #01-20, Singapore 397628 Singapore", from Singapore Flyer,"1.3037,103.87268",,[],,7092,,Old Chang Kee,,,3,,,,,1 review,
"1 Jelebu Road #02-10 Bukit Panjang Plaza, Singapore 677743 Singapore", from Singapore Zoo,"1.37994,103.76432",,[],,7093,,Nene Chicken,,,3,,,,,1 review,
"1 Hougang Street 91 Hougang 1 01-38 Hougang 1, Singapore 538692 Singapore",Trafalgar,"1.37528,103.87989",Italian,[u'Italian'],,7094,,Saizeriya,tel:+65 6312 8644,,3,,,,,1 review,
"1 Tras Link #01-07 Orchid Hotel, Singapore 078867 Singapore", from Chinatown,"1.27686,103.84387",,[],,7095,,Menya Sakura,,,3,,,,,1 review,
"3155 Commonwealth Avenue West #04-33 the Clementi Mall, Singapore 129588 Singapore", from Singapore Botanic Gardens,"1.31517,103.76459",,[],,7096,,Maki-San,,,3,,,,,2 reviews,
"Blk 450 Clementi Ave 3 #01-305, Singapore 120450 Singapore", from Singapore Botanic Gardens,"1.31354,103.76542",,[],,7097,,Kimly Dim Sum,,,3,,,,,2 reviews,
"Blk 221 Boon Lay Place #01-100 Boon Lay Shopping Centre, Singapore 640221 Singapore",,"1.34637,103.7125",,[],,7098,,Kimly Dim Sum,,,3,,,,,1 review,
"1 Tampines Walk #03-04 Our Tampines Hub Hometeamns Tampines, Singapore 528523 Singapore",,"1.35333,103.94065",,[],,7099,,I Am,,,3,,,,,1 review,
"727 Clementi West Street 2 #01-294, Singapore 120727 Singapore", from Singapore Botanic Gardens,"1.3042,103.76381",,[],,7100,,Hua Zai Fishball Noodle,tel:+65 8551 7551,,3,,,,,1 review,
"200 Victoria Street #1-06 Bugis Junction, Singapore 188021 Singapore", from Little India,"1.29966,103.85571",,[],,7101,,Honguo,,,3,,,,,2 reviews,
"50 Jurong Gateway Road Jem B1-39, Singapore 608549 Singapore",Jurong East,"1.33285,103.74333",Japanese,[u'Japanese'],,7102,,Yoshinoya,,,3,,,,,1 review,
"No. 3 Gateway Drive #01-11 Westgate, Singapore 608532 Singapore",,"1.33447,103.7427",,[],,7103,,Haagen Dazs,,,3,,,,,1 review,
"30 Raffles Place Chevron House Asia Square Tower 2, Singapore 018961 Singapore", from Marina Bay,"1.278392,103.85084",,[],,7104,"Lunch, Dinner",Guzman y Gomez,tel:+65 6702 3200,,3,,,,,1 review,
"31 Ah Hood Road, Hometeamns-Jom #01-06, Singapore 329979 Singapore", from Little India,"1.32902,103.84868",,[],Reservations,7105,,Grub Burger + Noodle Bar,,,3,,,,,1 review,
"Blk 679 Jurong West Central 1, #01-02, Singapore 640679 Singapore",,"1.34466,103.70603",,[],,7106,,Gem's Grill,,,3,,,,,2 reviews,
"1 Lower Kent Ridge Road #01/09/19/20, Singapore 119082 Singapore", from Singapore Botanic Gardens,"1.29389,103.78474",,[],,7107,,Crave,,,3,,,,,1 review,
"Blk 156 Yishun St 11 #01-106, Singapore 760156 Singapore", from Singapore Zoo,"1.43191,103.83357",,[],,7108,,Coba Coba,,,3,,,,,1 review,
"180 Kitchener Road #2-04 City Square Mall, Singapore 208539 Singapore", from Little India,"1.31133,103.85661",,[],,7109,,Chiak Lah!,,,3,,,,,1 review,
"60 Paya Lebar Road Paya Lebar Square # 02 18 19, Singapore 409051 Singapore", from East Coast Park,"1.31881,103.89258",,[],,7110,,Chicken Run Restaurant-Paya Lebar Square,,,3,,,,,1 review,
"12 Kallang Avenue #02-13 Aperia Mall, Singapore 339511 Singapore",Kallang,"1.31041,103.86412",,[],,7111,"Lunch, Dinner",Little Little Thai Kitchen,tel:+65 6242 5051,,3,,,,,1 review,
"822 Tampines Street 81 #01-186 Tampines Grove, Singapore 520822 Singapore",,"1.34834,103.93436",,[],,7112,,A1 Penang Chendol,,,3,,,,,1 review,
"1 Tampines Walk #1-43 Our Tampines Hub, Singapore 528523 Singapore",,"1.35333,103.94065",,[],,7113,,Tbc - Toko Burgers and Cheesesteaks,,,3,,,,,3 reviews,
"448 Clementi Avenue 3 #01-01, Singapore 120448 Singapore",Clementi,"1.31318,103.76453","Asian, Singaporean","[u'$, Asian, Singaporean']",,7114,,Kaka Sugarcane,tel:+65 9117 3251,,3,,,,,1 review,
"3155 Commonwealth Avenue West The Clementi Mall, Singapore 129588 Singapore", from Singapore Botanic Gardens,"1.31517,103.76459","Asian, Singaporean","[u'Asian, Singaporean']",,7115,,Kaffe and Toast,tel:+65 9366 0322,,3,,,,,1 review,
"80 Mohamed Sultan Road Floor 01 the Pier At Robertson 13, Singapore 239013 Singapore",Robertson Quay,"1.29129,103.84052","Mediterranean, Middle Eastern","[u'Mediterranean, Middle Eastern']",,7116,,Tazeh,tel:+65 6238 8519,,3,,,,,1 review,
"420A Clementi Avenue 1 Floor Casa Clementi #01-01, Singapore 121420 Singapore",Clementi,"1.30984,103.76867",Seafood,[u'Seafood'],,7117,,Captain Hook Food Shack,,,3,,,,,2 reviews,
"965 Upper Serangoon Road Mee Sek FoodCourt 2nd Stall: Blk 805 Hougang Coffeeshop, Singapore 534721 Singapore",,"1.36191,103.88661","Asian, Singaporean","[u'Asian, Singaporean']",,7118,,Yi Ji Fried Hokkien Prawn Mee,tel:+65 8525 2167,,3,,,,,1 review,
"2 Orchard Turn Ion Orchard #B3-20 ION Orchard, Singapore 238801 Singapore",Boulevard,"1.30408,103.83181",Seafood,[u'Seafood'],,7119,,Fish & Co.,tel:+65 6509 8259,,3,,,,,1 review,
"1 Maju Avenue Myvillage At Serangoon Garden #b1-25, Singapore 556679 Singapore",Serangoon,"1.36504,103.86523",Thai,[u'Thai'],,7120,,Gu Thai,,,3,,,,,1 review,
"5 Stadium Walk #01-33/35 Kallang Leisure Park, Singapore 397693 Singapore",Tanjong Rhu,"1.30241,103.87646",Thai,"[u'$, Thai']",,7121,,Thai Express,tel:+65 6241 9501,S$8 - S$15,3,,,,,1 review,
"401 Macpherson Road Macpherson Mall, Singapore 368125 Singapore",,"1.33178,103.87975",,[],,7122,,Chat & Chow Casual Dining,tel:+65 6622 6037,,3,,,,,1 review,
"2 Orchard Turn Ion Orchard B4-54 Ion Orchard S23801, Singapore 238801 Singapore",Boulevard,"1.30408,103.83181",Japanese,[u'Japanese'],,7123,,Menya Kaiko,tel:+65 6509 8150,,3,,,,,1 review,
"Block 158 Mei Ling Street Mei Ling Heights 01-74, Singapore 140158 Singapore",Mei Chin,"1.292246,103.80206",German,[u'German'],,7124,,Bavaria Haus,tel:+65 9833 7486,,3,,,,,1 review,
"125 East Coast Road, Singapore 428810 Singapore",Marine Parade,"1.30603,103.90468",Thai,[u'Thai'],,7125,,Baan By Rochor Thai,,,3,,,,,1 review,
"311 New Upper Changi Road Bedok Mall B2-28 Bedok Mall, Singapore 467360 Singapore", from East Coast Park,"1.324877,103.92922",,[],,7126,,Lou Yau,tel:+65 6844 9979,,3,,,,,1 review,
"371 Beach Road Keypoint, Singapore 199597 Singapore",Crawford,"1.30218,103.86247",,[],,7127,,Mong Hing Teochew Restaurant,tel:+65 6223 4588,,3,,,,,1 review,
"200 Victoria Street Bugis Junction B1-05 Bugis Junction, Singapore 188021 Singapore",Central Area/City Area,"1.29966,103.85571",,[],,7128,,Itochu Sushi,tel:+65 6337 8911,,3,,,,,2 reviews,
"506 Tampines Central 1 S11 Court 01-361 Tampines, Singapore 520506 Singapore",Tampines East,"1.3559,103.94595",Chinese,[u'Chinese'],,7129,,The Taste of Hong Kong Cafe,tel:+65 6781 9232,,3,,,,,1 review,
"8 Jurong West Street 52 Jurong Spring Community Club 52 01-05 Jurong Spring Community Club, Singapore 649296 Singapore",Hong Kah South,"1.34839,103.71767",,[],,7130,,McDonald's,tel:+65 6564 4881,,3,,,,,2 reviews,
"8 Shenton Way Axa Tower AXA Tower #01-21, Singapore 068811 Singapore",Central Business District,"1.27575,103.8472",Japanese,[u'Japanese'],,7131,,Noboru,tel:+65 6423 0422,,3,,,,,2 reviews,
"6 Potong Pasir Avenue 2 Floor Potong Pasir Community Club Potong Pasir, Singapore 358361 Singapore",Toa Payoh,"1.33279,103.86703",American,[u'American'],,7132,"Lunch, Dinner",KFC,tel:+65 6281 7663,,3,,,,,1 review,
"1 Vista Exchange Green #02-28 the Star, Singapore 138617 Singapore", from Singapore Botanic Gardens,"1.30678,103.78834",,[],,7133,,Long John Silver,tel:+65 6262 6339,,3,,,,,1 review,
"63 Jurong West Central 3 Jurong Point 03-42/43/44/45/46/47/K3/K4 Jurong Point, Singapore 648331 Singapore",,"1.33951,103.70523",,[],Reservations,7134,,Tim Ho Wan,,,3,,,,,1 review,
"83 Punggol Central #1-23 Watertown Punggol Waterway Point, Singapore 828761 Singapore",Punggol Town Centre,"1.40645,103.90202",Chinese,[u'Chinese'],,7135,,Rong Hua Bak Kut Teh,tel:+65 6385 8765,,3,,,,,1 review,
"3 Lorong Liput Holland Piazza Holland Village, Singapore 277725 Singapore", from Singapore Botanic Gardens,"1.31081,103.79533",American,[u'American'],,7136,"Lunch, Dinner",The Windmill Cafe and Bar,tel:+65 6926 9796,,3,,,,,1 review,
"180 Kitchener Road City Square Mall, Singapore 208539 Singapore",Lavender,"1.311228,103.85659",Healthy,[u'Healthy'],,7137,,Origins Of Rice,tel:+65 9669 6726,,3,,,,,1 review,
"8 Enggor St, Singapore Ground floor, visible from Enggor Street., Singapore 079718 Singapore",Central Business District,"1.27448,103.84479",,[],,7138,,Hohoho Food House,tel:+65 9190 9007,,3,,,,,1 review,
"34 Cassia Crescent #01-86, Singapore 390034 Singapore", from Arab Street,"1.30944,103.88457",Chinese,[u'Chinese'],,7139,,Home-make Pau Specialist,tel:+65 8115 2747,,3,,,,,1 review,
"1 Senkang Square #B1-16 Compass One #B1-16 Compass One, Singapore 545078 Singapore",,"1.391866,103.89483",,[],,7140,"Lunch, Dinner",Swensen's,tel:+65 6386 4341,,3,,,,,2 reviews,
"68 Orchard Road #04-01 Plaza Singapura Part of Tokyo Walker at Level 4 of Plaza Singapura, Singapore 238839 Singapore",Museum,"1.30048,103.84491",Japanese,[u'Japanese'],,7141,,Osaka Gyoza at Tokyo Walker,tel:+65 6837 0191,,3,,,,,2 reviews,
"5 Stadium Walk Leisure Park Kallang Leisure Park Kallang, Singapore 397693 Singapore", from Singapore Flyer,"1.30241,103.87646",,[],,7142,,Long John Silver's,tel:+65 6242 1220,,3,,,,,1 review,
"63 Jurong West Central 3 Jurong Point B1-54/55 Jurong Point Shopping Centre, Singapore 648331 Singapore",Jurong West,"1.33951,103.70523",,[],,7143,,Burger King,tel:+65 6794 1736,,3,,,,,4 reviews,
"Blk 138 Tampines St 11 #01-116, Singapore 521138 Singapore",,"1.34583,103.94554",,[],,7144,,Kimly Dim Sum,,,3,,,,,1 review,
"304 Orchard Road #02-111 Lucky Plaza Lucky Plaza, Singapore 238863 Singapore",Boulevard,"1.304501,103.83408","Southwestern, Thai","[u'$$ - $$$, Southwestern, Thai']",,7145,,Clunythai Restaurant And Bar,tel:+65 8276 3443,S$7 - S$22,3,,,,,1 review,
"11 Club Street, Singapore 069405 Singapore",Outram,"1.28257,103.84684",,[],,7146,,Tippletown Cafe,tel:+65 6557 2554,,3,,,,,1 review,
"1 Esplanade Drive Esplanade - Theatres On the Bay Esplanade - Theatres on The Bay, Singapore 038981 Singapore",,,,[],,7147,,The Food Inn,,,3,,,,,1 review,
"1 Vista Exchange Green The Star #B1-07/41 Star Vista, Singapore 138617 Singapore",One North,"1.30678,103.78834",,[],,7148,,Central Hong Kong Cafe,,,3,,,,,3 reviews,
"83 Punggol Central Watertown #B1-13, Waterway Point, Singapore 828761 Singapore",Punggol Town Centre,"1.40681,103.90199","Asian, Thai, Indonesian","[u'Asian, Thai, Indonesian']",,7149,,Bali Thai,tel:+65 6385 3630,,3,,,,,1 review,
"10 Tampines Central 1 Tampines One #B1-05, Tampines 1, Singapore 529536 Singapore",Tampines East,"1.35428,103.94503","Chinese, Cafe, European, Asian, Fusion","[u'Chinese, Cafe, European, Asian']",,7150,,Streats,tel:+65 6509 8108,,3,,,,,2 reviews,
"14 Arumugam Road #01-05 Ltc Building C LTC Building C, Singapore 409959 Singapore",Kampong Ubi,"1.32465,103.89169",French,[u'French'],,7151,,Malcolm Bistro,tel:+65 6694 8109,,3,,,,,1 review,
"799 New Upper Changi Road Bedok Point Bedok Point #01-05, Singapore 467351 Singapore",Bedok,"1.32514,103.93225",,[],,7152,,Charcoal Man Sumiyaki,,,3,,,,,1 review,
"24 Sixth Avenue, Singapore 276481 Singapore", from Singapore Botanic Gardens,"1.33047,103.79497","Asian, Singaporean","[u'Asian, Singaporean']",,7153,,6th Avenue Wanton Mee,,,3,,,,,1 review,
"11 Mohamed Sultan Road #01-01, Singapore 239010 Singapore",Central Area/City Area,"1.29384,103.84159",,[],,7154,"Lunch, Dinner",The Locker Room,tel:+65 6733 1959,,3,,,,,1 review,
"102 Towner Road Townerville #01-246/248 Townerville, Singapore 322102 Singapore",Kallang,"1.32021,103.85851",American,[u'American'],,7155,,KFC,tel:+65 6396 5920,,3,,,,,1 review,
"205 Hougang Street 21 Heartland Mall- Kovan Heartland Mall- Kovan 21, Singapore 530205 Singapore",Lorong Ah Soo,"1.35958,103.88523",,[],,7156,,Cup Walker,tel:+65 6382 1032,,3,,,,,1 review,
"291 Geylang Road, Singapore 389338 Singapore",Aljunied,"1.31265,103.87833","Chinese, Barbecue","[u'Chinese, Barbecue']",,7157,Dinner,Liu Po Sixth Granny Crystal Hotpot,tel:+65 6842 6872,,3,,,,,1 review,
"30 Stores Road #02-242 Sembawang Naval Basin, Singapore 757751 Singapore", from Singapore Zoo,"1.46421,103.83254",Japanese,[u'Japanese'],,7158,,Tsuta Changi,,,3,,,,,3 reviews,
"15 Stamford Road #01-84 Opposite capitol theatre, Singapore 178906 Singapore",City Hall,"1.293552,103.85164","Asian, Grill, Indonesian","[u'$$ - $$$, Asian, Grill, Indonesian']",,7159,"After-hours, Drinks, Lunch, Dinner",Monkey Warung,tel:+65 9619 1685,S$15 - S$40,3,,,,,6 reviews,
"278 Serangoon Road, Singapore 218106 Singapore", from Little India,"1.31053,103.85445",,[],,7160,,A2B Restaurant,,,3,,,,,2 reviews,
"30 Robertson Quay, #01-12/13, Singapore 238251 Singapore",,,Japanese,[u'Japanese'],Reservations,7161,,Azmaya,tel:+65 6737 6863,,3,,,,,2 reviews,
"18 Liang Seah Street, Singapore 189039 Singapore",Central Area/City Area,"1.29813,103.85647",Chinese,[u'Chinese'],,7162,,Xian De Lai Shanghai Cuisine,tel:+65 6336 7505,,3,,,,,9 reviews,
"11 Lorong Telok, Singapore 049024 Singapore",Central Area/City Area,"1.28681,103.84848",,[],Reservations,7163,"Breakfast, Lunch, Dinner",Killiney Kopitiam,tel:+65 6532 2889,,3,,,,,12 reviews,
"500 Jalan Sultan Road, Singapore 199020 Singapore", from Little India,"1.30571,103.86047",,[],Reservations,7164,,Maya's Kitchen,,,3,,,,,5 reviews,
"13 Stamford Road Capitol Piazza Capitol Piazza #B2-53, Singapore 178905 Singapore", from City Hall Building,"1.2934,103.85126",,[],Reservations,7165,"Lunch, Dinner",Suage Hokkaido Soup Curry,tel:+65 6242 4722,,3,,,,,4 reviews,
"70 Collyer Quay Customs House, Singapore 049323 Singapore", from Marina Bay,"1.2839,103.85333","French, Steakhouse, Bar, European, Pub","[u'French, Steakhouse, Bar, European']","Reservations, Delivery, Seating, Serves Alcohol, Free Wifi, Accepts Credit Cards, Table Service",7166,"Lunch, Dinner, Brunch, After-hours, Drinks",L'Entrecote The Steak & Fries Bistro (Customs House),tel:+65 6690 7565,,3,,,,,2 reviews,
"370 Alexandra Road Anchorpoint Shopping Centre #01-12 Anchorpoint Shopping Centre, Singapore 159953 Singapore",Mei Chin,"1.28877,103.8051","Italian, American","[u'$$ - $$$, Italian, American']",Reservations,7167,,Ma Maison,,,3,,,,,9 reviews,
"238 Thomson Road Novena Square Novena Square Level 1 Unit 62/63, Singapore 307683 Singapore",Moulmein,"1.32013,103.84368",,[],Reservations,7168,"Lunch, Dinner",The Soup Spoon,tel:+65 6255 3177,,3,,,,,7 reviews,
"9 Bishan Place Junction 8 Shopping Centre #02-34/35/35A Junction 8, Singapore 579837 Singapore",Bishan,"1.349971,103.84879",Japanese,"[u'$$ - $$$, Japanese']",,7169,,Osaka Ohsho,tel:+65 6259 6698,,3,,,,,8 reviews,
"259 Outram Road Coo, Singapore 169056 Singapore",Bukit Merah,"1.28502,103.83477","Asian, Singaporean","[u'Asian, Singaporean']",,7170,,COO Bistro,tel:+65 6221 7060,,3,,,,,6 reviews,
"3 River Valley Road The Cannery 01-09 Clarke Quay, Singapore 179022 Singapore",Central Area/City Area,"1.290833,103.84601","Bar, Pub","[u'$$ - $$$, Bar, Pub']","Outdoor Seating, Seating, Serves Alcohol, Full Bar, Table Service, Reservations, Television, Live Music",7171,,Warehouse,tel:+65 6333 4228,,3,,ui_bubble_rating bubble_40,ui_bubble_rating bubble_35,ui_bubble_rating bubble_35,101 reviews,
"1 Esplanade Drive #03-02 Esplanade - Theatres On the Bay Theatres on the Bay, Singapore 038981 Singapore",Marina Centre,"1.289604,103.85617","Asian, Singaporean","[u'Asian, Singaporean']",,7172,,GAB Cafe,tel:+65 6352 2003,,3,,,,,2 reviews,
"60 Paya Lebar Road Paya Lebar Square Paya Lebar Square, Singapore 409051 Singapore",Geylang East,"1.31886,103.89269",Fast food,[u'Fast food'],,7173,,Mos Burger,tel:+65 6702 2821,,3,,,,,4 reviews,
"132 Amoy Street Far East Square, Singapore 049961 Singapore", from Chinatown,"1.28315,103.84834","Chinese, Cafe, Seafood, Asian, Singaporean","[u'$, Chinese, Cafe, Seafood']",,7174,Lunch,Chao Ting,tel:+65 6781 0359,S$6 - S$12,3,,,,,2 reviews,
"30 Pasir Panjang Road Mapletree Business City, Singapore 117440 Singapore",Pasir Panjang 2,"1.27425,103.79826",,[],,7175,,Samsung,,,3,,,,,2 reviews,
"1 Vista Exchange Green The Star #02-21, The Star Vista, Singapore 138617 Singapore",One North,"1.30678,103.78834",Grill,[u'Grill'],,7176,,Botejyu San,tel:+65 6334 7529,,3,,,,,5 reviews,
"600 Hougang Avenue 3 Mobil Service Station 3, Singapore 538846 Singapore",Hougang,"1.34935,103.89022","Cafe, French, Fast food","[u'$$ - $$$, Cafe, French, Fast food']","Takeout, Seating",7177,"Breakfast, Lunch",Delifrance,tel:+65 6281 3981,,3.5,ui_bubble_rating bubble_35,ui_bubble_rating bubble_35,ui_bubble_rating bubble_30,ui_bubble_rating bubble_30,24 reviews,
"4 Hillview Rise #01-09 Hillv2, Singapore 667979 Singapore", from Singapore Zoo,"1.36319,103.76413",,[],,7178,,Shin Manbok,,,3,,,,,2 reviews,
"30 Raffles Place Chevron House B1-03 Chevron House, Singapore 048622 Singapore",Central Area/City Area,"1.28414,103.85182",,[u'$$ - $$$'],,7179,,MOS Burger,tel:+65 6538 8303,,3,,,,,8 reviews,
"500 Jalan Sultan Hotel Boss 01-11, Singapore 199020 Singapore",Crawford,"1.30571,103.86047","Southwestern, Cafe","[u'$$ - $$$, Southwestern, Cafe']",,7180,"Lunch, Dinner",Ticm Gelato Cocktail Bar + Dining,tel:+65 8222 5713,S$10 - S$100,4,,,,,11 reviews,
"#01-20A Paragon Orchard Road, Singapore Singapore",Museum,"1.29894,103.84676",Italian,[u'Italian'],,7181,"Breakfast, Lunch, Dinner",Podi The Food Orchard,,,3,,,,,4 reviews,
"Nex 23 Serangoon Central #02-12 Nex Shopping Mall, Singapore 556083 Singapore",,"1.35115,103.87268",,[],,7182,,Tuk Tuk Cha,,,3,,,,,2 reviews,
"435 Orchard Road Wisma Atria 4F Wisma Atria, Singapore 238877 Singapore",Boulevard,"1.303686,103.83318",Japanese,"[u'$$ - $$$, Japanese']",Reservations,7183,"Lunch, Dinner",Shabu Shabu Gyu Jin,tel:+65 6262 3240,,3,,ui_bubble_rating bubble_25,ui_bubble_rating bubble_30,ui_bubble_rating bubble_25,13 reviews,
"460 Alexandra Road Psa Building 01-11 Alexandra Retail Centre, Singapore 119963 Singapore", from Singapore Cable Car,"1.27409,103.8008","Mexican, Cafe, International","[u'Mexican, Cafe, International']",,7184,,Stuff’D,,,3,,,,,2 reviews,
"930 Yishun Avenue 2 #01-129 Northpoint City South Wing, Singapore 769098 Singapore", from Singapore Zoo,"1.42942,103.8359",Thai,[u'Thai'],,7185,,Sakon Thai,tel:+65 6251 1921,,3,,,,,2 reviews,
"75 Duxton Road, Singapore Singapore",Outram,"1.27831,103.84308",Cafe,[u'Cafe'],,7186,,Monument Lifestyle Cafe,,,3,,,,,2 reviews,
"44 Lorong Mambong Holland Village, Singapore 277697 Singapore",Holland Village,"1.31195,103.79439",Vietnamese,"[u'$$ - $$$, Vietnamese']",,7187,Dinner,Cafe Siem Reap - Holland Village,tel:+65 6468 5798,,3,,ui_bubble_rating bubble_25,ui_bubble_rating bubble_25,ui_bubble_rating bubble_25,9 reviews,
"195 Kitchener Road, Singapore 208535 Singapore", from Little India,"1.311508,103.855804",Indian,[u'Indian'],,7188,,Dindigul Thalappakatti Restaurant,tel:+65 6909 8694,,3,,,,,12 reviews,
"430 Upper Changi Road East Village #01-01 East Village, Singapore 487048 Singapore",Joo Chiat,"1.31872,103.91182",Japanese,[u'Japanese'],,7189,,IKURA Japanese,tel:+65 6909 5606,,3,,,,,4 reviews,
