POI_INDEX,TOTAL_REVIEWS,ABOUT_SUMMARY,RANKING,TICKET_INFO,RATES,ADDRESS,PHONE,WEBSITE,TRANSPORTATION_MODE,OPENING_HOURS,ATTRIBUTES_CRAWLED_TIME
171,3,新加坡当地露天美食大排档，坐落于滨海湾。白天并不起眼的老饕湾，夜晚异常火爆，可以在这里吃到很多当地美食，可以用一网打尽来形容。还能看到对岸的水幕灯光秀，欣赏滨海湾的夜景。,166,None,6.7,Esplanade Mall #01-15 038981滨海湾大榴莲旁（新加坡滨海艺术中心）,+(65)-64384038,Not Available,Not Available,Not Available,2020-01-28 14:21:28.108145
172,5,三巴旺公园位于在新加坡北部三巴旺地区， 面临着柔佛海峡。原来是英国驻远东海军总司令的官邸，名字来源于三巴旺树，现存的一个位于公园停车场C1中间。公园拥有新加坡仅有的几个自然沙滩之一。公园右方是新加坡造船厂，前身为英国皇家海军基地。,167,免费,6.4,"Sembawang Park, End of Sembawang, Singapore",Not Available,http://www.nparks.gov.sg/cms/index.php?option=com_visitorsguide&task=parks&id=32&Itemid=73,从三巴旺地铁站（NS11)乘坐巴士882,全天开放,2020-01-28 14:21:36.464908
173,12,这是前南洋大学的行政楼，其中有一些中国移民文化的展品和介绍，从这里能够探寻到早期中国移民的生活及文化世界。,168,免费,6.8,12 Nanyang Dr Singapore 637721,(65) 67906176,http://chc.ntu.edu.sg,坐MRT到EW28  Pioneer 出站向西北方向步行约15分钟。,周一至周五 9:30-17:00,2020-01-28 14:21:41.128318
174,5,白沙公园（或译为巴西立公园）中的“Pasir Ris”在马来语中意为狭窄的海滩。白沙海滨公园是一座迷人且宁静的公园，园内活动十分丰富，包括骑小马、水上运动、BBQ等。在这里还有一片红树林。行走在红树林栈道，可以近距离的接触植被，同时，鸟类爱好者还可以在位于红树林中的观察塔上观察鸟类。,169,None,6.8,Pasir Ris Central Singapore,Not Available,Not Available,地铁EW1线Pasir Ris站，然后乘坐公交403线自Pasir Ris Int站至Aft Pasir Ris Rd。,Not Available,2020-01-28 14:21:56.689698
175,9,新加坡有很多缅甸移民，佛教也是缅甸人的主要信仰。缅甸玉佛寺是新加坡唯一的缅甸佛寺，很自然的它便成了本地缅甸人的宗教及社群活动中心。每年的缅历新年，即泼水节，都有好几千名缅甸人到玉佛寺，以传统方式迎接新年。每年8月的讲经日，玉佛寺也聚集了很多缅甸人。另外，每个星期六晚上，总有一批缅甸人，参加以缅甸语进行的颂经仪式。,170,None,6.9,14 Tai Gin Rd,Not Available,Not Available,坐MRT到NS19 Toa Payoh，出站后向南走约15分钟。,9:00-18:00,2020-01-28 14:22:04.818764
176,4,1994年由潘惠义兄弟几人成立，是一片占地43公顷的经济种植农场，是新加坡最大的胡姬花(兰花)农场。园内种有大约有350个品种的300万棵胡姬花。到胡姬园参观的公众，可以在花圃直接购买胡姬花盆栽，也可以向农场学习如何种花。去感受新加坡国花的美丽吧！,171,免费。,7.0,Mandai Agrotechnology Park 10 Lorong Lada Hitam Singapore 778793,006565527003,http://www.orchidville.com.sg/,坐公交车138/171到达Mandai Agrotech Pk，下车后向北走约20分钟。,周一至周五 8:00-18:00,2020-01-28 14:22:10.970392
177,7,位于新加坡的东部，别名小桂林，由废弃的花岗石矿场改建成的市镇公园，由于风光类似中国的桂林山水，因此在新加坡被誉为小桂林。这里环境优美化，绿树成荫，四通八达的羊肠小径，处处曲径通幽。吸引大批摄影爱好者及来拍摄婚纱照片的情侣。,172,免费,6.9,Not Available,Not Available,Not Available,坐MRT到NS3 Bukit Gombak站,全天,2020-01-28 14:22:16.311944
178,6,这里可以看到曾经在新加坡空军服过役的一些飞机，还能够参观到相关的装备，甚至有劳斯莱斯的发动机等。另外在八间展厅里可以了解到新加坡空军的发展史。,173,免费,7.0,400 Airport Rd Singapore 534234,Not Available,http://www.mindef.gov.sg/imindef/mindef_websites/atozlistings/air_force/about/museum.html,"最近的地铁站是NE13 Kovan ,但是从这里出站后还要向东走20分钟左右。",周二到周日  8:30-17:00,2020-01-28 14:22:23.107032
179,4,新加坡钱币博物馆是由新加坡造币厂设立的本地第一家钱币博物馆，位于牛车水原貌馆旁边。这里介绍了自古代马来时代以来各时期新加坡的货币发展史，同时也介绍了亚洲其他部分国家的钱币。这里还会提供很多互动游戏以及主题展览，并跟非营利组织以及慈善机构合作，让小朋友和青少年在互动中加深对新加坡钱币史的认识。,174,成人10新币，60岁以上老人、学生、儿童6新币，家庭票25新币（2成人+2儿童）。,6.5,"40 Pagoda St, Level 1, Singapore",+65-62222486,http://www.scnm.com.sg,地铁牛车水站下车后步行200米。,10:00-20:00。,2020-01-28 14:22:32.286077
180,2,这是一座神奇的寺庙，里面供奉着印度教，佛教，道教的三座神明，能将他们三个至于同一个屋檐下，这是何等的和谐。,175,免费。,7.0,"20 Loyang Way, Singapore 508774",Not Available,Not Available,MRT Pasir Ris站(EW Line)，出站后坐89路公交车前往。,8:00-18:00,2020-01-28 14:22:41.062777
181,6,这里曾经是二战期间日军关押和埋葬盟军战俘的地方，战俘们还建立了一座小型的礼拜堂，以寻求心灵上的慰藉。现在在这里可以看到当年战俘们的照片、故事介绍以及信件，还能参与“战争之旅”，更直观的了解那段历史。,176,免费,6.3,1000 Upper Changi Road North  Singapore 507707,6214 2451,http://www.changimuseum.com,公交巴士：2，29，Changi Chapel Museum站,周一至周日  9:30-17:00,2020-01-28 14:22:50.527930
182,5,位于维多利亚街与苏丹街交界处的马拉巴清真寺，是一座有着闪耀金顶的蓝色建筑。也是新加坡唯一一座马拉巴穆斯林清真寺。,177,None,6.8,"471 Victoria Street, Singapore 198370",62943862,http://www.malabar.org.sg,坐MRT到EW11 Lavender 沿Kallang路向西南方向走一个街区。,Not Available,2020-01-28 14:22:59.363412
183,4,"这座广场的设计灵感来自于纽约的 Chanin 大厦，采用了装饰艺术风格，外墙糅合了花岗岩、漆艺、青铜与玻璃等装饰元素。Parkview Square 坐落于白沙浮广场（Bugis Junction）与热门的阿拉伯街 (Arab Street) 附近，由美籍顾问 James Adam 与新加坡 DP Architects 所联合设计。
",178,免费,6.5,600 North Bridge Road Singapore 188778,(65) 63322982,Not Available,坐MRT到EW12  Bugis 站下车,每天8:00-20:00,2020-01-28 14:23:06.469200
184,5,"亚历山大医院建于1938年，是一座军事医院。1942年2月，该医院约200名医护人员与伤员被侵略日军屠杀。二战后，直到 20 世纪 70 年代，亚历山大医院一直是新加坡最现代化的医院之一。
",179,参观免费,7.2,Alexandra Hospital 378 Alexandra Road Singapore 159964,Not Available,http://www.ah.com.sg/,坐MRT到EW19 Queenstown,开放参观的时间：,2020-01-28 14:23:13.490949
185,4,教堂建于1923年，虽然历史不算久远，但这里精致的建筑还是值得参观一下的。,180,None,7.5,"6 Chapel Road, Singapore 429509",006563440046,http://www.holyfamily.org.sg/,公交巴士：10，12，14，32，40，Opp The Holy Family Church站,Adoration Room 周一至周六 07:00 – 22:00; 周日及公共假期 07:00 – 20:30,2020-01-28 14:23:19.478838
186,2,城隍，是中国历史悠久的神祇文化之一，在民间影响深远。上世纪初城隍香火也随着先辈南来新加坡，至今香火不熄。这座城隍庙取名都，意为城市的保护者，由僧人瑞于法师创立，一开始就带有深厚的佛教色彩，但他1953年圆寂后，城隍庙由俗家弟子接管，他们把非佛教的仪式带都进城隍庙，使其佛教色彩越来越淡，而民间信仰色彩越来越浓，并以举办冥婚出名。,181,None,6.0,113 Peck Seah St,Not Available,Not Available,坐MRT到EW15 Tanjong Pagar，出站后向西南方向走约5分钟即是。,8:00-18:00,2020-01-28 14:23:28.109439
187,6,雕塑广场的历史要追溯到1870年的基督教教堂，这里原来是Middle Roach教堂。1995年，全职雕塑家孙宇利重新发掘了这座教堂，在好友的资助下，将其变成了新加坡首个完全于展示盒推广3D艺术的艺术圣殿。这里有艺术展览、艺术家见面会，活动安排不断更新，是激发艺术灵感的理想场所。,182,免费。,7.3,155 Middle Road，Singapore,+65-63331055,http://www.sculpturesq.com.sg,近地铁绿线武吉士站。,24小时。,2020-01-28 14:23:35.566158
188,4,在克兰芝乡村（Kranji Countryside）旅行，可以在此享受新加坡鲜为人知的农家生活，漫步于各式各样的农场之中，尽情探访精彩纷呈的农家活动。农场出产鸡蛋、牛奶和水果等，也有饲养着鱼、狗、羊以及其它动物的农场。此外，农业娱乐中心还在新加坡都市带来新奇多样的教育娱乐性活动，旅行者可参访农场和牧羊场，如宝莱坞蔬菜农场（Bollywood Veggies）、夏氏牧羊场（Hay Dairies）、萤火虫健康蔬菜农场（Fire Flies Health Farm）。乡村内其他著名的农场包括豪士猛贸易行鱼场（Hausmann Aquarium Fish Farm）以及裕廊青蛙农场（Jurong Frog Farm）等。,183,免费。,7.0,"100 Neo Tiew Road, 新加坡",+65-9739-6677,http://www.kranjicountryside.com,可从克兰芝地铁站（Kranji MRT station）乘坐克兰芝快线巴士（Kranji Express bus）前往乡村。,全天。,2020-01-28 14:23:41.026862
189,4,学院以20世纪美国最重要的一位印刷大师Kenneth Tyler的名字命名，展示出版了众多全球知名艺术家的作品集，这里还以相对便宜的价格出售艺术家的作品集。泰勒印刷学院在探索和研发印刷新技术方面也颇有建树。,184,None,6.0,02-41 Robertson Quay，Singapore,+65-63363663,http://www.stpi.com.sg,坐MRT到NE5 Clarke Quay 站后向西走约20分钟。,周一只可预约参观，周二至周六10:00--18:00，周日和公共假期不开放。,2020-01-28 14:23:50.454733
190,4,这座兴都庙初建于十九世纪中期，最富生命的就是一对九英尺高的Dwarapalakas(半人半神的看门人)，守卫在Chola建筑风格的入口门塔两侧。而Chola人正是印度历史上最伟大的庙宇建造者。庙宇内四根花岗石柱上刻有32 副壁画，描绘了维那雅加王从诞生世间，到步入婚姻殿堂的情景，组合起来便是维那雅加王的 32 种不同形象，是难得一见的珍贵壁画。,185,免费,7.5,19 Ceylon Rd Singapore 429613,Not Available,http://www.senpaga.org.sg,坐MRT到CC9/EW8 到Paya Lebar下车，出站后乘坐40路公交车前往。,每天8:00-19:00,2020-01-28 14:23:58.393326
191,5,这是一座有着浓厚Art Deco风格的建筑，曾经是一座汽车配件厂，但是在1945年2月15日，英国在此签署了投降书，将新加坡主权让给了日本，而今可以从这里收藏的照片、文件等展品，了解到新加坡那段坎坷的历史。,186,成人票：3 新元,7.2,351 Upper Bukit Timah Rd Singapore 588192,006564626724,http://www.s1942.org.sg/s1942 /moff/index.htm,最近的地铁站是NS2 Bukit Batok ，出站后乘公交，67、75、170、171、173、178、184都可以到。,星期一到星期六  9:00-17:30,2020-01-28 14:24:05.080953
192,3,仟湖渔场是新加坡著名渔场，可以观赏到形态各异、千奇百怪的鱼类，主要以观赏鱼为主，其中不乏稀有珍贵品种。仟湖的鱼被认为是高品质的代表，目前仟湖在中国也有分公司。但是要感受仟湖渔场的热带自然风光和人文环境，还是要亲自去新加坡啦！爱鱼的朋友不能错过。,187,"鱼场参观 有A,B,C,D,E 和Fish SPA六种路线选择，详见www.qianhu.com",8.0,71 Jalan Lekar，Agrotechnology Park，Singapore 698950,006567667087,http://www.qianhu.com,坐MRT到Choa Chu Kang，会有免费的专线车来往于鱼场和地铁站。,周一到周四 09:00-18:00; 周五到周日及公共假期 09:00-19:00,2020-01-28 14:24:11.484643
193,6,这座遗产中心位于加东地区，用众多方式展示了欧亚文化的独特魅力，同时这里还会定期举办一些社区活动，比如舞蹈班、美食会等等，丰富了社区居民的生活。,188,免费,6.3,Eurasian Community House 139 Ceylon Rd Singapore 429744,(65) 64471578,http://www.eurasians.org.sg/,最近的地铁站是CC9/EW8  Paya Lebar站，但即使从这里出站后也要走大约10-20分钟到达。,每天9:00-16:00,2020-01-28 14:24:20.539105
194,5,这是新加坡最古老的庙宇之一，也是新加坡第一座中国寺庙。1998年这里开设成为一个博物馆，有一些微缩景观，展示了早期中国移民的生活场景。,189,免费,6.8,Far East Square 76 Telok Ayer St #01-01 Singapore 048772,006565327868,http://www.fareastsquare.com.sg/home/index.aspx?key=fuktakchimuseum,坐MRT到EW14/NS26 Raffles Place 出站向西南方向走约10分钟。,每天10:00-22;00,2020-01-28 14:24:28.384679
195,2,老巴刹建于1894年，是东南亚现存最大的维多利亚时期的铸铁建筑，建筑特征明显，让人联想起歌特人的豪华生活，现在，它是属于最普通人的开放空间，这里聚集了数十家各类摊贩，在这里可以品尝新加坡的各种小吃。,190,None,6.0,18 Raffles Quay，新加坡 048582,+65 6220 2138,http://www.laupasat.biz/,Not Available,24小时营业,2020-01-28 14:24:35.793076
196,1,Not Available,191,None,8.0,"050531,新加坡克罗斯街上段531",Not Available,Not Available,Not Available,Not Available,2020-01-28 14:24:43.278846
197,3,已有25年历史的加东古董店不大，但是完全可以算是一个博物馆，这里拥有各种类型的土生华人传统服装、器皿和家具。前厅的物品供出售，内堂、后院及楼上的物品，则是陈恭锡的外曾孙黄万庆的私人珍藏，喜欢古玩的朋友不容错过，这里有图案错综复杂的被称为娘惹女鞋（Kasut Manuk）的嵌珠拖鞋，以及迷人的家具和婚礼服饰。,192,None,8.0,208 East Coast Rd Singapore 428907,006563458544,http://www.stpi.com.sg/,坐13、55、966到达Aft East Coast Rd站，或者坐10、10e、12、14、32、40到达The Holy Family Ch 下车即是。,周一至接受预约，周二至周六：10:00-18:00，周日及节假日休息。,2020-01-28 14:24:52.044631
198,2,"如果你对历史和战争感兴趣，去新加坡就不能不去碉堡。它由二战时的防空洞改造而来的，展出很多二战时期的武器和机械。那里还有有个英国战舰指挥中心，也非常有趣。有兴趣的朋友，不妨去听听二战时碉堡的故事。
",193,成人票价 8 新元,8.0,51 Canning Rise Singapore 179872,006563330510,Not Available,坐MRT到CC1/NE6/NS24 Dhoby Ghaut 出站后向南走约3分钟。,每天10:00-18:00,2020-01-28 14:25:00.641857
199,4,又叫做释迦牟尼菩提迦耶寺，寺院内保留不少佛教古文物，最受人瞩目的是一座佛陀坐姿彩色佛像，高15米，重达305吨，四周围着无数的灯烛，灯火通明耀眼。佛像座下悬挂纪录佛佗一生事迹的美丽画布。,194,免费。,6.0,366 Race Course Road  Singapore 218638,006562940714,Not Available,坐MRT到NE8 Farrer Park，出站后向北走约10分钟。,9:00-18:00,2020-01-28 14:25:08.563941
200,2,海滨公园纪念碑群包括林谋盛烈士纪念碑、陈金声喷泉和世界大战阵亡战士纪念碑，于2010年被列为新加坡国家古迹。,195,None,8.0,Connaught Drive，Singapore 179682,+65 1800 471 7300,https://www.nparks.gov.sg/gardens-parks-and-nature/parks-and-nature-reserves/esplanade-park,Not Available,Not Available,2020-01-28 14:25:14.080091
201,2,皇家雪兰莪是一家发迹于新加坡的锡器艺术国际品牌，位于克拉码头西端的这家博物馆展示和销售各类精美锡器，这里还提供制作锡镴器皿的课程。去感受金银之外属于锡的奢华和惊艳吧！,196,2新币,7.0,01-01 Clarke Quay,006562689600,http://www.royalselangor.com.sg,坐MRT到NE5 Clarke Quay站后向西北方向走约15分钟。,Not Available,2020-01-28 14:25:20.198496
202,3,内学堂是一间私人艺术馆，堂内珍藏有众多来自世界各地的佛教艺术品、文书、遗物、古董、美术品，包括日本、甘哈拉、中国与印度尼西亚，尤其是两大主要佛教国 - - 泰国与柬埔寨的多项珍品。展出品包括稀有的铜制与石雕塑像、由各种金属和宝石制成的护身物、符咒等。馆内也展出了国际知名的本土艺术家陈瑞献先生以佛教思想为主题所创作的书法、油画与水墨画。 是感受佛教艺术的好去处。,197,成人5新币，儿童3新币,7.3,235 Cantonment Rd,006562200220,http://www.neixuetang.org,坐MRT到Outram Park站(EW16 - NE3)，出站后沿Cantonment Rd向南走700米即可。,10:00-17:00,2020-01-28 14:25:29.547104
203,1,建于1971年至1974年间的裕廊镇大会堂（Jurong Town Hall）是新加坡第69个国家古迹，这是文物局首次在宪报上将一座受保留建筑列为国家古迹，而这个地位上的变化肯定了这座建筑在国家层面所具有的意义，同时也肯定了裕廊集团在新加坡工业遗产中扮演的角色。这幢建筑建于1971年－1974年，象征了新加坡工业时代的精神。Jurong Town Hall Road就是以这栋建筑命名的。,198,None,8.0,9 Jurong Town Hall Road，Singapore 609431,Not Available,Not Available,Not Available,Not Available,2020-01-28 14:25:37.129868
204,1,普济寺由闽南长老转解和尚一手创建，后因历史变迁，旧地被征用，迁新址后更名为普济寺佛学研究院，先为一座5层大楼，楼内设有三圣宝殿、八大菩萨、十八罗汉等佛相。,199,None,6.0,"39 Lorong 12 Geylang, Singapore 399012",006567466211,http://www.pujisi.org.sg,坐MRT到EW10 Kallang，出站后向东南方向走约15分钟，另外可以参与佛理开示等活动。,9:00-18:00,2020-01-28 14:25:44.991330
205,1,由一位英国籍印度裔波普艺术大师创建，她曾经在非洲、欧洲和亚洲分别生活过，试图在用一种人类共同的艺术方式沟通所谓的第一世界和第三世界，人们之间的互相理解。,200,None,6.0,35 Jalan Puteh Jerneh  Singapore 278055,006564793736,http://www.ketnapatel.com,"坐MRT到CC21 Holland Village,出站后向南走约15分钟可到。",每天 9:00-18:00,2020-01-28 14:25:53.428405
206,1,新加坡著名画廊，主要展出亚太地区，包括中国、印尼、越南等国家的著名艺术家的作品和当代艺术收藏。对当代绘画艺术感兴趣的朋友不妨驻足欣赏一番。,201,None,8.0,110 Faber Drive Singapore 129421,006567741609,http://www.lukisan-art.com,坐MRT到EW23 Clementi站，出站后坐154或198路公交车到The infiniti站,只接受预约,2020-01-28 14:26:03.822363
207,2,新加坡陆路交通展览馆位于新加坡陆路交通管理局内，就在小印度旁边。这里分六个展区介绍了新加坡陆路交通的过去、现在、与未来。在这里，访客可以得到世界著名城市的交通发展的概览，同时了解新加坡在独立前的道路网络发展历史以及早期的交通模式、独立后公共交通以及交通设施的发展和挑战、现时交通状况以及未来新加坡交通系统的发展规划。,202,免费。,7.0,"No 1 Hampshire Road, Block 1 Level 1, Singapore",+65-63962550,http://app.lta.gov.sg/ltgallery/index.html,MRT NE7 Little India小印度站。,周一至周六9:00-17:00，周日以及节假日闭馆。,2020-01-28 14:26:10.905101
208,1,耸立在直落亚逸街天福宫左侧的庆德楼，2010年3月31日获得庆德会理事同意以象征性费用转让予新加坡道教协会，并于12月28日得到当局批准正式易名为“新加坡玉皇宫”。,203,None,6.0,150 Telok Ayer St，新加坡 068608,+65 6295 6112,http://www.taoism.org.sg,Not Available,8:00-18:00,2020-01-28 14:26:17.365185
209,1,在明园您可以欣赏到中国宋、元、明、清等朝代的各种无价珍宝的复制品，这些复制品采用了几个世纪以前的制模、手磨、上釉、上漆、烧制等制作方法。这里陈列著白蜡(锡铅合金制成的)各种新旧作品，有些可追溯至一百年前，陈列物品有烟盒、油灯、灯笼以及白蜡的制作工具等。每日并有白蜡制作过程的示范。,204,None,8.0,"Jurong East, Singapore 609279",006562657711,Not Available,坐MRT到EW23 Clementi站，出站后换成78路到Opp Foh Foh Pte Ltd站下车即是。,9:00-17:30,2020-01-28 14:26:26.591007
210,1,陈旭年宅第或陈旭年大厦，是豪宅的建筑位于槟城路和克莱蒙梭大道博物馆规划区新加坡的角落。如今，该建筑被用作芝加哥布斯商学院的大学亚洲分校,205,None,6.0,101 Penang Rd，Singapore 238466,Not Available,https://en.wikipedia.org/,Not Available,Not Available,2020-01-28 14:26:35.759045
211,1,圣特蕾莎教堂是一座位于甘榜巴鲁路的天主教堂，建于1929年。在上世纪20年代中期，随着新加坡西南部以闽南语为母语的天主教徒的增多，人们认为有必要在教会港口建一座新的教堂。教堂建设项目的主要推动者是Father E Mariette，Sts Peter & Paul church的牧师。是一个充满爱心和活力的天主教团体，同时也是新加坡的国家古迹之一。,206,None,8.0,510 Kampong Bahru Rd，Singapore 099446,+65 6271 1184,http://www.stteresa.org.sg,Not Available,周一至周五9:00-18:00，周六9：00-13:00,2020-01-28 14:26:43.501310
212,1,Not Available,207,None,8.0,"6 Siloso Road, Singapore 098967(Resorts World Sentosa)",+65-65778899,Not Available,Not Available,Opens 24hrs daily,2020-01-28 14:26:51.559297
213,0,"前身是Woodlands Town Garden，位于Woodlands Centre Road，毗邻 Bukit Timah Road。原本是恶名昭彰的毒窟，经过新加坡官方整肃之后重新开放。
",208,None,0,"Woodlands Centre Rd, Marsiling Park, 新加坡 738930",Not Available,https://www.nparks.gov.sg/gardens-parks-and-nature/parks-and-nature-reserves/marsiling-park,地铁North South Line抵达Marsiling MRT，出站行走即可抵达。,24小时开放,2020-01-28 14:27:02.497986
214,0,Not Available,8,None,0,Not Available,Not Available,Not Available,Not Available,Not Available,2020-01-28 14:27:11.896054
215,0,加文纳桥是新加坡唯一的悬索桥，也是该地区跨最古老的桥梁之一。该桥桥身离水面较低，紧跨流经新加坡金融区的新加坡河而筑。加文纳桥竣工于1870年，是为纪念新加坡在1867年成为的海峡殖民地新的英国海外领地而修建的。至今此桥仍保留了桥梁建成之处的原有风貌。,209,免费,0,"1 Fullerton Square, Singapur 049178",+65 9065 6537,Not Available,Not Available,24小时,2020-01-28 14:27:18.359018
216,0,新加坡专营抱石的攀岩馆,9,S$18,0,"511 Serangoon Rd, Singapore 218153",+65 6291 5045,http://www.kineticsclimbing.com.sg/,Not Available,周一：4:00 PM - 10:00 PM,2020-01-28 14:27:24.953262
217,0,该馆介绍了新加坡整体城市的发展，和核心区模型展示。,210,None,0,"45 Maxwell Rd, The URA Centre, 新加坡 069118",+65 6221 6666,https://www.ura.gov.sg/uol/,Not Available,周一至周六：09:00–17:00,2020-01-28 14:27:31.980788
218,0,建筑师：LOOK Architects,211,None,0,"5 Bishan Pl, Bishan Public Library, Singapore 579841",Not Available,Not Available,MRT Bishan,10.00am – 10.00pm,2020-01-28 14:27:40.515894
219,0,建筑师：Moshe Safdie,212,None,0,"7, BishanStreet 15, Singapore 579827",Not Available,Not Available,MRT Bishan,Not Available,2020-01-28 14:27:46.819666
220,0,通过在室内孩童比例的城市中，扮演生活中的真实角色，KidZania提供给儿童货真价实的体验。孩子们将学会如何开飞机，如何操作一次手术，或者如何灭火！ 通过如此栩栩如生和真实的体验，孩子们能够学会宝贵的技能，也能更真实的体会成年世界中的责任感、自信心以及独立性。,213,None,0,"31 Beach View, Singapore 098008",+65 6653 6888, http://www.kidzania.com.sg,Not Available,周日-周四   10am – 5pm,2020-01-28 14:27:56.040489
221,0,新加坡国立大学于1986年搬迁至其现在在肯特岗的校区，但前莱佛士学院仍然发挥着作用，成为第二校区。在莱佛士建校之前，新加坡人只能到国外去寻求更好的教育，随着莱佛士学院的建立，它也成了新加坡第一所高等教育机构，在之后将近100年的变迁中，通过与爱德华七世医学院、南洋大学、新加坡大学合并，最后变成了现在的新加坡国立大学武吉知马校区，并被列为新加坡国家古迹。,214,None,0,469G Bukit Timah Road，Singapore 259776,Not Available,Not Available,Not Available,Not Available,2020-01-28 14:28:01.444129
222,0,新加坡中央医院博物馆记录了新加坡的医疗发展史，它展示着各类医疗器材、仪器、医学书籍、手稿等文物，最早可追溯到190年前。,215,None,0,11 Third Hospital Avenue，Singapore 168751,+65 6222 3322,Not Available,Not Available,Not Available,2020-01-28 14:28:08.964096
223,0,哈米德热心信徒与印度教徒建成。有五个尖塔在dargah ，与坦贾武尔普拉塔普·辛格（ 1739年至1763年CE）的印度马拉塔统治者，建立最高的尖塔。该dargah是一个重要的朝圣中心，吸引的朝圣者来自伊斯兰教和印度教，象征着两大宗教之间的和平共处。,216,None,0,140 Telok Ayer Street，Singapore 068604,+65 6256 8188,Not Available,Not Available,Not Available,2020-01-28 14:28:16.001862
224,3,"克兰芝阵亡战士纪念碑是为了纪念新加坡在日本占领期间为自由而英勇献身的勇士们而建的，在这里安息着英国、澳大利亚、加拿大、斯里兰卡、印度、马来西亚、荷兰和纽西兰等多个国家的战士英魂。这里也是新加坡已故的第一任总统和第二任总统的墓地。
",217,免费,6.0,9 Woodlands Rd,6269 6158,http://www.cwgc.com,坐MRT到NS7  Kranji 出站向南走即是。,每天 7:00-18:00,2020-01-28 14:28:22.582649
225,3,季节画廊于2001年九月在新加坡成立，目前除了新加坡，还在北京和雅加达成立了2家季节画廊，主推当代亚洲艺术。新加坡季节画廊位于新加坡的中央商务区和牛车水的交界，坐落于由LOOK建筑公司修建的三层半店屋内。这栋设计感十足的现代的多层艺术展厅在刚落成的时候就赢得了本地的建筑设计奖，而且多次被本地媒体报道，吸引了很多人的来访。,218,None,5.3,5 Gemmill Lane,006562211800,http://www.artseasonsgallery.com.sg,坐MRT到NE4 Chinatown，出站后向东走约10分钟。,10:00-19:00,2020-01-28 14:28:28.707272
226,2,新加坡佛学中心，每年有很多东南亚的佛教信徒来此拜访，他们也有一些讲道和禅修的活动，可以关注他们官方网站上的信息。,219,None,5.0,44 Lorong 25a Geylang,006567458547,http://www.fpmtabc.org,坐MRT到EW9 Aljunied，出站后向南走约10分钟。,8:00-19:00,2020-01-28 14:28:36.878371
227,4,"Maghain Aboth意为父辈之盾，这座会堂建于 1878 年，是东南亚地区最古老的犹太建筑。 
",220,免费参观，但请尊重参观犹太会堂的一些礼仪。,5.0,24/26 Waterloo St Singapore 187950,Not Available,Not Available,坐MRT到NS24/NE6/CC1 Dhoby Ghaut 出站后向东走,9:00-18:00,2020-01-28 14:28:42.736399
228,0,ART-2成立于1991年，主要展出当代艺术家的作品，包括雕塑、绘画和陶器等，在新加坡琳琅满目的画廊中，ART-2尤以雕塑和三维艺术品见长，并特色兼营艺术咨询业务。,221,None,0,140 Hill St,006563388713,http://www.art2.com.sg,坐MRT到NE5 Clarke Quay，出站后向北走约10分钟即可到达。,10:00-19:00,2020-01-28 14:28:48.272977
229,0,画廊建于1996年，收藏了东南亚地区的名家作品，以展示和发掘包括新加坡，印度尼西亚，越南，印度等地的风土人情。画廊的优势在于在艺术家和收藏家之间构建了良好的纽带，并长期与新加坡美术馆和新加坡国立大学博物馆合作。,222,免费参观。,0,140 Hill St,006567374202,http://www.gajahgallery.com,坐MRT到NE5 Clarke Quay，出站后向北走约10分钟。,11:00-19:00,2020-01-28 14:28:54.416132
230,0,位于实龙岗上段的阿卡夫回教堂在历经数次翻新与扩建后，保留了最初的结构，并于2014年正式被列为新加坡第68个国家古迹，以肯定早期阿拉伯社群为战前新加坡社会做出的重要贡献。,223,None,0,66 Pheng Geck Ave，Singapore 348261,+65 6280 0300,Not Available,Not Available,周一-周五 9:00 - 18:00，周六 9:00 - 13:00,2020-01-28 14:29:02.285542
231,0,Not Available,224,None,0,"Siloso Beach View, Singapore(Palawan Beach)",18007368672,Not Available,Not Available,"Daily Showtimes at 2pm, 3pm & 5pm.",2020-01-28 14:29:08.767036
232,0,Not Available,37,None,0,Not Available,Not Available,Not Available,Not Available,Not Available,2020-01-28 14:29:14.018865
233,0,庄严的前指挥楼靠近Bukit Timah大道，是反对侵华日军的最后前线之一，在新加坡的军事历史上有很重要的位置。目前这座大楼隶属于UBS工商大学.,225,None,0,17 Kheam Hock Rd，Former Command House，Singapore 298791,Not Available,http://www.nhb.gov.sg/places/sites-and-monuments/national-monuments/command-house,Not Available,Not Available,2020-01-28 14:29:22.051337
234,0,圣乔治教堂是新加坡的一座圣公会教堂，位于东陵规划区，荷兰路附近的明登路。 圣乔治教堂属于圣公会新加坡教区，兴建于1910到1913年。这座圣公会教堂服务于英国军队的东陵军营— 曾是英国远东司令部的总部。1971年英军撤退后，由驻军教堂改为民用教堂。其花窗玻璃描绘基督。,226,None,0,44 Minden Road，Singapore 248816,Not Available,http://www.stgeorges.org.sg/,Not Available,Not Available,2020-01-28 14:29:31.318635
235,0,Not Available,227,None,0,"2 Sentosa Gateway, Singapore 099598(Sentosa Boardwalk)",+65-63769326,Not Available,Not Available,"Mon - Thurs: 4pm - 10pm Fri, Eve of Public Holidays: 12 noon - 2am Sat, Sun, Public Holidays: 10am -",2020-01-28 14:29:38.352694
