"","Chinese_name","English_name","open_time","phone_number","website","introduction","address","review_number","review_keywords"
"120","肯特岗公园","Kent Ridge Park","","","http://www.nparks.gov.sg/gardens-parks-and-nature/parks-and-nature-reserves/kent-ridge-park","['\n                        肯特岗公园 (Kent Ridge Park) ：位于新加坡 的西南部。', '\n位处“南波那维斯达路”(South Buona Vista Road) ，邻近“新加坡科学园”(Singapore Science Park)。 ', '\n沿有三个池塘，林荫羊肠小径贯通各处，这里严禁踏车，只能步行，健身园、七个特式凉亭及两个停车场，其中一个停车场是第二次世界大战 ，日本 侵略者与英国 军队的“巴西班让战役”的地点。 ', '\n适合活动', '\n野餐、漫步、在池塘玩电动船等。', '\n', '\n肯特岗公园(6张)占地47公顷，旧称鸦片山，是新加坡自然保护区之一。它是一座次森林山丘，也是候鸟的集居地。园内有一条长达800公尺的山径，是游人探索自然生态的好地方。 此外，山丘的后侧也有两个一大一小的池塘。前面部分最高处设有?望台，可以眺望新加坡西海岸景色。左边可看到炼油厂林立的岛屿，右边又可看到箱运码头。 ', '\n根据国家公园局的资料，肯特岗公园是拥有最多健身设施的国家公园，共有20种不同的健身站供使用者选择。此外，它的不平地势也常吸引了许多远足及大自然爱好者前来考察，或举办“寻宝”游戏。 ', '\n早在第二次世界大战期间，这里曾经是马来军团和日军抗战的地点之一。1942年2月13日，日军第18师攻打防守这座小山的第一马来军团、英国第二效忠军团和第44印度旅，这场长达48小时的搏斗有不少日军与马来军人战死。新加坡陆军最近“认养”了肯特岗公园，成为“陆军公园”(Army Green Park)，园内永久摆放了两架M114型榴弹炮和一架AMX－13轻型坦克，突显公园的历史和军事意义。\n                    ']","新加坡西南部","10.0","有图 (3条)好评（8条）中评（1条）差评（1条）南部山脊出口（1人提及）"
"121","爱琴桥","Elgin Bridge","","","","","Singapore, Singapore","23.0","有图 (13条)好评（18条）中评（5条）夜景很美（1人提及）"
"122","莱佛士登陆遗址","Raffles Landing Site","","","","['\n                        莱佛士登岸遗址位于新加坡河畔的泊船北码头，码头上矗立着莱佛士爵士铜像，铜像是为纪念莱佛士爵士这位新加坡的开埠者而立。', '\n史丹福·莱佛士爵士在他38岁那年发现了新加坡，新加坡在他的自由贸易观念影响下迅速成长，成为亚洲第一个自由贸易港。莱佛士爵士将新加坡称为“我的小孩”，而新加坡人则尊称他为“国父”。\n                    ']","Downtown Core 新加坡","35.0","有图 (17条)好评（24条）中评（9条）差评（2条）人很多（1人提及）在新加坡河边（1人提及）"
"123","滨海湾浮动舞台","The Float @ Marina Bay","","","","","20 Raffles Ave,Singapore 039805","10.0","有图 (5条)好评（8条）中评（1条）差评（1条）烟花秀（2人提及）金牌点评 (1条)"
"124","园艺园林","Hort Park","","","https://www.nparks.gov.sg/gardens-parks-and-nature/parks-and-nature-reserves/hortpark-southern-ridges","['\n                        HortPark是亚洲首个专为园艺而设的公园，有20个主题庭院、介绍室内及家居园艺的示范房屋单位、各类教学及训练设施和园艺产品专卖店。\n                    ']","33 Hyderabad Road, Singapore 119578, Singapore","10.0","有图 (7条)好评（10条）有游客中心（1人提及）"
"125","客纳街","Club Street","","","","['\n                        在远东广场对面的克纳街则是一条狭窄的小路，路的两旁挤满了独特的、修复过的店屋。这些店屋现以已为时尚的酒吧、餐馆和画廊。交通地铁至牛车水站E出口，然后沿着克罗士街直走。\n                    ']","Club St 新加坡","11.0","有图 (5条)好评（11条）适合拍照（1人提及）"
"126","晚晴园/孙中山故居","Sun Yat Sen Nanyang Memorial Hal","","","http://sysnmh.org.sg/en/about/overview","['\n                        又名孙中山南洋纪念馆，是新加坡最珍贵的国家古迹之一。1994年，古迹保存局将孙中山故居评定为国家级古迹。\n                    ']","12 Tai Gin Road, singapore","10.0","有图 (2条)好评（6条）中评（4条）"
"127","天福宫","Thian Hock Keng Temple Mural","['每日开放']","","http://www.thianhockkeng.com.sg/ home.html","['\n                        1821 年，天福宫 (Thian Hock Keng Temple) 由感谢妈祖保佑的海员修建而成，坐落于填海前的滨水地区。这座寺庙充满了浓重的中国南方传统建筑风格，使用了石材、瓷砖以及木材、龙凤装饰、精美的雕刻与宏伟的圆柱，更让人称奇的是，整座建筑未使用一根钉子。 ', '\n寺庙中清朝光绪皇帝于 1907 年御赐的匾额也值得一览，反映了天福宫在新加坡与中国历史与传承中的非凡地位。\n                    ']","93 Amoy Street, Singapore 069913, Singapore","21.0","有图 (10条)好评（18条）中评（3条）建筑很好（1人提及）金牌点评 (1条)"
"128","","","","","","","","",""
"129","英比奥山风景区","Imbiah","","","","['\n                        英比奥山景区是圣淘沙岛上最新开发的景点，连接着海滨和山顶。它从山下的自然开始，绕道而行，缓步而上，就可一路浏览万象新加坡馆、圣淘沙斜坡滑车、鱼尾 狮标志、摩天塔、蝴蝶园与世界昆虫馆、空中缆车及4D魔幻剧场。远处望去还可以看到圣淘沙西部的无敌海景与停泊在海上的船只。 ', '\n', '\n包含景点项目：', '\n1.新加坡杜莎夫人蜡像馆与万象新加坡 LIVE (Madame Tussauds Singapore & Images of Singapore LIVE)；', '\n2.蝴蝶园与昆虫王国 (Butterfly Park & Insect Kingdom)；', '\n3.圣淘沙鱼尾狮塔 (Sentosa Merlion)；', '\n4.迈佳探险乐园 (Mega Adventure Park)；', '\n5.圣淘沙4D探险乐园 (Sentosa 4D AdventureLand)；', '\n6.斜坡滑车和空中吊椅 (Skyline Luge Sentosa)；', '\n7.圣淘沙大自然探索之旅 (Sentosa Nature Discovery)；', '\n8.Tiger摩天塔 (Tiger Sky Tower)；', '\n9.新加坡缆车飞行线 (Singapore Cable Car Sky Network)；\n                    ']","Imbiah Lookout, Imbiah Walk (Sentosa Island) Singapore","18.0","有图 (9条)好评（16条）中评（2条）值得去（1人提及）"
"130","The Hive NTU","","","","http://www.ecocampus.ntu.edu.sg","","52 Nanyang Avenue, Singapore 639816","7.0","有图 (6条)好评（7条）离公交站近（1人提及）"
"131","新加坡国大博物馆","","['星期二至星期六 上午 10 点至晚上 7 点半 星期日 上午 10 点至下午 6 点 星期一及节假日不开放']","","http://www.nus.edu.sg/museum","['\n                        新加坡国大博物馆1997年在国立大学的肯特岗校区创立。宗旨在通过战略性手收购众多艺术作品、展出和研究。虽然远离市中心，但是这里有众多超出你想象的艺术作品值得你去欣赏。\n                    ']","University Cultural Centre National University of Singapore 50 Kent Ridge Crescent Singapore","8.0","有图 (5条)好评（8条）适合孩子（1人提及）值得去（1人提及）"
"132","西海岸公园","West Coast Park","","","http://www.nparks.gov.sg/cms/index.php?option=com_visitorsguide&task=parks&id=41&Itemid=73","","27 West Coast Highway Westway, Singapore 117867, Singapore","14.0","有图 (4条)好评（7条）中评（6条）差评（1条）适合一家（1人提及）人很多（1人提及）有饭店（1人提及）"
"133","碧山公园","Bishan Park","","","","['\n                        碧山公园是新加坡最为受欢迎的公园之一，它位于新加坡的中心区域。每年，公园到访的游客超过300万。与其它公园一样，为了满足游客的不同需求，以及提高公园的整体性能，公园最近也进行了一系列的改造和修葺，为这座城市带来全新的绿色生活空间。', '\n该项目属于新加坡公共设施活跃、美丽、整洁水域(ABCWaters)项目的一部分。它管理着整个新加坡的供水和排水系统。在碧山公园内，设计师将原有的长2.7公里的混凝土排水沟改造成了一条长3公里的天然运河，贯穿整个公园。此外，设计师对这座面积为62公顷的公园又进行了重新设计，提升了其娱乐氛围，打造出动态的水循环系统，其中包括波动水位，将游客的利益达到最大化。设计师还用从旧混凝土渠道上回收利用的木材为公园建造了3个游乐场、餐厅和一些新空间。在这里人们能更进一步的接近自然、欣赏自然。\n                    ']","Along Bishan Road and Ang Mo Kio Ave 1","13.0","有图 (6条)好评（11条）中评（1条）差评（1条）有餐厅（1人提及）强烈推荐（1人提及）"
"134","圣约翰岛","Saint John's Island","","","","","新加坡棋樟山岛","9.0","有图 (4条)好评（8条）差评（1条）适合家人（1人提及）注意防晒（1人提及）"
"135","维达帕提雅卡雅曼兴都庙","Sri Vadapathira Kaliamman Temple","","","http://srivadapathirakali.org/","","555 Serangoon Road, Singapore 218174, Singapore","15.0","有图 (8条)好评（9条）中评（6条）印度教寺庙（2人提及）不能拍照（1人提及）"
"136","新加坡国会大厦","Parliament of Singapore","['不开放']","","https://www.parliament.gov.sg/","['\n                        ·新加坡国会大厦是当前新加坡政府的所在。\n                    ']","1 Parliament Place Parliament House Complex | Parliament House, Singapore 178880, Singapore","5.0","有图 (2条)好评（5条）"
"137","宝莱坞蔬菜农场","Bollywood Veggies","['09:30-18:30 (1月1日-12月31日 周三-周五)08:00-18:30 (1月1日-12月31日 周六-周日)', '\n']","","http://www.yoursingapore.com/content/traveller/en/browse/see-and-do/nature-and-wildlife/farms/bollywood-veggies.html?TAHotelCode=163","['\n                        宝莱坞蔬菜农场（Bollywood Veggies）因专门种植新鲜、健康、无化学农药无生长激素的本地农产品而闻名，农场餐厅美味的家常菜肴也颇具特色。', '\n农场占地10英亩，由Ivy Singh-Lim与Lim Ho Seng共同所有，每位到访的游客都会受到两位主人热忱周到的服务。花20分钟漫步农场，跟随导游一路观赏这里生长的各种蔬菜或自己喜欢的盆栽植物。', '\n农场中的小餐馆拥有一个趣怪的名字——“毒藤”（Poison Ivy Bistro），各种自酿的美酒饮料、极富特色的菜肴绝对会让您惊喜不已。请注意：农场仅接受现金付款，园内也未设ATM机，所以启程前请做好准备。在参 观宝莱坞蔬菜农场之后，您还可以购买一些新鲜的蔬菜带回家。\n                    ']","100 Neo Tiew Road, Singapore 719026, Singapore","4.0","有图 (4条)好评（4条）有餐厅（1人提及）"
"138","樟宜海滨公园","Changi Beach Park","","","","['\n                        这里是新加坡东海岸看日出的好地方之一。有自行车和小舟出租；有沙滩长椅供游客休息，海滩娱乐项目很丰富，是新加坡人周末度假的好地方，当地人很喜欢在此散步或者夜营。\n                    ']","Along Nicoll Drive and Changi Coast Road","2.0","有图 (1条)好评（1条）中评（1条）"
"139","花拉公园","Farrer Park","","","","['\n                        捷运花拉公园  在小印度的一端\n                    ']","15 Gloucester Road Singapore 219457","8.0","有图 (3条)好评（5条）中评（2条）差评（1条）人很多（1人提及）小印度附近（1人提及）"
"140","龟屿岛","Kusu Island","['每日 24 小时']","","http://www.sentosa.com.sg/en/nature/southern-islands/kusu-island/","['\n                        龟屿岛又名“峰岛”，岛上有一座修建于 1923 年的华人寺庙“大伯公庙”。岛上的山顶处则有三座马来圣祠，每年人们前来进香朝拜都需要攀爬 152 级阶梯才可到达。', '\n龟屿岛（Kusu Island）拥有多处宗教圣地，一年一度的“龟屿进香”都在此举行', '\n龟屿岛不仅拥有丰富的文化遗产，其秀美的风景也广受好评\n                    ']","Kusu Island Singapore","6.0","有图 (2条)好评（6条）大伯公庙附近（1人提及）金牌点评 (1条)"
"141","武吉巴督自然公园","Bukit Batok Nature Park","['每天晚上19:00到早上 7:00（照明时段）']","","http://www.yoursingapore.com/content/traveller/en/browse/see-and-do/nature-and-wildlife/parks-and-gardens/bukit-batok-nature-park.html?TAHotelCode=133","['\n                        武吉巴督天然公园（Bukit Batok Nature Park）以其蜿蜒的步道和如画的森林美景而广受自然爱好者与跑步者们的喜爱。如果您沿着小径前行，还可以到达多个高达10层楼的瞭望点，俯瞰周围的美景。', '\n在公园的入口处附近，您还会发现一个废弃的采矿场，它位于高耸的悬崖壁脚下，是该地区在采矿时期留下的遗迹。您可以在蜿蜒起伏的小径清静地漫步，感受公园的无限魅力。', '\n公园的前身是两座由日本所修建的战争纪念碑，用于纪念他们死去的战士。纪念碑至今已不复存在，仅残留了两根柱子、一座输电塔以及一组120级的台阶将两者相连。阶梯一边的牌匾静静地提醒着游客们这里的历史。在武吉巴督自然公园散步，畅快呼吸新鲜空气。\n                    ']","Bukit Batok East Avenue 2, Singapore 659840, Singapore","6.0","有图 (2条)好评（6条）适合朋友（1人提及）景色很美（1人提及）"
"142","新加坡科技设计大学","Singapore University of Technology and Design","","","http://www.sutd.edu.sg","","8 Somapah Rd, Singapore 487372","4.0","有图 (3条)好评（3条）中评（1条）"
"143","拉柏多自然保护区","Labrador Nature Reserve","['拉柏多秘密隧道(Labrador Secret Tunnels) ', '\n每天上午10：00 到晚上7：00', '\n（晚6点以后不再向游客提供导游服务）']","","http://www.nparks.gov.sg/gardens-parks-and-nature/parks-and-nature-reserves/labrador-nature-reserve","['\n                        在拉柏多自然保护区 (Labrador Nature Reserve)，探寻崖壁间的葳蕤植物，纵览海天一色的壮丽美景。如果您厌烦了城市的喧嚣，这里必将带给您宁静平和与隐逸于世的轻松与自然。', '\n', '\n沿着自然观光路线，您可以观赏到50 多种鸟类，看到11种曼舞于花间叶上的蝴蝶。途中，活泼的松鼠可能从您面前跃过，纵身跳上高高的大树。耳畔则萦绕着黄鹂与鹊鸲的阵阵吟唱。', '\n', '\n此外，您还可以前往二战遗址，近距离观看战争遗迹、隧道以及堡垒，追忆和缅怀远去的硝烟年代。如果您对历史兴趣浓厚，还可参加每天的隧道导览，了解更多史料。保护区内还设有健身中心和慢跑道，让您在如画美景中舒畅地锻炼身体。', '\n', '\n请注意，为进行工作维护，拉柏多自然保护区现已关闭秘密隧道。面向公众开放的时间有待进一步通知。\n                    ']","Labrador Villa Road Tanjong Berlayer Park, Singapore 119187, Singapore","6.0","有图 (2条)好评（6条）游人很少（1人提及）"
"144","直落布兰雅山公园","Telak Blangah Hill Park","","","http://www.nparks.gov.sg/gardens-parks-and-nature/parks-and-nature-reserves/telok-blangah-hill-park/what-to-see","","Henderson Road, Singapore, Singapore","4.0","有图 (3条)好评（3条）中评（1条）"
"145","三巴旺公园","Sembawang Park","['全天 (1月1日-12月31日 周一-周日)', '\n']","","","","Sembawang Rd, Singapore, Singapore","5.0","有图 (2条)好评（3条）中评（1条）差评（1条）历史悠久（1人提及）"
"146","Dempsey Hill","","","","http://www.dempseyhill.com","","新加坡","8.0","有图 (3条)好评（8条）交通不便利（2人提及）"
"147","土生华人坊","","","","","['\n                        在新加坡乌节路的中心区，有一个殖民式建筑的商店街，里面有餐厅及商店。2楼有许多马来及中国式的家具以及家具展示博物馆。\n                    ']","Orchard Road,Singapore","2.0","有图 (2条)好评（2条）乌节路旁（1人提及）逛一天（1人提及）"
"148","滨海湾城市规划展览馆","Marina Bay City Gallery","","","http://www.marina-bay.sg/marinabaycitygallery.html","['\n                        2010年7月建成。它坐落在滨海林荫道边的滨海步行道旁，是一座非常环保的建筑。它通过多媒体技术，展出了一个很大规模的滨海湾模型。\n                    ']","11 Marina Boulevard, Singapore 018940, Singapore","3.0","有图 (2条)好评（2条）中评（1条）"
"149","新生水展览馆","The NEWater Visitor Centre","['星期二到星期天', '\n上午 9 点到下午 5 点半', '\n', '\n公共假日闭馆', '展开全部>']","","http://www.pub.gov.sg/newater/","","20 Koh Sek Lim Road 新加坡","7.0","有图 (1条)好评（6条）中评（1条）交通方便（1人提及）"
"150","娘惹博物馆","The Intan","['07:00-22:00 (1月1日-12月31日 周日-周六)', '\n']","","http://the-intan.com/2012/","","69 Joo Chiat Terrace, Singapore 427231, Singapore","1.0","有图 (1条)好评（1条）需要预约（1人提及）"
"151","善牧主教座堂","Cathedral of the Good Shepherd","['周日上午7:00 - 下午7:30周一 - 周五上午9:30 - 下午5:30周六上午8:30 - 下午8:00']","","http://cathedral.catholic.sg","['\n                        善牧主大教堂是新加坡最古老的罗马天主教教堂，1832年开始建造。位于City Hall MRT附近，比邻CHIJMES (赞美广场)。建筑模仿了伦敦的科文特花园圣保罗教堂以及圣马田教堂，是天主教新加坡总教区的主教座堂，总主教的驻地。\n                    ']","A Queen Street Singapore","6.0","有图 (2条)好评（5条）中评（1条）天主教教堂（3人提及）"
"152","仄爪哇湿地","Chek Jawa Wetlands","","","http://www.yoursingapore.com/content/traveller/en/browse/see-and-do/nature-and-wildlife/parks-and-gardens/chek-jawa.html?TAHotelCode=134","['\n                        这里的生态环境相当独特，包括了沙滩、岩滩、海草泻湖、珊瑚碎片、红树林和滨海森林等。生态种类繁多，每天落潮时分可见湿地全貌。届时虾蟹成群在生满海草的浅滩上横行，别有一份风情。到乌敏岛一游，千万不要错过仄爪哇湿地景点。\n                    ']","Pulau Ubin","8.0","有图 (4条)好评（7条）差评（1条）"
"153","仙人掌花园","","","","","","樟宜机场T1(3楼离境转机大厅)","3.0","有图 (2条)好评（3条）"
"154","新加坡植物园遗产博物馆","SBG Heritage Museum","","","","","1 Cluny Road, Singapore","1.0","有图 (1条)好评（1条）"
"155","中央集水区自然保护区","Central Catchment Nature Reserve","","","","","新加坡中央集水区自然保护区","3.0","有图 (2条)好评（3条）"
"156","翡翠山","Emerald Hill","","","","","Off Orchard Road, Singapore, Singapore","4.0","有图 (3条)好评（4条）适合拍照（1人提及）值得去（1人提及）乌节路附近（1人提及）"
"157","史前公园","Zoo-rassic Park","","","http://zoo.com.sg","['\n                        史前公园 (Zoo-rassic Park) 是其中最具标志性的一个展览。通过生动再现的史前动物，让您更了解第五次大灭绝（可能是第六次）。', '\n穿行在烟雾缭绕的恐龙谷 (Dinosaur Valley) 之中，与超过 20 种恐龙近距离接触（不用担心，这些恐龙都是电子仿生作品）。雄伟霸气的霸王龙与凶神恶煞的伶盗龙（牙齿、爪子及其所有部位惟妙惟肖）与您近在咫尺，不容错过。\n                    ']","80 Mandai Lake Rd","2.0","有图 (1条)好评（2条）"
"158","魟鱼湾","Ray Bay","['课程时间:  每日 下午从下午1点每小时进行至下午5点']","","","['\n                        与魟鱼做近距离的接触，喂食它们，并轻抚它们那滑溜溜的鱼鳍，前来报名感受与魟鱼互动的奇妙乐趣。通过趣味与学习兼具的探奇之旅，进一步了解这些神奇的海洋生物。\n                    ']","8 Sentosa Gateway, Sentosa Island, Singapore 098269","2.0","好评（2条）海豚园旁边（1人提及）"
"159","南洋艺术学院","Nanyang Academy of Fine Arts","","","","['\n                        新加坡南洋艺术学院，也简称南艺，前身为南洋美术专科学校，于1938年由一批热心美术人士及美术教育工作者所成立。建校初期只有14名纯美术系学生。', '\n1975年，南艺开办第一个业余美术设计课程，以应付市场需求。1982年，又将它进一步提升为全日制文凭课程。1984年以后，音乐、舞蹈、室内设计及服装设计系先后成立，至此南艺共有六个科系。', '\n1991年，南艺开办了天才儿童钢琴班。两年后，前新广华乐团也加入南艺的阵容，并改称“狮城华乐团”。为了推广新加坡资讯科技的发展，南艺在国家电脑局资助下，于1997年1月设立多媒体系。同时，也成立了视觉艺术学校、表演艺术学校及服装专科学校。1997年8月，戏剧系的成立，使表演艺术学校因此而能更全面的发展。', '\n1998年7月，南艺分别与澳洲科玎科技大学及西悉尼大学联办纯美术与美术设计学位课程。有志提升自己的人，南艺也开办分别与英国哈德斯费特大学及诺坦堡大学联办的室内设计荣誉学位及服装荣誉学位等课程。多媒体及音乐学位课程也将在随后推出。', '\n1999年1月，南艺成立了少年儿童艺术学校，将属下科系重组，并加强少年儿童艺术的普及工作。随着该校的成立，南艺旗下的学校亦增至四所。', '\n1999年4月，南艺被提升为同等于理工学院的学府，并继续保持其自主的地位。在此提升计划下，南艺将于5年内开办由国立大学颁发学位的视觉艺术学位课程。\n                    ']","新加坡","7.0","有图 (2条)好评（6条）中评（1条）"
"160","滨海步道","Waterfront Promenade","","","","","Singapore, ,Singapore","4.0","有图 (1条)好评（3条）中评（1条）人很多（1人提及）"
"161","萤火虫健康蔬菜农场","Fire Flies Health Farm","['每天上午 10:00 到下午 5:00']","","http://www.yoursingapore.com/content/traveller/en/browse/see-and-do/nature-and-wildlife/farms/fire-flies-health-farm.html?TAHotelCode=157","['\n                        萤火虫健康蔬菜农场（Fire Flies Health Farm）是一家旨在种植健康食品的有机农场。农场杜绝使用杀虫剂、杀菌剂、生长诱导剂、除草剂、化肥或动物粪便。农事活动需要的所有养分均来自岩石尘土、糖蜜以及海草等天然物质。', '\n利用土壤这一植物的“天然栖息地”种植健康食物是农场的最大特色。农场以“安心、健康饮食”为口号，种植了大量多叶蔬菜、野菜、当地水果、豆类、瓜果以及当地草药。所有产品均可对外销售。', '\n参观位于林厝港（Lim Chu Kang）的萤火虫健康蔬菜农场，您可以亲临环保健康食物种植现场。如有喜欢的有机农产品，您还可现场购买，将其带回给亲朋好友。\n                    ']","Lot 75 Lim Chu Kang Lane 2, Singapore 718822, Singapore","2.0","有图 (2条)好评（2条）"
"162","空军博物馆","Air Force Museum","","","http://www.mindef.gov.sg/imindef/mindef_websites/atozlistings/air_force/about/museum.html","['\n                        占地10,600平方米、拥有室内与室外展厅的新加坡空军博物馆，呈现了新加坡共和国空军的成长历史。 新加坡空军的前身是1927年建立的皇家空军。博物馆里收藏了大量殖民时期的文物和飞行器械，其中包括当时的帽徽和猎犬式导弹。\n                    ']","400 Airport Road, Singapore 534234, Singapore","6.0","有图 (1条)好评（6条）距离市中心远（2人提及）"
"163","慕达发购物中心","Mustafa Centre","['12:00-23:59 (1月1日-12月31日 周日-周六)', '\n']","","","","145 Syed Alwi Road Mustafa Centre,Singapore 207704, ,Singapore","2.0","好评（2条）"
"164","光明山普觉寺","Kong Meng San Phor Kark See Temple","","","http://www.kmspks.org/","","88 Bright Hill Road Kong Meng San Phor Kark See Monastery, Singapore 574117, Singapore","4.0","有图 (2条)好评（2条）中评（1条）差评（1条）人挺多（1人提及）"
"165","克兰芝阵亡战士纪念碑","Kranji War Memorial","","","","","9 Woodlands Road, 新加坡 738656","5.0","有图 (2条)好评（3条）中评（2条）"
"166","Palawan Pirate Ship","","['10:00-18:00 (1月1日-12月31日 周一-周日)', '\n']","","http://www.sentosa.com.sg/Explore/Attractions/Palawan-Pirate-Ship","","Palawan Beach, Sentosa","3.0","有图 (2条)好评（3条）适合孩子（2人提及）四点一关闭（1人提及）"
"167","幻光雨林之夜","Rainforest Lumina","['周一至周日 19:30-00:00（最晚入园时间10:30）']","","http://rainforestlumina.wrs.com.sg","['\n                        幻光雨林之夜是为纪念新加坡动物园成立45周年，而推出的一个以野生动物园为背景，结合了光影和音效的多媒体夜行体验。幻光雨林之夜由10个以上的区域组成，秉承每个人都可以在雨林里拥有属于自己的专属角色的理念，在新加坡动物园开启幻光雨林之夜，你可以在其中和动物一起玩耍，一起倾听动物的声音，一起漫步在灯光打造雨林中享受炫目的视觉灯光色彩。\n                    ']","80 Mandai Lake Rd, Singapore 729826","1.0","有图 (1条)好评（1条）"
"168","榜鹅水道公园","Punggol Park","","","http://www.nparks.gov.sg/gardens-parks-and-nature/parks-and-nature-reserves/punggol-park","","Junction of Hougang Avenue 8 and Hougang Avenue 10, 新加坡","5.0","有图 (2条)好评（3条）中评（2条）"
"169","新加坡市区重建局","Urban Redevelopment Authority","['08:30-17:00 (1月1日-12月31日 周一-周日)', '\n']","","http://www.ura.org.hk/tc/","['\n                        市区重建局（市建局）乃根据《市区重建局条例》於二零零一年五月成立，取代前土地发展公司，作为进行、鼓励、推广及促进本港市区更新的法定机构。', '\n', '\n二零零二年六月立法会财务委员会批准政府由二零零二／零三年财政年度起分五年向市建局共注资港币一百亿元。政府亦以豁免补地价形式批地予市建局作为其中一项补助措施。', '\n', '\n市建局按《市区重建局条例》，在推行市区更新计划时，以应有的审慎原则理财，以达致财政自给的长远目标。', '\n', '\n二零一一年公布的《市区重建策略》包括重建发展、楼宇复修、文物保育和旧区活化。市建局应以「重建发展」和「楼宇复修」为其核心业务。', '\n', '\n目前，本港约有十一万人居住於恶劣的环境中。有人住在一个单位厨房内的细小阁楼内，也有十数户人居住在少於四十七平方米单位内的十多个狭窄板间房内，共用厨房和洗手间。夏季时，板间房的日间气温可高达摄氏三十七度，缺窗缺风，更遑论空调，苦况可想而知。', '\n', '\n市建局的首要目标是改善旧区居民的生活环境，更新旧区。透过推动市区更新计划，我们致力为香港市民缔造优质的城市生活。\n                    ']","45 Maxwell Road, The URA Centre,Singapore","2.0","有图 (1条)好评（2条）"
"170","河的子民","People of the River","['全天 24 小时开放']","","","['\n                        新加坡河畔伫立着一系列形态各异的雕塑群，每一组都是旧日时光的缩影。\n                    ']","Singapore River","4.0","有图 (2条)好评（2条）中评（2条）新加坡河边（2人提及）"
"171","圣伯多禄圣保禄教堂","Church of Saints Peter and Paul","","","http://www.sppchurch.org.sg/","['\n                        圣伯多禄圣保禄堂（Church of Saints Peter and Paul）兴建于1869年到1870年，是新加坡的一座罗马天主教教堂，位于新加坡中区的皇后街。目前是新加坡国家古迹。', '\n弥撒通常使用英语，星期天上午举行一场普通话弥撒，以及星期天下午举行一场广东话弥撒。\n                    ']","225A Queen Street Church of St Peter And St Paul, Singapore 188551, Singapore","6.0","有图 (4条)好评（4条）中评（2条）天主教教堂（1人提及）"
"172","通讯及新闻部","Ministry of Communications & Information (MCI)","['周一至周五 09:00-18:00', '\n周一至周日 休馆']","","http://mci.gov.sg","","140 Hill Street #01-01A, Old, Hill St, Police Station","4.0","有图 (2条)好评（4条）不要拍照（1人提及）"
"173","达豪施纪念碑","Dalhousie Obelisk","['全天 (1月1日-12月31日 周一-周日)', '\n']","","http://www.yoursingapore.com/content/traveller/en/browse/see-and-do/arts-and-entertainment/architecture/dalhousie-obelisk.html?TAHotelCode=73","['\n                        这座纪念碑坐落在皇后坊旁的新加坡河畔，是为纪念印度总督达豪施公爵于1850年访问新加坡而建造的。\n                    ']","1 Empress Place Empress Place Building, Singapore 179555, Singapore","7.0","有图 (5条)好评（4条）中评（3条）适合拍照（1人提及）历史悠久（1人提及）"
"174","中央消防局","Central Fire Station","","","","","62 Hill Street Central Fire Station, Singapore, Singapore","4.0","有图 (4条)好评（4条）"
"175","OCBC Skyway","","","","","","18 Marina Gardens Drive Gardens By the Bay,Gardens by the Bay,Singapore 018953, ,Singapore","1.0","有图 (1条)好评（1条）"
"176","Joo Chiat/Katong","","","","","","Singapore 427585, ,Singapore","1.0","有图 (1条)好评（1条）人很多（1人提及）"
"177","Golden Mile Complex","","","","","","5001 Beach Road Golden Mile Complex,Singapore 199588, ,Singapore","1.0","有图 (1条)好评（1条）人很多（1人提及）"
"178","硕莪街","Sago Street","","","http://chinatown.sg","['\n                        整条街糕饼飘香，有经营中药、古玩、肉干的店铺，是采买手礼的好地方。特别是百年老店“冯满记席庄”，其制作藤席的独特手艺历经四代传承，扬名东南亚。\n                    ']","Chinatown, Singapore, Singapore","6.0","有图 (3条)好评（4条）中评（2条）"
"179","","","","","","","","",""
"180","樟宜监狱博物馆","Changi Prison Chapel and Museum","['每天9:30-17:00，包括公共假日，最晚入场时间为16:30。']","","http://www.changimuseum.sg","['\n                        樟宜监狱博物馆(Changi Prison Chapel and Museum) 是新加坡一个鲜为人知的博物馆。此博物馆中陈列的是二次世界大战终日军占领新加坡期间，盟军战俘据于此的生活记录史实。建筑是仿照1942-1945年日军占领期间所关押战俘所建的旧教堂模式而建造。馆中的许多实物都是被关押者所捐赠。\n                    ']","1000 Upper Changi Road North, 新加坡 507707","4.0","好评（4条）"
"181","新加坡国家体育场","National Stadium","","","http://www.yoursingapore.com/content/traveller/en/browse/see-and-do/sports-and-recreation/recreation-spaces/national-stadium.html?TAHotelCode=269","['\n                        新加坡国家体育场坐落于滨海湾的东北岸，这是一座在老的新加坡国家体育场原址上全新重建的建筑，这里拥有全世界最先进的软硬件设施。全新的国家体育场是新加坡国家足球队的新主场，同时也将承办许多重大的体育赛事，在这个拥有55000个座位的体育场中，人们不仅可以欣赏精彩的体育赛事，还可以欣赏美丽的海湾景色。\n                    ']","Stadium Dr","4.0","有图 (1条)好评（4条）新加坡地标（1人提及）"
"182","洛阳大伯公宫","Loyang Tua Pek Kong Temple","['00:00-23:59 (1月1日-12月31日 周日-周六)', '\n']","","http://lytpk.org.sg","","20 Loyang Way, Singapore 508774, Singapore","2.0","有图 (1条)好评（2条）"
