"X";"POI";"link";"num_reviews";"address";"translatedContent"
872;"Discover Singapore（新加坡樟宜机场二号航站楼2层#027-028/029）";"https://you.ctrip.com/shopping/singapore53/4314817.html";0;"#027-028/029 Terminal 2, Changi Airport, Singapore";"Discover Singapore（新加坡樟宜机场二号航站楼2层#027-028/029）"
873;"Asia Favourites（新加坡樟宜机场二号航站楼2层）";"https://you.ctrip.com/shopping/singapore53/4314812.html";0;"#026-110/02 Terminal2, Changi Airport, Singapore";"Asia Favourites（新加坡樟宜机场二号航站楼2层）"
874;"Discover Singapore（新加坡樟宜机场三号航站楼2层#02-63）";"https://you.ctrip.com/shopping/singapore53/4315811.html";0;"#02-63 Terminal 3, Changi Airport, Singapore";"Discover Singapore（新加坡樟宜机场三号航站楼2层#02-63）"
875;"Discover Singapore（新加坡樟宜机场三号航站楼2层#02-03A）";"https://you.ctrip.com/shopping/singapore53/4312806.html";0;"#02-03A Terminal 3, Changi Airport, Singapore";"Discover Singapore（新加坡樟宜机场三号航站楼2层#02-03A）"
876;"Discover Singapore（新加坡樟宜机场四号航站楼2层）";"https://you.ctrip.com/shopping/singapore53/4315814.html";0;"#02-73,74,75,75,77 Terminal 4, Changi Airport, Singapore";"Discover Singapore（新加坡樟宜机场四号航站楼2层）"
877;"Pedro（星耀樟宜-樟宜机场T1前方）";"https://you.ctrip.com/shopping/singapore53/4313811.html";0;"Jewel Changi Airport, #B1-257, 78 Airport Boulevard, Singapore 819666";"Pedro（星耀樟宜-樟宜机场T1前方）"
878;"Pedro（DFS旗下T广场）";"https://you.ctrip.com/shopping/singapore53/4327750.html";0;"Level 4, 25 Scotts Rd, Singapore 228220";"Pedro（DFS旗下T广场）"
879;"PINKO（高岛屋精品店）";"https://you.ctrip.com/shopping/singapore53/4279747.html";0;"Level 1,  391A Orchard Road, Singapore";"PINKO（高岛屋精品店）"
880;"PINKO（爱雍·乌节精品店）";"https://you.ctrip.com/shopping/singapore53/4279748.html";0;"Shop #03-21, Level 3, ION Orchard, 2 Orchard Turn, Singapore";"PINKO（爱雍·乌节精品店）"
881;"VShopSG.com";"https://you.ctrip.com/shopping/singapore53/70187302.html";0;"新加坡 邮政编码: 760798";"VShopSG.com"
882;"Buangkok square mall";"https://you.ctrip.com/shopping/singapore53/70188189.html";0;"300F Lor Buangkok Singapore 547685 Lor Buangkok, Singapore 547685";"Buangkok square mall"
883;"SingPost Centre";"https://you.ctrip.com/shopping/singapore53/78726124.html";0;"10 Eunos Road 8 Singapore Post Centre, Singapore 408600, Singapore";"SingPost Centre"
884;"White Sands";"https://you.ctrip.com/shopping/singapore53/78728110.html";0;"1 Pasir Ris Central Street 3 | #05-07 White Sands, Singapore 518457, Singapore";"White Sands"
885;"Rivervale Mall";"https://you.ctrip.com/shopping/singapore53/78731992.html";0;"11 Rivervale Crescent Rivervale Mall, Singapore 545082, Singapore";"Rivervale Mall"
886;"Mapex Building";"https://you.ctrip.com/shopping/singapore53/70272083.html";0;"37 Jln Pemimpin, Singapore 577177";"Mapex Building"
887;"Cold Storage Specialty(滨海湾金沙店)";"https://you.ctrip.com/shopping/singapore53/1652198.html";0;"2 Bayfront Avenue The Shoppes Marina Bay Sands #B2-46(Sheares Link)";"Cold Storage Specialty(滨海湾金沙店)"
888;"Guradian Pharmacy(Orchard Road)";"https://you.ctrip.com/shopping/singapore53/1364204.html";0;"290 Orchard Road";"Guradian Pharmacy(Orchard Road)"
889;"7-11";"https://you.ctrip.com/shopping/singapore53/1364217.html";0;"1 Changi Village Road";"7-11"
890;"Monavie";"https://you.ctrip.com/shopping/singapore53/1364220.html";0;"2 Havelock Road";"Monavie"
891;"Hush Puppies(Maritime Square)";"https://you.ctrip.com/shopping/singapore53/1364228.html";0;"Maritime Square";"Hush Puppies(Maritime Square)"
892;"三丽鸥礼品店";"https://you.ctrip.com/shopping/singapore53/1364244.html";0;"Maritime Square";"三丽鸥礼品店"
893;"Popular Bookstore";"https://you.ctrip.com/shopping/singapore53/1364246.html";0;"301 Upper Thomson Road";"Popular Bookstore"
894;"1st Jewellery";"https://you.ctrip.com/shopping/singapore53/1364252.html";0;"Geylang Road";"1st Jewellery"
895;"The Living Pharmacy";"https://you.ctrip.com/shopping/singapore53/1364256.html";0;"10 Tampines Central 1";"The Living Pharmacy"
896;"Albion Cosmetics & Beauty Centre";"https://you.ctrip.com/shopping/singapore53/1364262.html";0;"Orchard Plaza #02-05, 150 Orchard Road";"Albion Cosmetics &amp; Beauty Centre"
897;"7-11";"https://you.ctrip.com/shopping/singapore53/1364264.html";0;"163 Tanglin Road";"7-11"
898;"健安喜(Thomson Road)";"https://you.ctrip.com/shopping/singapore53/1364266.html";0;"238 Thomson Road";"健安喜(Thomson Road)"
899;"Pharmacy";"https://you.ctrip.com/shopping/singapore53/1364276.html";0;"100 Bukit Timah Road";"Pharmacy"
900;"BHG(Century Square)";"https://you.ctrip.com/shopping/singapore53/1364282.html";0;"Century Square, 2 Tampines Central 5, #01-06, #02-08 & #03-07";"BHG(Century Square)"
901;"Yves Saint Laurent";"https://you.ctrip.com/shopping/singapore53/1364284.html";0;"Paragon #01-47, 290 Orchard Road";"Yves Saint Laurent"
902;"Prince Pharmacy";"https://you.ctrip.com/shopping/singapore53/1364304.html";0;"People's Park Complex #01-56, 1 Park Road";"Prince Pharmacy"
903;"Unity(Orchard Road)";"https://you.ctrip.com/shopping/singapore53/1364313.html";0;"Orchard Road";"Unity(Orchard Road)"
904;"健安喜(Orchard Road)";"https://you.ctrip.com/shopping/singapore53/1364314.html";0;"176 Orchard Road";"健安喜(Orchard Road)"
905;"7-11(Temple Street)";"https://you.ctrip.com/shopping/singapore53/1364322.html";0;"46 Temple Street";"7-11(Temple Street)"
906;"May Fashion Accessories";"https://you.ctrip.com/shopping/singapore53/1364330.html";0;"Tanjong Pagar Plaza, 1 Tanjong Pagar Plaza";"May Fashion Accessories"
907;"77th Street";"https://you.ctrip.com/shopping/singapore53/1364350.html";0;"260 Orchard Road";"77th Street"
908;"Hup Seng Kee生鲜超市";"https://you.ctrip.com/shopping/singapore53/1364354.html";0;"HDB Teck Whye #01-335, 139 Teck Whye Lane";"Hup Seng Kee生鲜超市"
909;"7-11(Central Square)";"https://you.ctrip.com/shopping/singapore53/1363976.html";0;"Central Square, 20 Havelock Road, #01-18";"7-11(Central Square)"
910;"Cheers(Orchard Link)";"https://you.ctrip.com/shopping/singapore53/1364017.html";0;"2 Orchard Link";"Cheers(Orchard Link)"
911;"New Balance";"https://you.ctrip.com/shopping/singapore53/1364045.html";0;"10 Tampines Central 1";"New Balance"
912;"New Balance";"https://you.ctrip.com/shopping/singapore53/1364047.html";0;"The Comtech #02-09, 60 Alexandra Terrace";"New Balance"
913;"Four Leaves";"https://you.ctrip.com/shopping/singapore53/1364079.html";0;"301 Upper Thomson Road";"Four Leaves"
914;"Cortina Watch";"https://you.ctrip.com/shopping/singapore53/1364102.html";0;"9 Raffles Boulevard";"Cortina Watch"
915;"7-11(Anson Road)";"https://you.ctrip.com/shopping/singapore53/1364110.html";0;"10 Anson Road";"7-11(Anson Road)"
916;"Ntuc Fairprice";"https://you.ctrip.com/shopping/singapore53/1364116.html";0;"Lorong 6 Toa Payoh";"Ntuc Fairprice"
917;"Cold Storage(River Valley Road)";"https://you.ctrip.com/shopping/singapore53/1364117.html";0;"491 River Valley Road";"Cold Storage(River Valley Road)"
918;"Gold Corner Fashion";"https://you.ctrip.com/shopping/singapore53/1364135.html";0;"1 Brooke Road";"Gold Corner Fashion"
919;"Raoul(Orchard Road)";"https://you.ctrip.com/shopping/singapore53/1364158.html";0;"290 Orchard Road";"Raoul(Orchard Road)"
920;"The Hour Glass(Orchard Road)";"https://you.ctrip.com/shopping/singapore53/1364172.html";0;"320 Orchard Road";"The Hour Glass(Orchard Road)"
921;"3.1 Phillip Lim";"https://you.ctrip.com/shopping/singapore53/1364178.html";0;"581 Orchard Road";"3.1 Phillip Lim"
922;"Cheers(Airport Boulevard)";"https://you.ctrip.com/shopping/singapore53/1364182.html";0;"65 Airport Boulevard";"Cheers(Airport Boulevard)"
923;"Disney Florist & Trading";"https://you.ctrip.com/shopping/singapore53/1364188.html";0;"Roxy Square #01-14, 50 East Coast Road";"Disney Florist &amp; Trading"
924;"盖璞(Temasek Boulevard)";"https://you.ctrip.com/shopping/singapore53/1364199.html";0;"3 Temasek Boulevard";"盖璞(Temasek Boulevard)"
925;"维多利亚的秘密(Resorts World Sentosa)";"https://you.ctrip.com/shopping/singapore53/1375451.html";0;"8 Sentosa Gateway | Level 2 Resorts World Sentosa, Singapore, Singapore";"维多利亚的秘密(Resorts World Sentosa)"
926;"Bras Basah Complex";"https://you.ctrip.com/shopping/singapore53/1375494.html";0;"Bras Basah Complex, Blk 233 Bain St, #04-11, Singapore 180231, Singapore";"Bras Basah Complex"
927;"the little drom store";"https://you.ctrip.com/shopping/singapore53/1375501.html";0;"Sota (School of the Arts), 1 Zubir Said Drive, 02-01, Singapore, Singapore";"the little drom store"
928;"NIKE(董厦店)";"https://you.ctrip.com/shopping/singapore53/1582534.html";0;"L3, Tangs , 310 Orchard Road(近Nutmeg Rd)";"NIKE(董厦店)"
929;"Zouk Flea and Easy Market";"https://you.ctrip.com/shopping/singapore53/2272966.html";0;"3C River Valley Road, The Cannery 179022";"Zouk Flea and Easy Market"
930;"Bras Basah Complex";"https://you.ctrip.com/shopping/singapore53/1375494.html";0;"Bras Basah Complex, Blk 233 Bain St, #04-11, Singapore 180231, Singapore";"Bras Basah Complex"
931;"SingPost Centre";"https://you.ctrip.com/shopping/singapore53/78726124.html";0;"10 Eunos Road 8 Singapore Post Centre, Singapore 408600, Singapore";"SingPost Centre"
932;"White Sands";"https://you.ctrip.com/shopping/singapore53/78728110.html";0;"1 Pasir Ris Central Street 3 | #05-07 White Sands, Singapore 518457, Singapore";"White Sands"
933;"Dior(Metro Paragon新加坡店)";"https://you.ctrip.com/shopping/singapore53/2490092.html";0;"290 Orchard Road, #02-05/15, Paragon";"Dior(Metro Paragon新加坡店)"
934;"阿迪达斯(Orchard Road)";"https://you.ctrip.com/shopping/singapore53/2536594.html";0;"160 Orchard Road, level 5(S238842)";"阿迪达斯(Orchard Road)"
935;"兰蔻(Orchard Road)";"https://you.ctrip.com/shopping/singapore53/2558383.html";0;"Robinsons Orchard, 260 Orchard Road, The Heeren, Singapore";"兰蔻(Orchard Road)"
936;"优衣库";"https://you.ctrip.com/shopping/singapore53/2509080.html";0;"#0310/11/12/13/14/29, 1 Raffles Place, Singapore 048616";"优衣库"
937;"Dajk Collection";"https://you.ctrip.com/shopping/singapore53/2426885.html";0;"3 Fullerton Rd #01-03 The Fullerton Waterboat House(近Esplanade Dr)";"Dajk Collection"
938;"Rivervale Plaza";"https://you.ctrip.com/shopping/singapore53/2427590.html";0;"Blk 118 Rivervale Dr(近Punggol Rd)";"Rivervale Plaza"
939;"TripleOne Somerset";"https://you.ctrip.com/shopping/singapore53/2783486.html";0;"111 Somerset RoadSingapore 238164Singapore  Somerset, Orchard";"TripleOne Somerset"
940;"The Atrium At Orchard";"https://you.ctrip.com/shopping/singapore53/2815206.html";0;"60A/60B Orchard Road Singapore 238890 Singapore   Dhoby Ghaut, Orchard, Mount Sophia";"The Atrium At Orchard"
941;"Tom & Stefanie";"https://you.ctrip.com/shopping/singapore53/2830284.html";0;"900 South Woodlands Dr #02-03, Woodlands Civic Centre Singapore 730900 Singapore   Woodlands";"Tom &amp; Stefanie"
942;"Shaw Leisure Gallery";"https://you.ctrip.com/shopping/singapore53/2817960.html";0;"100 Beach Rd Singapore 189702 Singapore   Bugis, City Hall";"Shaw Leisure Gallery"
943;"Bhg Choa Chu Kang";"https://you.ctrip.com/shopping/singapore53/2708838.html";0;"Lot 1 Shoppers' Mall,Singapore 689812,Singapore";"Bhg Choa Chu Kang"
944;"Tan Boon Liat Building";"https://you.ctrip.com/shopping/singapore53/2806603.html";0;"313 Outram RdSingapore 169073Singapore  Tiong Bahru";"Tan Boon Liat Building"
945;"Timberland(Lorong Chuan)";"https://you.ctrip.com/shopping/singapore53/1364285.html";0;"151 Lorong Chuan";"Timberland(Lorong Chuan)"
946;"Cheers(New Bridge Road)";"https://you.ctrip.com/shopping/singapore53/1364301.html";0;"211 New Bridge Road";"Cheers(New Bridge Road)"
947;"飒拉";"https://you.ctrip.com/shopping/singapore53/1364316.html";0;"1 Kim Seng Promenade";"飒拉"
948;"Emicakes(Kaki Bukit Road)";"https://you.ctrip.com/shopping/singapore53/1364338.html";0;"5 Kaki Bukit Road 1";"Emicakes(Kaki Bukit Road)"
949;"Heart To Heart Jewellery";"https://you.ctrip.com/shopping/singapore53/1364345.html";0;"238 Thomson Road";"Heart To Heart Jewellery"
950;"Sweet Enchantment";"https://you.ctrip.com/shopping/singapore53/1375452.html";0;"1 Harbourfront Walk, #01-159 VivoCity, Singapore, Singapore";"Sweet Enchantment"
951;"Adisha Torre";"https://you.ctrip.com/shopping/singapore53/1375456.html";0;"6 Raffels Bld Marina Square Mall, Singapore 039594, Singapore";"Adisha Torre"
952;"Singapore Handicraft Centre";"https://you.ctrip.com/shopping/singapore53/1375475.html";0;"133 New Bridge Road,, Singapore 059413, Singapore";"Singapore Handicraft Centre"
953;"Love Sg";"https://you.ctrip.com/shopping/singapore53/1375480.html";0;"Esplanade Shop 8 Raffles Avenue #02-02 Trolley 88 Club Street Singapore 069456, Singapore 039802, Singapore";"Love Sg"
954;"I wanna go home";"https://you.ctrip.com/shopping/singapore53/1375485.html";0;"Great World City 1 Kim Seng Promenade #01-35/36, Singapore 237994, Singapore";"I wanna go home"
955;"艺术-2画廊";"https://you.ctrip.com/shopping/singapore53/1375498.html";0;"The Substation, Singapore 179936, Singapore";"艺术-2画廊"
956;"Gramophone";"https://you.ctrip.com/shopping/singapore53/1375502.html";0;"The Cathay,#01-21/22/23, 2 Handy Rd, Singapore 229233, Singapore";"Gramophone"
957;"The Sandalwood Room";"https://you.ctrip.com/shopping/singapore53/1375504.html";0;"76, Prinsep Street, Singapore 188663, Singapore";"The Sandalwood Room"
958;"Smiggle";"https://you.ctrip.com/shopping/singapore53/1375505.html";0;"68 Orchard road | Plaza Singapura, Singapore 238839, Singapore";"Smiggle"
959;"The Jewel Box Private Jeweller";"https://you.ctrip.com/shopping/singapore53/1375535.html";0;"1 Scotts Road #25-04 Shaw Centre, Singapore 228208, Singapore";"The Jewel Box Private Jeweller"
960;"Zara Vintage";"https://you.ctrip.com/shopping/singapore53/1364235.html";0;"Kampong Glam Shop Houses, 66 Bussorah Street";"Zara Vintage"
961;"Calvin Klein(Orchard Turn)";"https://you.ctrip.com/shopping/singapore53/1364239.html";0;"Orchard Turn";"Calvin Klein(Orchard Turn)"
962;"Esprit(Maritime Square)";"https://you.ctrip.com/shopping/singapore53/1364272.html";0;"Maritime Square";"Esprit(Maritime Square)"
963;"Timberland(Lorong Chuan)";"https://you.ctrip.com/shopping/singapore53/1364285.html";0;"151 Lorong Chuan";"Timberland(Lorong Chuan)"
964;"Emicakes(Kaki Bukit Road)";"https://you.ctrip.com/shopping/singapore53/1364338.html";0;"5 Kaki Bukit Road 1";"Emicakes(Kaki Bukit Road)"
965;"普拉达";"https://you.ctrip.com/shopping/singapore53/1363950.html";0;"SINGAPORE Paragon 290 Orchard Road 01-45/46";"普拉达"
966;"盖璞(Orchard Road)";"https://you.ctrip.com/shopping/singapore53/1364054.html";0;"Wisma Atria, 435 Orchard Road, #01-18/19/20/21/22/23";"盖璞(Orchard Road)"
967;"Lush";"https://you.ctrip.com/shopping/singapore53/1364056.html";0;"73 Upper Paya Lebar Road, #02-01/2/3 Centro Bianco";"Lush"
968;"崇光百货";"https://you.ctrip.com/shopping/singapore53/1364065.html";0;"The Foundry #01-14, 3B River Valley Road";"崇光百货"
969;"Taka Jewellery";"https://you.ctrip.com/shopping/singapore53/1364089.html";0;"Peninsula Plaza, 111 North Bridge Road";"Taka Jewellery"
970;"Timberland(North Bridge Road)";"https://you.ctrip.com/shopping/singapore53/1364092.html";0;"252 North Bridge Road, #01-30";"Timberland(North Bridge Road)"
971;"Salvatore Ferragamo";"https://you.ctrip.com/shopping/singapore53/1364106.html";0;"Outram Road";"Salvatore Ferragamo"
972;"TRIGON HM Full Carbon Performance Bicycle";"https://you.ctrip.com/shopping/singapore53/1364257.html";0;"6 Tagore Drive";"TRIGON HM Full Carbon Performance Bicycle"
973;"Cheers(New Bridge Road)";"https://you.ctrip.com/shopping/singapore53/1364301.html";0;"211 New Bridge Road";"Cheers(New Bridge Road)"
974;"飒拉";"https://you.ctrip.com/shopping/singapore53/1364316.html";0;"1 Kim Seng Promenade";"飒拉"
975;"Heart To Heart Jewellery";"https://you.ctrip.com/shopping/singapore53/1364345.html";0;"238 Thomson Road";"Heart To Heart Jewellery"
976;"Samsung(新加坡 Gateway Dr)";"https://you.ctrip.com/shopping/singapore53/70183562.html";0;"新加坡 Gateway Dr, 3号 #02-01, 608532";"Samsung(新加坡Gateway Dr)"
977;"Sweet Enchantment";"https://you.ctrip.com/shopping/singapore53/1375452.html";0;"1 Harbourfront Walk, #01-159 VivoCity, Singapore, Singapore";"Sweet Enchantment"
978;"Adisha Torre";"https://you.ctrip.com/shopping/singapore53/1375456.html";0;"6 Raffels Bld Marina Square Mall, Singapore 039594, Singapore";"Adisha Torre"
979;"Singapore Handicraft Centre";"https://you.ctrip.com/shopping/singapore53/1375475.html";0;"133 New Bridge Road,, Singapore 059413, Singapore";"Singapore Handicraft Centre"
980;"Love Sg";"https://you.ctrip.com/shopping/singapore53/1375480.html";0;"Esplanade Shop 8 Raffles Avenue #02-02 Trolley 88 Club Street Singapore 069456, Singapore 039802, Singapore";"Love Sg"
981;"I wanna go home";"https://you.ctrip.com/shopping/singapore53/1375485.html";0;"Great World City 1 Kim Seng Promenade #01-35/36, Singapore 237994, Singapore";"I wanna go home"
982;"艺术-2画廊";"https://you.ctrip.com/shopping/singapore53/1375498.html";0;"The Substation, Singapore 179936, Singapore";"艺术-2画廊"
983;"Gramophone";"https://you.ctrip.com/shopping/singapore53/1375502.html";0;"The Cathay,#01-21/22/23, 2 Handy Rd, Singapore 229233, Singapore";"Gramophone"
984;"The Sandalwood Room";"https://you.ctrip.com/shopping/singapore53/1375504.html";0;"76, Prinsep Street, Singapore 188663, Singapore";"The Sandalwood Room"
985;"Smiggle";"https://you.ctrip.com/shopping/singapore53/1375505.html";0;"68 Orchard road | Plaza Singapura, Singapore 238839, Singapore";"Smiggle"
986;"The Jewel Box Private Jeweller";"https://you.ctrip.com/shopping/singapore53/1375535.html";0;"1 Scotts Road #25-04 Shaw Centre, Singapore 228208, Singapore";"The Jewel Box Private Jeweller"
987;"That CD Shop(Pacific Plaza)";"https://you.ctrip.com/shopping/singapore53/1375539.html";0;"No.9, Scotts Rd, Pacific Plaza, #02-10,, Singapore 228210, Singapore";"That CD Shop(Pacific Plaza)"
