REVIEW_INDEX,OVERALL,ASPECTS,ASPECTS_POLARITIES,POLARITY_DIST: CONSUMPTION,POLARITY_DIST: ENVIRONMENT,POLARITY_DIST: F&B,POLARITY_DIST: HYGIENE,POLARITY_DIST: SAFETY,POLARITY_DIST: SERVICE,POLARITY_DIST: SHOPPING,POLARITY_DIST: SIGHTSEEING,POLARITY_DIST: TRANSPORTATION,ASP_NEG_RIO,ASP_NEU_RIO,ASP_POS_RIO,REV_NEG_RIO,REV_NEU_RIO,REV_POS_RIO,TOTAL_ASPECTS
261,POS,"[""草坪"",""草坪""]","[""POS"",""POS""]","[0,0,0]","[0,0,0]","[0,0,0]","[0,0,0]","[0,0,0]","[0,0,0]","[0,0,0]","0,0,2]","[0,0,0]",0.0,0.0,0.9999500024998749,0.0,0.0,0.9999000099990001,2
262,POS,"[""风景"",""园区人性化设施"",""园区"",""设施"",""设施"",""人"",""人"",""花""]","[""POS"",""POS"",""POS"",""POS"",""POS"",""POS"",""POS"",""POS""]","[0,0,0]","[0,0,2]","[0,0,0]","[0,0,1]","[0,0,0]","[0,0,0]","[0,0,0]","0,0,5]","[0,0,0]",0.0,0.0,0.999987500156248,0.0,0.0,0.9999000099990001,8
263,NEG,"[""天""]","[""NEG""]","[0,0,0]","[1,0,0]","[0,0,0]","[0,0,0]","[0,0,0]","[0,0,0]","[0,0,0]","0,0,0]","[0,0,0]",0.9999000099990001,0.0,0.0,0.9999000099990001,0.0,0.0,1
264,POS,"[""北京"",""凉""]","[""POS"",""POS""]","[0,0,0]","[0,0,2]","[0,0,0]","[0,0,0]","[0,0,0]","[0,0,0]","[0,0,0]","0,0,0]","[0,0,0]",0.0,0.0,0.9999500024998749,0.0,0.0,0.9999000099990001,2
265,NEG,"[""花园城市"",""里面好"",""里面好""]","[""POS"",""NEG"",""NEG""]","[0,0,0]","[2,0,0]","[0,0,0]","[0,0,0]","[0,0,0]","[0,0,0]","[0,0,0]","0,0,1]","[0,0,0]",0.6666444451851604,0.0,0.3333222225925802,0.9999000099990001,0.0,0.0,3
266,POS,"[""不需要门票"",""花园里面"",""购票"",""兰花""]","[""POS"",""POS"",""POS"",""NEG""]","[0,0,2]","[0,0,1]","[0,0,0]","[0,0,0]","[0,0,0]","[0,0,0]","[0,0,0]","1,0,0]","[0,0,0]",0.24999375015624611,0.0,0.7499812504687383,0.0,0.0,0.9999000099990001,4
267,POS,"[""胡姬花"",""门票""]","[""POS"",""POS""]","[0,0,0]","[0,0,1]","[0,0,0]","[0,0,0]","[0,0,0]","[0,0,0]","[0,0,0]","0,0,1]","[0,0,0]",0.0,0.0,0.9999500024998749,0.0,0.0,0.9999000099990001,2
268,POS,"[""免费的"",""景点"",""非常"",""非常"",""非常"",""草""]","[""POS"",""POS"",""POS"",""POS"",""POS"",""POS""]","[0,0,0]","[0,0,3]","[0,0,0]","[0,0,0]","[0,0,0]","[0,0,0]","[0,0,0]","0,0,3]","[0,0,0]",0.0,0.0,0.9999833336111065,0.0,0.0,0.9999000099990001,6
269,POS,"[""景色"",""湖"",""胡姬花园买票"",""胡姬花"",""买票"",""人""]","[""POS"",""POS"",""POS"",""POS"",""POS"",""NEG""]","[0,0,1]","[0,0,1]","[0,0,0]","[0,0,0]","[0,0,0]","[0,0,0]","[0,0,0]","1,0,3]","[0,0,0]",0.1666638889351844,0.0,0.8333194446759221,0.0,0.0,0.9999000099990001,6
270,POS,"[""植物"",""的摆放和修剪"",""兰花"",""环境"",""植物园"",""比较"",""颜色"",""非常"",""非常"",""非常"",""看""]","[""POS"",""POS"",""POS"",""POS"",""POS"",""NEG"",""POS"",""POS"",""POS"",""POS"",""NEG""]","[0,0,0]","[1,0,3]","[0,0,0]","[0,0,0]","[0,0,0]","[0,0,0]","[0,0,1]","1,0,5]","[0,0,0]",0.181816528940646,0.0,0.818174380232907,0.0,0.0,0.9999000099990001,11
271,POS,"[""小孩免票"",""携程上买"",""票"",""景点"",""门票"",""购票"",""品种"",""现场"",""小孩""]","[""POS"",""POS"",""POS"",""POS"",""POS"",""POS"",""NEG"",""POS"",""POS""]","[0,0,3]","[0,0,2]","[0,0,0]","[0,0,0]","[0,0,0]","[0,0,0]","[0,0,0]","1,0,3]","[0,0,0]",0.11110987655692715,0.0,0.8888790124554172,0.0,0.0,0.9999000099990001,9
272,POS,"[""生态环境"",""早上"",""跑步"",""非常"",""非常"",""人""]","[""POS"",""NEG"",""NEG"",""POS"",""POS"",""NEG""]","[0,0,0]","[0,0,3]","[0,0,0]","[0,0,0]","[0,0,0]","[0,0,0]","[0,0,0]","3,0,0]","[0,0,0]",0.49999166680555324,0.0,0.49999166680555324,0.0,0.0,0.9999000099990001,6
273,POS,"[""热带的植物"",""还是很"",""花园"",""品种"",""打车"",""买票""]","[""POS"",""POS"",""POS"",""POS"",""NEU"",""POS""]","[0,0,0]","[0,0,1]","[0,0,0]","[0,0,0]","[0,0,0]","[0,0,0]","[0,0,0]","0,1,4]","[0,0,0]",0.0,0.1666638889351844,0.8333194446759221,0.0,0.0,0.9999000099990001,6
274,NEG,"[""<取钱"",""兰""]","[""POS"",""POS""]","[0,0,0]","[0,0,0]","[0,0,0]","[0,0,0]","[0,0,0]","[0,0,1]","[0,0,0]","0,0,1]","[0,0,0]",0.0,0.0,0.9999500024998749,0.9999000099990001,0.0,0.0,2
275,POS,"[""植物园"",""环境养眼和心动"",""环境"",""公园""]","[""POS"",""POS"",""POS"",""NEG""]","[0,0,0]","[0,0,1]","[0,0,0]","[0,0,0]","[0,0,0]","[0,0,0]","[0,0,0]","1,0,2]","[0,0,0]",0.24999375015624611,0.0,0.7499812504687383,0.0,0.0,0.9999000099990001,4
276,POS,"[""环境"",""一家"",""游""]","[""POS"",""POS"",""POS""]","[0,0,0]","[0,0,0]","[0,0,0]","[0,0,0]","[0,0,0]","[0,0,1]","[0,0,0]","0,0,2]","[0,0,0]",0.0,0.0,0.9999666677777407,0.0,0.0,0.9999000099990001,3
277,POS,"[""风景"",""兰花""]","[""POS"",""NEU""]","[0,0,0]","[0,0,0]","[0,0,0]","[0,0,0]","[0,0,0]","[0,0,0]","[0,0,0]","0,1,1]","[0,0,0]",0.0,0.49997500124993743,0.49997500124993743,0.0,0.0,0.9999000099990001,2
278,POS,"[""花园""]","[""POS""]","[0,0,0]","[0,0,0]","[0,0,0]","[0,0,0]","[0,0,0]","[0,0,0]","[0,0,0]","0,0,1]","[0,0,0]",0.0,0.0,0.9999000099990001,0.0,0.0,0.9999000099990001,1
279,POS,"[""带着孩子或者老人来慢慢的走"",""花园"",""花园"",""草坪"",""花""]","[""POS"",""POS"",""POS"",""POS"",""NEG""]","[0,0,0]","[0,0,0]","[0,0,0]","[0,0,0]","[0,0,0]","[0,0,1]","[0,0,0]","1,0,3]","[0,0,0]",0.1999960000799984,0.0,0.7999840003199936,0.0,0.0,0.9999000099990001,5
280,NEG,"[""人"",""人"",""吸""]","[""POS"",""POS"",""POS""]","[0,0,0]","[0,0,1]","[0,0,0]","[0,0,0]","[0,0,0]","[0,0,0]","[0,0,0]","0,0,2]","[0,0,0]",0.0,0.0,0.9999666677777407,0.9999000099990001,0.0,0.0,3
281,POS,"[""植物园"",""热带植物"",""植物园"",""这个"",""绿意"",""绿意"",""分布"",""非常""]","[""POS"",""POS"",""POS"",""POS"",""POS"",""POS"",""POS"",""NEG""]","[0,0,0]","[1,0,3]","[0,0,0]","[0,0,0]","[0,0,0]","[0,0,0]","[0,0,0]","0,0,4]","[0,0,0]",0.124998437519531,0.0,0.874989062636717,0.0,0.0,0.9999000099990001,8
282,POS,"[""植物园"",""玫瑰花园"",""植物园里面"",""花园"",""玫瑰"",""这个"",""非常"",""非常"",""非常""]","[""POS"",""POS"",""POS"",""POS"",""POS"",""POS"",""POS"",""POS"",""POS""]","[0,0,0]","[0,0,4]","[0,0,0]","[0,0,1]","[0,0,0]","[0,0,0]","[0,0,0]","0,0,4]","[0,0,0]",0.0,0.0,0.9999888890123443,0.0,0.0,0.9999000099990001,9
283,POS,"[""<交通"",""线"",""去的那天"",""交通""]","[""POS"",""POS"",""NEG"",""POS""]","[0,0,0]","[1,0,1]","[0,0,0]","[0,0,0]","[0,0,0]","[0,0,0]","[0,0,0]","0,0,1]","[0,0,1]",0.24999375015624611,0.0,0.7499812504687383,0.0,0.0,0.9999000099990001,4
284,POS,"[""花园门票"",""花园门票"",""胡姬花"",""路""]","[""POS"",""POS"",""POS"",""NEG""]","[0,0,2]","[1,0,0]","[0,0,0]","[0,0,0]","[0,0,0]","[0,0,0]","[0,0,0]","0,0,1]","[0,0,0]",0.24999375015624611,0.0,0.7499812504687383,0.0,0.0,0.9999000099990001,4
285,POS,"[""当地人"",""花园"",""花园"",""天"",""草""]","[""NEG"",""POS"",""POS"",""NEG"",""POS""]","[0,0,0]","[1,0,0]","[0,0,0]","[0,0,0]","[0,0,0]","[0,0,0]","[0,0,0]","1,0,3]","[0,0,0]",0.3999920001599968,0.0,0.5999880002399952,0.0,0.0,0.9999000099990001,5
286,POS,"[""植物园"",""价格"",""花园"",""绿意"",""绿意"",""人""]","[""POS"",""POS"",""POS"",""POS"",""POS"",""POS""]","[0,0,1]","[0,0,2]","[0,0,0]","[0,0,0]","[0,0,0]","[0,0,0]","[0,0,0]","0,0,3]","[0,0,0]",0.0,0.0,0.9999833336111065,0.0,0.0,0.9999000099990001,6
287,,,,,,,,,,,,,,,,,,,
288,POS,"[""园内树"",""光"",""门票"",""非常"",""非常"",""草"",""人""]","[""POS"",""POS"",""POS"",""POS"",""POS"",""POS"",""NEG""]","[0,0,0]","[0,0,3]","[0,0,0]","[0,0,1]","[0,0,0]","[0,0,0]","[0,0,0]","1,0,2]","[0,0,0]",0.14285510206997043,0.0,0.8571306124198226,0.0,0.0,0.9999000099990001,7
289,POS,"[""植物就"",""到"",""凉""]","[""POS"",""POS"",""NEG""]","[0,0,0]","[1,0,0]","[0,0,0]","[0,0,0]","[0,0,0]","[0,0,0]","[0,0,1]","0,0,0]","[0,0,1]",0.3333222225925802,0.0,0.6666444451851604,0.0,0.0,0.9999000099990001,3
290,POS,"[""史文化"",""览"",""休日"",""门票"",""步行"",""菲佣""]","[""POS"",""POS"",""POS"",""POS"",""POS"",""NEG""]","[1,0,0]","[0,0,2]","[0,0,0]","[0,0,0]","[0,0,0]","[0,0,1]","[0,0,0]","0,0,1]","[0,0,0]",0.1666638889351844,0.0,0.8333194446759221,0.0,0.0,0.9999000099990001,6
291,POS,"[""草坪上PUNCT或者牵着狗狗随意走走"",""坐在草坪上"",""地方"",""观赏"",""风景""]","[""POS"",""POS"",""POS"",""NEG"",""POS""]","[0,0,0]","[0,0,0]","[0,0,0]","[0,0,0]","[0,0,1]","[0,0,0]","[0,0,0]","1,0,3]","[0,0,0]",0.1999960000799984,0.0,0.7999840003199936,0.0,0.0,0.9999000099990001,5
292,POS,"[""微风吹拂"",""地上"",""草""]","[""POS"",""POS"",""POS""]","[0,0,0]","[0,0,1]","[0,0,0]","[0,0,1]","[0,0,0]","[0,0,0]","[0,0,0]","0,0,1]","[0,0,0]",0.0,0.0,0.9999666677777407,0.0,0.0,0.9999000099990001,3
293,POS,"[""热带植物园"",""胡姬花"",""门票"",""非常""]","[""POS"",""POS"",""POS"",""POS""]","[0,0,0]","[0,0,2]","[0,0,0]","[0,0,0]","[0,0,0]","[0,0,0]","[0,0,0]","0,0,2]","[0,0,0]",0.0,0.0,0.9999750006249845,0.0,0.0,0.9999000099990001,4
294,POS,"[""拍照的一个地方"",""有一个"",""+门票"",""花园"",""景点"",""味道"",""拍照"",""拍照"",""地铁"",""生态"",""交通"",""非常"",""天""]","[""POS"",""POS"",""POS"",""POS"",""POS"",""NEU"",""POS"",""POS"",""POS"",""POS"",""POS"",""POS"",""NEU""]","[0,0,1]","[0,1,2]","[0,0,0]","[0,0,0]","[0,0,0]","[0,0,0]","[0,0,0]","0,0,6]","[0,0,2]",0.0,0.15384497042330444,0.8461473373281744,0.0,0.0,0.9999000099990001,13
295,,,,,,,,,,,,,,,,,,,
296,POS,"[""东"",""拍照"",""别的地方"",""花园"",""这个"",""美丽"",""步行""]","[""POS"",""POS"",""POS"",""POS"",""POS"",""POS"",""NEG""]","[0,0,0]","[0,0,0]","[0,0,0]","[0,0,0]","[0,0,0]","[0,0,0]","[0,0,1]","1,0,5]","[0,0,0]",0.14285510206997043,0.0,0.8571306124198226,0.0,0.0,0.9999000099990001,7
297,POS,"[""价格"",""植物"",""的温度和湿度"",""景色"",""门票"",""白天"",""非常""]","[""POS"",""POS"",""POS"",""POS"",""POS"",""POS"",""NEG""]","[0,0,1]","[1,0,2]","[0,0,0]","[0,0,0]","[0,0,0]","[0,0,0]","[0,0,0]","0,0,3]","[0,0,0]",0.14285510206997043,0.0,0.8571306124198226,0.0,0.0,0.9999000099990001,7
298,POS,"[""交通"",""植物园"",""植物园"",""胡姬花"",""免费的"",""花园"",""草坪""]","[""POS"",""POS"",""POS"",""POS"",""NEG"",""POS"",""POS""]","[0,0,0]","[0,0,0]","[0,0,0]","[0,0,0]","[0,0,0]","[0,0,0]","[0,0,0]","1,0,6]","[0,0,0]",0.14285510206997043,0.0,0.8571306124198226,0.0,0.0,0.9999000099990001,7
299,,,,,,,,,,,,,,,,,,,
300,,,,,,,,,,,,,,,,,,,
301,POS,"[""交通"",""胡姬园"",""结合"",""ol"",""house"",""门票"",""里面"",""品种"",""非常""]","[""POS"",""POS"",""POS"",""POS"",""POS"",""POS"",""NEG"",""NEG"",""NEU""]","[0,0,0]","[0,1,2]","[0,0,0]","[0,0,1]","[0,0,0]","[0,0,0]","[0,0,0]","2,0,3]","[0,0,0]",0.2222197531138543,0.11110987655692715,0.6666592593415629,0.0,0.0,0.9999000099990001,9
302,,,,,,,,,,,,,,,,,,,
303,POS,[],[],"[0,0,0]","[0,0,0]","[0,0,0]","[0,0,0]","[0,0,0]","[0,0,0]","[0,0,0]","0,0,0]","[0,0,0]",0.0,0.0,0.0,0.0,0.0,0.9999000099990001,0
304,NEU,"[""纪念"",""食物"",""门票"",""地方"",""逛""]","[""NEG"",""NEG"",""POS"",""POS"",""NEU""]","[0,0,0]","[0,0,1]","[0,0,0]","[0,0,0]","[0,0,0]","[0,0,0]","[1,0,0]","0,1,1]","[0,0,0]",0.3999920001599968,0.1999960000799984,0.3999920001599968,0.0,0.9999000099990001,0.0,5
305,NEG,"[""比较"",""咖啡"",""饭店""]","[""NEG"",""NEG"",""POS""]","[1,0,0]","[1,0,0]","[0,0,0]","[0,0,0]","[0,0,0]","[0,0,0]","[0,0,0]","0,0,0]","[0,0,0]",0.6666444451851604,0.0,0.3333222225925802,0.9999000099990001,0.0,0.0,3
306,POS,"[""地""]","[""POS""]","[0,0,0]","[0,0,0]","[0,0,0]","[0,0,1]","[0,0,0]","[0,0,0]","[0,0,0]","0,0,0]","[0,0,0]",0.0,0.0,0.9999000099990001,0.0,0.0,0.9999000099990001,1
307,POS,"[""度假休闲"",""免费的"",""花园"",""门票"",""买票"",""草地"",""非常""]","[""POS"",""POS"",""POS"",""POS"",""POS"",""POS"",""POS""]","[0,0,0]","[0,0,3]","[0,0,0]","[0,0,0]","[0,0,0]","[0,0,0]","[0,0,0]","0,0,4]","[0,0,0]",0.0,0.0,0.999985714489793,0.0,0.0,0.9999000099990001,7
308,POS,"[""门票"",""门票"",""非常""]","[""POS"",""POS"",""NEU""]","[0,0,0]","[0,1,2]","[0,0,0]","[0,0,0]","[0,0,0]","[0,0,0]","[0,0,0]","0,0,0]","[0,0,0]",0.0,0.3333222225925802,0.6666444451851604,0.0,0.0,0.9999000099990001,3
309,POS,"[""植物园"",""胡姬花"",""交通"",""里面"",""看的"",""看""]","[""POS"",""POS"",""POS"",""POS"",""NEG"",""NEG""]","[0,0,0]","[0,0,0]","[0,0,0]","[0,0,0]","[0,0,0]","[0,0,0]","[0,0,0]","2,0,4]","[0,0,0]",0.3333277778703688,0.0,0.6666555557407376,0.0,0.0,0.9999000099990001,6
310,POS,"[""植物园"",""导游"",""兰花"",""花"",""花朵"",""颜色"",""颜色"",""非常""]","[""POS"",""POS"",""POS"",""POS"",""NEG"",""POS"",""POS"",""NEG""]","[0,0,0]","[1,0,0]","[0,0,0]","[0,0,0]","[0,0,0]","[0,0,1]","[0,0,0]","1,0,5]","[0,0,0]",0.249996875039062,0.0,0.7499906251171861,0.0,0.0,0.9999000099990001,8
311,NEU,"[""雨雾林"",""植物园""]","[""POS"",""NEG""]","[0,0,0]","[0,0,0]","[0,0,0]","[0,0,0]","[0,0,0]","[0,0,0]","[0,0,0]","1,0,1]","[0,0,0]",0.49997500124993743,0.0,0.49997500124993743,0.0,0.9999000099990001,0.0,2
312,POS,"[""<环境"",""胡姬花"",""环境"",""非常"",""非常""]","[""POS"",""POS"",""POS"",""POS"",""POS""]","[0,0,0]","[0,0,3]","[0,0,0]","[0,0,0]","[0,0,0]","[0,0,0]","[0,0,0]","0,0,2]","[0,0,0]",0.0,0.0,0.999980000399992,0.0,0.0,0.9999000099990001,5
313,POS,"[""生态环境"",""热带雨林"",""这里"",""看""]","[""POS"",""POS"",""NEG"",""NEG""]","[0,0,0]","[1,0,1]","[0,0,0]","[0,0,0]","[0,0,0]","[0,0,0]","[0,0,0]","1,0,1]","[0,0,0]",0.49998750031249223,0.0,0.49998750031249223,0.0,0.0,0.9999000099990001,4
314,POS,"[""异花卉"",""珍贵树木"",""植物"",""胡姬花了"",""花卉"",""花卉"",""吸""]","[""POS"",""POS"",""POS"",""POS"",""POS"",""POS"",""POS""]","[0,0,0]","[0,0,1]","[0,0,0]","[0,0,2]","[0,0,0]","[0,0,0]","[0,0,0]","0,0,4]","[0,0,0]",0.0,0.0,0.999985714489793,0.0,0.0,0.9999000099990001,7
315,POS,"[""花花"",""植物"",""园内"",""树木"",""草""]","[""POS"",""NEG"",""NEG"",""POS"",""POS""]","[0,0,0]","[0,0,0]","[0,0,0]","[0,0,0]","[0,0,0]","[0,0,0]","[0,0,0]","2,0,3]","[0,0,0]",0.3999920001599968,0.0,0.5999880002399952,0.0,0.0,0.9999000099990001,5
316,POS,"[""胡姬花园"",""胡姬花""]","[""POS"",""POS""]","[0,0,0]","[0,0,0]","[0,0,0]","[0,0,1]","[0,0,0]","[0,0,0]","[0,0,0]","0,0,1]","[0,0,0]",0.0,0.0,0.9999500024998749,0.0,0.0,0.9999000099990001,2
317,,,,,,,,,,,,,,,,,,,
318,NEG,"[""热带的植物""]","[""NEG""]","[0,0,0]","[0,0,0]","[0,0,0]","[0,0,0]","[0,0,0]","[0,0,0]","[0,0,0]","1,0,0]","[0,0,0]",0.9999000099990001,0.0,0.0,0.9999000099990001,0.0,0.0,1
319,POS,"[""胡姬花"",""兰花""]","[""POS"",""NEG""]","[0,0,0]","[0,0,0]","[0,0,0]","[0,0,0]","[0,0,0]","[0,0,0]","[0,0,0]","1,0,1]","[0,0,0]",0.49997500124993743,0.0,0.49997500124993743,0.0,0.0,0.9999000099990001,2
320,NEU,"[""<植物园"",""花园里"",""胡姬花"",""进园""]","[""NEG"",""POS"",""POS"",""NEG""]","[0,0,0]","[0,0,1]","[0,0,0]","[1,0,0]","[0,0,0]","[0,0,0]","[0,0,0]","0,0,1]","[1,0,0]",0.49998750031249223,0.0,0.49998750031249223,0.0,0.9999000099990001,0.0,4
321,POS,"[""淋漓"",""荫道里跑步"",""花园"",""门票"",""非常""]","[""POS"",""POS"",""POS"",""POS"",""NEG""]","[0,0,0]","[1,0,1]","[0,0,0]","[0,0,1]","[0,0,0]","[0,0,0]","[0,0,0]","0,0,1]","[0,0,0]",0.1999960000799984,0.0,0.7999840003199936,0.0,0.0,0.9999000099990001,5
322,NEG,"[""空气"",""管理"",""公园"",""这里"",""人""]","[""POS"",""NEG"",""NEG"",""NEG"",""NEG""]","[0,0,0]","[1,0,1]","[0,0,0]","[0,0,0]","[0,0,0]","[1,0,0]","[0,0,0]","2,0,0]","[0,0,0]",0.7999840003199936,0.0,0.1999960000799984,0.9999000099990001,0.0,0.0,5
323,NEU,"[""<景色"",""植物"",""创意"",""根雕"",""非常"",""凉""]","[""POS"",""NEG"",""NEG"",""NEG"",""POS"",""POS""]","[0,0,0]","[0,0,2]","[0,0,0]","[0,0,0]","[0,0,0]","[0,0,0]","[0,0,0]","3,0,1]","[0,0,0]",0.49999166680555324,0.0,0.49999166680555324,0.0,0.9999000099990001,0.0,6
324,POS,"[""胡姬花"",""景点"",""花卉"",""花卉"",""生态"",""兰花""]","[""POS"",""POS"",""POS"",""POS"",""POS"",""NEG""]","[0,0,0]","[0,0,1]","[0,0,0]","[0,0,0]","[0,0,0]","[0,0,0]","[0,0,0]","1,0,4]","[0,0,0]",0.1666638889351844,0.0,0.8333194446759221,0.0,0.0,0.9999000099990001,6
325,POS,"[""冷气"",""里面""]","[""POS"",""POS""]","[0,0,0]","[0,0,0]","[0,0,0]","[0,0,0]","[0,0,0]","[0,0,0]","[0,0,0]","0,0,2]","[0,0,0]",0.0,0.0,0.9999500024998749,0.0,0.0,0.9999000099990001,2
326,POS,"[""植物园""]","[""POS""]","[0,0,0]","[0,0,0]","[0,0,0]","[0,0,0]","[0,0,0]","[0,0,0]","[0,0,0]","0,0,1]","[0,0,0]",0.0,0.0,0.9999000099990001,0.0,0.0,0.9999000099990001,1
327,POS,"[""银色大门"",""胡姬花了"",""品种"",""设计""]","[""POS"",""POS"",""NEG"",""POS""]","[0,0,1]","[0,0,0]","[0,0,0]","[0,0,1]","[0,0,0]","[0,0,0]","[0,0,0]","1,0,1]","[0,0,0]",0.24999375015624611,0.0,0.7499812504687383,0.0,0.0,0.9999000099990001,4
328,POS,[],[],"[0,0,0]","[0,0,0]","[0,0,0]","[0,0,0]","[0,0,0]","[0,0,0]","[0,0,0]","0,0,0]","[0,0,0]",0.0,0.0,0.0,0.0,0.0,0.9999000099990001,0
329,NEG,"[""地方"",""看""]","[""NEG"",""NEG""]","[0,0,0]","[0,0,0]","[0,0,0]","[0,0,0]","[0,0,0]","[0,0,0]","[0,0,0]","2,0,0]","[0,0,0]",0.9999500024998749,0.0,0.0,0.9999000099990001,0.0,0.0,2
330,POS,"[""风景"",""地上"",""草""]","[""POS"",""POS"",""POS""]","[0,0,0]","[0,0,0]","[0,0,0]","[0,0,1]","[0,0,0]","[0,0,0]","[0,0,0]","0,0,2]","[0,0,0]",0.0,0.0,0.9999666677777407,0.0,0.0,0.9999000099990001,3
331,NEG,"[""+植物园"",""植物""]","[""NEG"",""NEG""]","[0,0,0]","[0,0,0]","[0,0,0]","[0,0,0]","[0,0,0]","[0,0,0]","[0,0,0]","2,0,0]","[0,0,0]",0.9999500024998749,0.0,0.0,0.9999000099990001,0.0,0.0,2
332,POS,"[""<景色"",""兰花"",""植物"",""景色"",""景色"",""观赏"",""观赏"",""观赏""]","[""POS"",""POS"",""POS"",""POS"",""POS"",""POS"",""POS"",""POS""]","[0,0,0]","[0,0,0]","[0,0,0]","[0,0,0]","[0,0,0]","[0,0,0]","[0,0,0]","0,0,8]","[0,0,0]",0.0,0.0,0.999987500156248,0.0,0.0,0.9999000099990001,8
333,POS,[],[],"[0,0,0]","[0,0,0]","[0,0,0]","[0,0,0]","[0,0,0]","[0,0,0]","[0,0,0]","0,0,0]","[0,0,0]",0.0,0.0,0.0,0.0,0.0,0.9999000099990001,0
334,NEG,"[""胡姬花"",""比较"",""人"",""看""]","[""POS"",""NEG"",""NEG"",""NEU""]","[0,0,0]","[1,0,0]","[0,0,0]","[0,0,0]","[0,0,0]","[0,0,0]","[0,0,0]","1,1,1]","[0,0,0]",0.49998750031249223,0.24999375015624611,0.24999375015624611,0.9999000099990001,0.0,0.0,4
335,POS,"[""天树"",""植物"",""植物种类"",""整个花园"",""眼界""]","[""POS"",""POS"",""NEG"",""POS"",""POS""]","[0,0,0]","[0,0,1]","[0,0,0]","[0,0,0]","[0,0,0]","[0,0,0]","[0,0,0]","1,0,3]","[0,0,0]",0.1999960000799984,0.0,0.7999840003199936,0.0,0.0,0.9999000099990001,5
336,POS,"[""<景色"",""景色""]","[""POS"",""POS""]","[0,0,0]","[0,0,0]","[0,0,0]","[0,0,0]","[0,0,0]","[0,0,0]","[0,0,0]","0,0,2]","[0,0,0]",0.0,0.0,0.9999500024998749,0.0,0.0,0.9999000099990001,2
337,POS,"[""热带植物"",""胡姬花"",""吸""]","[""POS"",""POS"",""POS""]","[0,0,0]","[0,0,1]","[0,0,0]","[0,0,0]","[0,0,0]","[0,0,0]","[0,0,0]","0,0,2]","[0,0,0]",0.0,0.0,0.9999666677777407,0.0,0.0,0.9999000099990001,3
338,s 400 – Bad Re,tus 400 – Bad Requ, 400 – Bad Requ,400 – Bad Requ,400 – Bad Requ,P Status 400 – Bad Requ,tus 400 – Bad Requ,tatus 400 – Bad Requ,tus 400 – Bad Requ,us 400 – Bad Requ,400 – Bad Requ, – Bad Req,00 – Bad Req,00 – Bad Req,00 – Bad Req,00 – Bad Req,00 – Bad Req,00 – Bad Req, 400 – Bad Req
339,,,,,,,,,,,,,,,,,,,
340,,,,,,,,,,,,,,,,,,,
341,NEU,[],[],"[0,0,0]","[0,0,0]","[0,0,0]","[0,0,0]","[0,0,0]","[0,0,0]","[0,0,0]","0,0,0]","[0,0,0]",0.0,0.0,0.0,0.0,0.9999000099990001,0.0,0
342,,,,,,,,,,,,,,,,,,,
343,POS,"[""环境"",""花卉"",""花卉"",""逛逛"",""非常""]","[""POS"",""POS"",""POS"",""NEG"",""NEG""]","[0,0,0]","[1,0,0]","[0,0,0]","[0,0,0]","[0,0,0]","[0,0,0]","[0,0,0]","1,0,3]","[0,0,0]",0.3999920001599968,0.0,0.5999880002399952,0.0,0.0,0.9999000099990001,5
344,NEU,"[""价格"",""里边"",""看"",""话""]","[""NEG"",""POS"",""POS"",""POS""]","[1,0,0]","[0,0,0]","[0,0,0]","[0,0,0]","[0,0,0]","[0,0,0]","[0,0,0]","0,0,3]","[0,0,0]",0.24999375015624611,0.0,0.7499812504687383,0.0,0.9999000099990001,0.0,4
345,POS,"[""设计"",""免费的"",""花园"",""主题"",""看"",""逛""]","[""POS"",""NEG"",""POS"",""NEG"",""NEU"",""POS""]","[0,0,0]","[0,0,0]","[0,0,0]","[0,0,0]","[0,0,0]","[0,0,0]","[0,0,0]","2,1,3]","[0,0,0]",0.3333277778703688,0.1666638889351844,0.49999166680555324,0.0,0.0,0.9999000099990001,6
346,POS,"[""花卉树木""]","[""POS""]","[0,0,0]","[0,0,0]","[0,0,0]","[0,0,0]","[0,0,0]","[0,0,0]","[0,0,0]","0,0,1]","[0,0,0]",0.0,0.0,0.9999000099990001,0.0,0.0,0.9999000099990001,1
347,POS,"[""景色"",""花园"",""花卉"",""花卉""]","[""POS"",""POS"",""POS"",""POS""]","[0,0,0]","[0,0,0]","[0,0,0]","[0,0,0]","[0,0,0]","[0,0,0]","[0,0,0]","0,0,4]","[0,0,0]",0.0,0.0,0.9999750006249845,0.0,0.0,0.9999000099990001,4
348,NEU,"[""路线设计"",""设计"",""公园"",""路线""]","[""POS"",""NEU"",""NEG"",""NEU""]","[0,0,0]","[0,1,1]","[0,0,0]","[0,0,0]","[0,0,0]","[0,0,0]","[0,0,0]","1,1,0]","[0,0,0]",0.24999375015624611,0.49998750031249223,0.24999375015624611,0.0,0.9999000099990001,0.0,4
349,POS,"[""花"",""兰花"",""胡姬花"",""花园"",""地方"",""设计"",""花朵"",""花的"",""看""]","[""POS"",""POS"",""POS"",""POS"",""NEG"",""POS"",""POS"",""POS"",""NEG""]","[0,0,0]","[0,0,0]","[0,0,0]","[0,0,0]","[0,0,0]","[0,0,0]","[0,0,0]","2,0,7]","[0,0,0]",0.2222197531138543,0.0,0.7777691358984901,0.0,0.0,0.9999000099990001,9
