TEXT,COUNT,SENTIMENT_KEYWORD_AGG_INDEX,ASPECT_CATEGORY_NAME,COVID_RELATED,SENTIMENT_KEYWORD_AGG_INDEX2
种类齐全,4,5240,Shopping,NA,NA
科学合理,4,5241,NA,NA,NA
北京城中心,4,5243,NA,NA,NA
科技的海洋,4,5245,NA,NA,NA
科技的历史,4,5247,Arts & Culture,NA,NA
桃花源,4,5248,NA,NA,NA
大声,4,5251,NA,NA,NA
科技展览馆,4,5252,POI/Places,NA,NA
大型迪士尼度假区,4,5253,POI/Places,NA,NA
档次高,4,5254,NA,NA,NA
科技博物馆,4,5255,POI/Places,NA,NA
科技使人,4,5258,NA,NA,NA
桥段,4,5259,NA,NA,NA
大型商城,4,5261,Shopping,NA,NA
科幻,4,5262,NA,NA,NA
大型动物园,4,5263,POI/Places,NA,NA
梅子,4,5264,Food,NA,NA
科学的魅力,4,5265,NA,NA,NA
颗耀眼的东方明珠,4,5270,POI/Places,NA,NA
中国人一定,4,5271,NA,NA,NA
建议一大早,4,5274,NA,NA,NA
小时 景点,4,5275,NA,NA,NA
颗璀璨的明珠,4,5276,NA,NA,NA
轮椅,4,5282,Facilities,NA,NA
颗耀眼的明珠,4,5283,NA,NA,NA
小插曲,4,5285,NA,NA,NA
题刻,4,5286,NA,NA,NA
车很少,4,5287,Transportation/Accessibility,NA,NA
万物舒,4,5288,NA,NA,NA
小心脏,4,5291,NA,NA,NA
中国历史文化,4,5292,Arts & Culture,NA,NA
颗璀璨明珠,4,5293,NA,NA,NA
中国也有,4,5294,NA,NA,NA
额外收费,4,5295,Price,NA,NA
辈子一定,4,5298,NA,NA,NA
日常生活,4,5302,NA,NA,NA
上海的美丽景色,4,5305,Sightseeing,NA,NA
三个球体,4,5307,NA,NA,NA
日本奈良,4,5308,NA,NA,NA
颗樱花树,4,5311,Sightseeing,NA,NA
中国上海的地标,4,5314,POI/Places,NA,NA
三个小时队,4,5315,Transportation/Accessibility,NA,NA
三个多小时,4,5317,NA,NA,NA
三个古今中外科学家,4,5318,NA,NA,NA
小心肝,4,5319,NA,NA,NA
旧上海资本主义的写照,4,5320,Arts & Culture,NA,NA
小学课本,4,5321,NA,NA,NA
七个展区,4,5322,Facilities,NA,NA
中国大陆首批国家重点风景,4,5323,POI/Places,NA,NA
路直达八达岭的公交车讲解员,4,5325,Service,NA,NA
建议最好,4,5327,Experience,NA,NA
建议朋友,4,5331,NA,NA,NA
七星,4,5334,NA,NA,NA
中国最大,4,5335,NA,NA,NA
早的时候,4,5336,NA,NA,NA
中国最大的野生动物园,4,5337,POI/Places,NA,NA
早的话,4,5338,NA,NA,NA
七个小矮人,4,5339,NA,NA,NA
中国最早,4,5340,NA,NA,NA
小孩子周末,4,5341,Family/ Friends,NA,NA
小孩子一起,4,5342,Family/ Friends,NA,NA
中国最高的电视塔,4,5343,POI/Places,NA,NA
小孩多,4,5344,Family/ Friends,NA,NA
中国大陆第一个,4,5345,NA,NA,NA
七月份,4,5346,NA,NA,NA
身影,4,5347,NA,NA,NA
风中,4,5349,NA,NA,NA
成都大熊猫繁育研究基地,4,5350,POI/Places,NA,NA
身份证号码也可以,4,5352,Transportation/Accessibility,NA,NA
中国古建筑,4,5354,Arts & Culture,NA,NA
身份,4,5356,NA,NA,NA
风景一般,4,5359,Sightseeing,NA,NA
中国大陆唯一的迪士尼乐园,4,5360,POI/Places,NA,NA
成都动物园,4,5361,POI/Places,NA,NA
风景优雅,4,5363,Sightseeing,NA,NA
中国国家,4,5364,NA,NA,NA
中国大都市,4,5367,NA,NA,NA
中国大陆,4,5368,NA,NA,NA
中国大陆唯一,4,5369,NA,NA,NA
中国大陆唯一的迪士尼,4,5370,POI/Places,NA,NA
建筑物东方明珠塔,4,5372,POI/Places,NA,NA
中华大地,4,5373,NA,NA,NA
个室内过山车,4,5375,Activities,NA,NA
旅游者,4,5376,NA,NA,NA
音石等奇巧,4,5377,NA,NA,NA
这样的情况,4,5378,NA,NA,NA
这样的好,4,5379,NA,NA,NA
小的展厅,4,5380,Facilities,NA,NA
小的孩子,4,5381,Family/ Friends,NA,NA
顶三个球体,4,5383,NA,NA,NA
个展馆,4,5384,Facilities,NA,NA
这样子,4,5385,NA,NA,NA
上午的时间,4,5386,NA,NA,NA
座紫禁城,4,5387,POI/Places,NA,NA
小玩具,4,5388,NA,NA,NA
旅行社,4,5389,NA,NA,NA
个旋转餐厅,4,5390,Food,NA,NA
顶端,4,5391,NA,NA,NA
个早,4,5392,NA,NA,NA
小熊猫馆,4,5393,Sightseeing,NA,NA
这么多熊猫,4,5394,Sightseeing,NA,NA
小熊猫等中国,4,5395,Sightseeing,NA,NA
旅游网站,4,5397,NA,NA,NA
小朋友一定,4,5399,Family/ Friends,NA,NA
个人笑嘻嘻,4,5400,NA,NA,NA
上海不去外滩,4,5402,NA,NA,NA
上海不去东方明珠,4,5403,NA,NA,NA
小镇各处的卫生,4,5404,Environment and Ambiance,NA,NA
旅游地标,4,5405,POI/Places,NA,NA
这还,4,5406,NA,NA,NA
小路,4,5409,Transportation/Accessibility,NA,NA
这样的路线,4,5412,NA,NA,NA
个卡,4,5414,NA,NA,NA
这次旅途,4,5417,NA,NA,NA
个大,4,5419,NA,NA,NA
小米大厨,4,5420,Food,NA,NA
旅游的朋友,4,5421,NA,NA,NA
上周,4,5422,NA,NA,NA
小熊猫宝宝 真的,4,5423,Sightseeing,NA,NA
项目超级多,4,5426,Activities,NA,NA
小朋友过去,4,5428,Family/ Friends,NA,NA
项目真的,4,5430,Activities,NA,NA
个造型各异的花坛,4,5431,Sightseeing,NA,NA
小朋友真的,4,5432,Family/ Friends,NA,NA
三天时间,4,5433,NA,NA,NA
运气很好,4,5434,NA,NA,NA
小朋友的爱心,4,5436,Family/ Friends,NA,NA
廊全长,4,5439,Facilities,NA,NA
廊往下,4,5440,NA,NA,NA
小朋友的天堂,4,5441,POI/Places,NA,NA
过客,4,5443,NA,NA,NA
延时,4,5445,NA,NA,NA
迄延安西路,4,5446,Transportation/Accessibility,NA,NA
中华人民共和国,4,5447,NA,NA,NA
建有湖泊,4,5448,NA,NA,NA
小朋友高兴,4,5449,Family/ Friends,NA,NA
项目不少,4,5453,Activities,NA,NA
项目也可以,4,5454,Activities,NA,NA
个电梯,4,5458,Facilities,NA,NA
项目太多,4,5459,Activities,NA,NA
个票,4,5460,Transportation/Accessibility,NA,NA
三月份,4,5462,NA,NA,NA
项目应有尽有,4,5463,Activities,NA,NA
近距离的酒店,4,5464,NA,NA,NA
项目很好,4,5465,Activities,NA,NA
项目我不,4,5466,Activities,NA,NA
成都熊猫馆,4,5467,POI/Places,NA,NA
个自行车全家,4,5468,Family/ Friends,NA,NA
项目特别,4,5470,Activities,NA,NA
近几年,4,5471,NA,NA,NA
小杨生,4,5473,Food,NA,NA
香花券,4,5477,NA,NA,NA
香港的迪士尼乐园,4,5478,NA,NA,NA
旺季的时候,4,5481,NA,NA,NA
说真的,4,5482,NA,NA,NA
对虾,4,5484,Food,NA,NA
九五,4,5493,NA,NA,NA
马戏团,4,5494,Activities,NA,NA
诗云,4,5496,NA,NA,NA
设施设备齐全,4,5499,Facilities,NA,NA
当地的特色美食,4,5500,Food,NA,NA
感觉晚上,4,5502,NA,NA,NA
香山,4,5503,POI/Places,NA,NA
一种一览众,4,5505,Sightseeing,NA,NA
感觉门票价格,4,5506,Transportation/Accessibility,NA,NA
导游机,4,5509,Service,NA,NA
感觉良好,4,5511,Experience,NA,NA
时间都是,4,5512,NA,NA,NA
主观光厅,4,5513,Sightseeing,NA,NA
时间都是小时,4,5514,NA,NA,NA
时间长不值得,4,5517,Experience,NA,NA
时间长点,4,5518,NA,NA,NA
感觉票价,4,5519,Transportation/Accessibility,NA,NA
香港大,4,5521,NA,NA,NA
时雨,4,5525,NA,NA,NA
也不例外,4,5526,NA,NA,NA
也不远,4,5527,Transportation/Accessibility,NA,NA
早饭的时间,4,5528,Food,NA,NA
当时人,4,5529,NA,NA,NA
让人安心,4,5531,Experience,NA,NA
明清两代的皇家宫殿,4,5532,NA,NA,NA
高层,4,5535,NA,NA,NA
明清皇室珍宝的巨大宝库,4,5536,NA,NA,NA
买卖,4,5537,Shopping,NA,NA
言语,4,5539,NA,NA,NA
买票时间,4,5540,Transportation/Accessibility,NA,NA
感想,4,5543,NA,NA,NA
解放后,4,5544,NA,NA,NA
高效,4,5547,NA,NA,NA
角楼咖啡,4,5548,Food,NA,NA
角楼,4,5549,NA,NA,NA
让人心里,4,5553,Experience,NA,NA
当年的上海,4,5555,NA,NA,NA
设施一流,4,5556,Facilities,NA,NA
也可以近距离,4,5557,NA,NA,NA
明星,4,5558,NA,NA,NA
设备真的,4,5559,Facilities,NA,NA
明朝初年,4,5561,NA,NA,NA
明朝初期同,4,5562,NA,NA,NA
也有地铁,4,5565,Transportation/Accessibility,NA,NA
记载明清宫廷历史的鲜活档案,4,5566,Arts & Culture,NA,NA
让人愉悦,4,5567,Experience,NA,NA
让人眼花缭乱,4,5568,Experience,NA,NA
寒冷朋友再来,4,5569,NA,NA,NA
让人欢喜,4,5571,Experience,NA,NA
让人感觉心旷神怡,4,5573,Experience,NA,NA
感觉价格,4,5574,Price,NA,NA
习性,4,5575,NA,NA,NA
感觉人太多,4,5576,Transportation/Accessibility,NA,NA
一点勇气,4,5577,NA,NA,NA
时间的建议,4,5578,NA,NA,NA
为止,4,5579,NA,NA,NA
超级好 下次,4,5581,Experience,NA,NA
时尚潮流,4,5582,Shopping,NA,NA
小吃店,4,5583,Food,NA,NA
越来越多,4,5584,NA,NA,NA
飞鸟,4,5586,NA,NA,NA
一览上海,4,5587,NA,NA,NA
一行的地方,4,5588,NA,NA,NA
超级梦幻,4,5591,Experience,NA,NA
趟东方明珠,4,5593,POI/Places,NA,NA
小南国,4,5594,Food,NA,NA
引得,4,5595,NA,NA,NA
中国首家,4,5596,NA,NA,NA
餐券,4,5597,Food,NA,NA
时机不对,4,5598,NA,NA,NA
小动物的地方,4,5600,Sightseeing,NA,NA
中外游客人流,4,5602,NA,NA,NA
餐厅小米,4,5603,Food,NA,NA
飞禽走兽,4,5604,Sightseeing,NA,NA
中国科技,4,5605,NA,NA,NA
风景非常好,4,5607,Sightseeing,NA,NA
一點點,4,5610,NA,NA,NA
风景特别好,4,5611,Sightseeing,NA,NA
距离科技馆,4,5612,NA,NA,NA
时代感,4,5613,NA,NA,NA
距离外滩,4,5614,NA,NA,NA
风景秀美,4,5616,Sightseeing,NA,NA
跑到,4,5618,NA,NA,NA
趣味性很好,4,5619,Experience,NA,NA
风格别致,4,5620,Experience,NA,NA
时候才能,4,5621,NA,NA,NA
风格很好,4,5622,Experience,NA,NA
成年人来说,4,5623,NA,NA,NA
中国的特色,4,5624,Arts & Culture,NA,NA
成就,4,5625,NA,NA,NA
开心的时候,4,5626,Experience,NA,NA
时候都是,4,5627,NA,NA,NA
趣味性的地方,4,5628,POI/Places,NA,NA
小动物特别多,4,5630,Sightseeing,NA,NA
饱饱眼福,4,5634,Sightseeing,NA,NA
时间原因,4,5636,NA,NA,NA
饲料,4,5637,NA,NA,NA
购物者的天堂,4,5638,Shopping,NA,NA
时间太晚,4,5639,NA,NA,NA
货品,4,5641,Shopping,NA,NA
馆内的水族,4,5643,NA,NA,NA
弟弟一起,4,5645,Family/ Friends,NA,NA
中餐,4,5646,Food,NA,NA
中餐馄饨热汤下肚,4,5647,Food,NA,NA
中饭,4,5648,Food,NA,NA
负盛名的地标,4,5650,POI/Places,NA,NA
一种情怀,4,5651,NA,NA,NA
馆员态度,4,5653,Service,NA,NA
馆藏,4,5654,Sightseeing,NA,NA
馆藏丰富,4,5655,Sightseeing,NA,NA
时间匆忙,4,5656,NA,NA,NA
中的多,4,5657,NA,NA,NA
时间仓促,4,5658,NA,NA,NA
小动物乐园,4,5661,POI/Places,NA,NA
张家界,4,5664,NA,NA,NA
走廊的玻璃,4,5665,Facilities,NA,NA
时长,4,5668,NA,NA,NA
小侄子,4,5669,Family/ Friends,NA,NA
赞赞赞赞赞,4,5670,Experience,NA,NA
憨态可爱,4,5671,NA,NA,NA
弹簧狗,4,5673,NA,NA,NA
强国,4,5675,NA,NA,NA
时间不够充裕,4,5676,NA,NA,NA
憨态可掬的大熊猫,4,5677,Sightseeing,NA,NA
饭菜,4,5678,Food,NA,NA
时间不算长,4,5679,NA,NA,NA
贼船,4,5680,NA,NA,NA
远处的景色,4,5681,Sightseeing,NA,NA
上海世茂广场,4,5682,POI/Places,NA,NA
野兽区,4,5685,NA,NA,NA
重要组成部分,4,5686,NA,NA,NA
附近景点多,4,5687,Transportation/Accessibility,NA,NA
上海浦东的地标,4,5688,POI/Places,NA,NA
重要的地方,4,5691,POI/Places,NA,NA
重要景点,4,5692,POI/Places,NA,NA
故宫的景色,4,5693,POI/Places,NA,NA
年龄段的人群,4,5694,NA,NA,NA
年级的小朋友,4,5696,Family/ Friends,NA,NA
年龄段的熊猫,4,5697,Sightseeing,NA,NA
故宫的红墙,4,5700,Sightseeing,NA,NA
上海标志性的景观,4,5703,POI/Places,NA,NA
故宫的话,4,5704,POI/Places,NA,NA
里边儿很好,4,5705,NA,NA,NA
附近居民,4,5707,NA,NA,NA
上海标准,4,5709,NA,NA,NA
野生动物园真的,4,5710,POI/Places,NA,NA
野生动物的天堂,4,5711,POI/Places,NA,NA
野生动物的世界,4,5713,Sightseeing,NA,NA
野生动物现在,4,5714,Sightseeing,NA,NA
拍很久,4,5715,NA,NA,NA
故宫文化,4,5716,Arts & Culture,NA,NA
故宫时,4,5717,POI/Places,NA,NA
野生动物园里动物,4,5718,POI/Places,NA,NA
故宫景色,4,5719,POI/Places,NA,NA
下次一起,4,5720,NA,NA,NA
年卡也可以,4,5721,Transportation/Accessibility,NA,NA
年卡会员,4,5723,Transportation/Accessibility,NA,NA
工作日过去,4,5724,NA,NA,NA
阵地的结构模式,4,5725,NA,NA,NA
野生动物区域动物,4,5727,Sightseeing,NA,NA
野生动物世界,4,5729,Sightseeing,NA,NA
不住,4,5730,NA,NA,NA
野外,4,5732,NA,NA,NA
上海标志性文化景观,4,5733,POI/Places,NA,NA
里头,4,5734,NA,NA,NA
不错 夜景,4,5735,Sightseeing,NA,NA
岛屿面积,4,5737,NA,NA,NA
陈列馆真的,4,5738,POI/Places,NA,NA
上海最大的动物园,4,5739,POI/Places,NA,NA
都是老,4,5740,NA,NA,NA
广告牌,4,5741,NA,NA,NA
上海景色,4,5742,Sightseeing,NA,NA
不算多,4,5743,NA,NA,NA
上海明珠,4,5744,NA,NA,NA
不论是,4,5747,NA,NA,NA
不过是,4,5750,NA,NA,NA
院长,4,5751,NA,NA,NA
岛上的景色,4,5754,Sightseeing,NA,NA
不适应,4,5756,Experience,NA,NA
教育好,4,5758,NA,NA,NA
上海最大的野生动物园,4,5759,POI/Places,NA,NA
上海最好,4,5760,NA,NA,NA
陆家嘴的东方明珠,4,5761,POI/Places,NA,NA
酒店交通,4,5762,Transportation/Accessibility,NA,NA
故宫真的很好,4,5766,POI/Places,NA,NA
酸奶,4,5767,Food,NA,NA
酒店自助餐目前,4,5768,Food,NA,NA
酒店的卢米亚餐厅自助餐现在,4,5769,Food,NA,NA
酒店环境,4,5770,Environment and Ambiance,NA,NA
幼年大熊猫别墅,4,5771,Sightseeing,NA,NA
岳飞,4,5772,NA,NA,NA
上海有名的步行街,4,5773,Transportation/Accessibility,NA,NA
故宫角楼,4,5775,POI/Places,NA,NA
不少的知识,4,5776,NA,NA,NA
陆家嘴金融区,4,5777,NA,NA,NA
陆家嘴附近,4,5778,Transportation/Accessibility,NA,NA
陆家嘴高楼,4,5779,NA,NA,NA
幽默风趣,4,5780,NA,NA,NA
折优惠,4,5781,Shopping,NA,NA
广东人,4,5783,NA,NA,NA
野生动物的好去处,4,5785,POI/Places,NA,NA
野生动物的好地方,4,5786,POI/Places,NA,NA
阳台,4,5787,Facilities,NA,NA
上海的明珠,4,5788,NA,NA,NA
政府,4,5789,NA,NA,NA
政治,4,5790,NA,NA,NA
锦鲤,4,5791,NA,NA,NA
干净卫生,4,5792,Environment and Ambiance,NA,NA
门店,4,5793,Shopping,NA,NA
错觉,4,5794,NA,NA,NA
错时间,4,5795,NA,NA,NA
错地方,4,5796,NA,NA,NA
排好长时间,4,5797,Transportation/Accessibility,NA,NA
排到大门,4,5799,Transportation/Accessibility,NA,NA
长三角,4,5800,NA,NA,NA
故宫一定,4,5803,NA,NA,NA
上海近,4,5804,NA,NA,NA
上海迪士尼乐园度假区,4,5805,POI/Places,NA,NA
上海迪士尼乐园欢快的氛围,4,5806,POI/Places,NA,NA
门票淡季,4,5809,Transportation/Accessibility,NA,NA
钱庄,4,5810,NA,NA,NA
放松心情的好地方,4,5811,POI/Places,NA,NA
门口直接,4,5812,Transportation/Accessibility,NA,NA
年假,4,5813,NA,NA,NA
上海的老字号商业老字号美食,4,5815,Food,NA,NA
长椅,4,5816,Facilities,NA,NA
上海的经典景点,4,5818,POI/Places,NA,NA
长知识的地方,4,5819,POI/Places,NA,NA
上海的过去,4,5821,NA,NA,NA
上海的科技馆,4,5823,POI/Places,NA,NA
上海的目的地,4,5824,NA,NA,NA
摆设,4,5827,NA,NA,NA
常人,4,5828,NA,NA,NA
上海科技馆主馆,4,5830,POI/Places,NA,NA
收钱,4,5831,Price,NA,NA
上海的热门旅游景点,4,5832,POI/Places,NA,NA
上海科技馆真的,4,5833,POI/Places,NA,NA
长假,4,5834,NA,NA,NA
上海第一个,4,5836,NA,NA,NA
巴车,4,5837,Transportation/Accessibility,NA,NA
上海的城市,4,5838,NA,NA,NA
平时人少,4,5839,NA,NA,NA
金属物,4,5840,NA,NA,NA
上海陆家嘴,4,5843,NA,NA,NA
故宫占地,4,5845,NA,NA,NA
闽海雄风,4,5846,NA,NA,NA
拐个弯,4,5847,NA,NA,NA
上海风光,4,5848,NA,NA,NA
上海电视台所在地,4,5851,POI/Places,NA,NA
阔耳狐,4,5853,Sightseeing,NA,NA
上海环球金融中心等,4,5854,POI/Places,NA,NA
金壁辉煌,4,5855,NA,NA,NA
金丝猴等,4,5857,Sightseeing,NA,NA
防疫,4,5858,Safety,1,NA
野鸭,4,5859,Sightseeing,NA,NA
故宫宫殿,4,5861,POI/Places,NA,NA
上百幢按比例,4,5862,NA,NA,NA
上海野生动物园现在,4,5863,POI/Places,NA,NA
上海野生动物园特别,4,5865,POI/Places,NA,NA
上海野生动物园很好,4,5866,POI/Places,NA,NA
上海的地标景点,4,5867,POI/Places,NA,NA
钱塘,4,5868,POI/Places,NA,NA
上海迪士尼度假区的位置,4,5869,Transportation/Accessibility,NA,NA
上海迪士尼度假区真的,4,5870,POI/Places,NA,NA
上海迪士尼度假区真的不错,4,5871,POI/Places,NA,NA
上海的地方,4,5873,NA,NA,NA
钟鼓楼,4,5874,NA,NA,NA
故宫北门,4,5875,Transportation/Accessibility,NA,NA
钟表,4,5876,NA,NA,NA
上海的历史文化,4,5877,Arts & Culture,NA,NA
钟粹,4,5878,NA,NA,NA
钟楼,4,5879,NA,NA,NA
金顶,4,5881,NA,NA,NA
间房,4,5882,NA,NA,NA
间房间的主题酒店,4,5883,NA,NA,NA
拿好几块美女,4,5884,NA,NA,NA
上海野生动物园地方,4,5885,POI/Places,NA,NA
上海的代表性,4,5886,NA,NA,NA
上海的代名词,4,5887,NA,NA,NA
陶瓷馆,4,5888,POI/Places,NA,NA
教育意义的地方,4,5889,POI/Places,NA,NA
座山,4,5890,NA,NA,NA
屁孩,4,5893,Family/ Friends,NA,NA
迷人灯光,4,5895,Sightseeing,NA,NA
青青草坪,4,5896,Sightseeing,NA,NA
尼斯乐园,4,5898,NA,NA,NA
尼斯,4,5899,NA,NA,NA
靓丽,4,5900,NA,NA,NA
迪士尼门票,4,5902,Transportation/Accessibility,NA,NA
上海地区最大的野生动物园,4,5903,POI/Places,NA,NA
静安,4,5906,NA,NA,NA
静安寺,4,5907,POI/Places,NA,NA
两场,4,5908,NA,NA,NA
静安寺地区,4,5909,NA,NA,NA
静安寺路改名南京西路,4,5910,NA,NA,NA
静电球,4,5911,NA,NA,NA
就好像,4,5912,NA,NA,NA
非典型肺炎,4,5913,Safety,1,NA
上海地区,4,5914,NA,NA,NA
青草的翠嫩,4,5915,Sightseeing,NA,NA
新雅,4,5916,NA,NA,NA
居民,4,5917,NA,NA,NA
东西一般,4,5918,Shopping,NA,NA
东西两段,4,5919,NA,NA,NA
适合小学生,4,5921,Family/ Friends,NA,NA
度全透明,4,5922,NA,NA,NA
青年人,4,5923,NA,NA,NA
东西好,4,5924,Shopping,NA,NA
度地图,4,5925,NA,NA,NA
适合大多数人,4,5927,Experience,NA,NA
新世界城,4,5928,NA,NA,NA
两个主题特展,4,5929,Activities,NA,NA
东风明珠,4,5931,NA,NA,NA
适合全家人,4,5932,Family/ Friends,NA,NA
适合全家亲子,4,5933,Family/ Friends,NA,NA
所有的剧场,4,5934,NA,NA,NA
上海地标景点,4,5937,POI/Places,NA,NA
上海地标建筑物,4,5939,POI/Places,NA,NA
新郎,4,5940,NA,NA,NA
新雅粤菜馆,4,5941,Food,NA,NA
教育的好地方,4,5942,POI/Places,NA,NA
两间,4,5943,NA,NA,NA
方物,4,5944,NA,NA,NA
小鹿,4,5945,Sightseeing,NA,NA
小鸟,4,5946,Sightseeing,NA,NA
非常适合全家老少一起,4,5947,Family/ Friends,NA,NA
非常适合孩子,4,5948,Family/ Friends,NA,NA
远近,4,5949,Transportation/Accessibility,NA,NA
方面设施,4,5950,Facilities,NA,NA
小食,4,5951,Food,NA,NA
非常适合家长,4,5952,Family/ Friends,NA,NA
上海中心地标,4,5954,POI/Places,NA,NA
两趟,4,5955,NA,NA,NA
非常适合成年人,4,5956,Family/ Friends,NA,NA
小飞侠天空奇遇,4,5957,Activities,NA,NA
非洲,4,5958,NA,NA,NA
小飞侠,4,5959,Activities,NA,NA
座小,4,5960,NA,NA,NA
小项目,4,5962,Activities,NA,NA
上海东方明珠广场,4,5965,POI/Places,NA,NA
迪士尼一定,4,5966,POI/Places,NA,NA
迪士尼不错,4,5967,POI/Places,NA,NA
上海南京路,4,5968,Shopping,NA,NA
迪士尼周边,4,5969,POI/Places,NA,NA
座城堡,4,5970,NA,NA,NA
迪士尼年卡宝宝,4,5971,Transportation/Accessibility,NA,NA
新鲜感,4,5972,Experience,NA,NA
迪士尼小镇部分,4,5973,POI/Places,NA,NA
尘嚣,4,5974,NA,NA,NA
迪士尼守着,4,5975,POI/Places,NA,NA
迪士尼城堡,4,5977,NA,NA,NA
迪士尼商店,4,5978,Shopping,NA,NA
迪士尼商业小镇,4,5979,Shopping,NA,NA
座城市有种深刻,4,5980,NA,NA,NA
方方面面,4,5981,NA,NA,NA
迪士尼动画,4,5982,NA,NA,NA
非常好的选择性,4,5983,NA,NA,NA
非常好的酒店,4,5984,NA,NA,NA
非常好非常好非常好非常好非常好,4,5985,Experience,NA,NA
迪士尼人物,4,5986,NA,NA,NA
方便好用,4,5987,Experience,NA,NA
少年,4,5988,Family/ Friends,NA,NA
非常适合亲子,4,5989,Family/ Friends,NA,NA
少女梦,4,5990,NA,NA,NA
上海人最多的地方,4,5991,POI/Places,NA,NA
上海城市风光,4,5992,Sightseeing,NA,NA
青屿,4,5993,NA,NA,NA
雕龙,4,5996,NA,NA,NA
整条步行街中,4,5999,NA,NA,NA
雨伞,4,6001,Environment and Ambiance,NA,NA
世界的东方明珠,4,6002,POI/Places,NA,NA
才有,4,6004,NA,NA,NA
世界的奥秘,4,6005,NA,NA,NA
底层的历史博物馆,4,6006,POI/Places,NA,NA
部电梯,4,6007,Facilities,NA,NA
上海市浦东新区陆家嘴世纪大道,4,6008,Transportation/Accessibility,NA,NA
山洞,4,6009,NA,NA,NA
雨衣,4,6010,Environment and Ambiance,NA,NA
山河,4,6011,NA,NA,NA
底楼,4,6012,NA,NA,NA
世茂广场,4,6013,POI/Places,NA,NA
世贸,4,6014,NA,NA,NA
底楼的历史陈列馆,4,6015,POI/Places,NA,NA
底蕴,4,6017,Arts & Culture,NA,NA
东方明珠顶层,4,6020,POI/Places,NA,NA
广州长,4,6021,NA,NA,NA
隐秘,4,6022,NA,NA,NA
不错不错味道好极了不错不错,4,6023,Food,NA,NA
岁小朋友,4,6027,Family/ Friends,NA,NA
都是历史,4,6030,Arts & Culture,NA,NA
广州科技馆好玩,4,6031,POI/Places,NA,NA
集知识,4,6035,NA,NA,NA
集美,4,6036,NA,NA,NA
世界各地美景,4,6037,NA,NA,NA
上海市黄浦区境内,4,6038,NA,NA,NA
上海市野生动物园,4,6040,POI/Places,NA,NA
雕塑小品,4,6041,NA,NA,NA
部队的声音,4,6042,NA,NA,NA
部门,4,6043,NA,NA,NA
文化氛围,4,6046,Arts & Culture,NA,NA
露天,4,6047,NA,NA,NA
透明玻璃走廊,4,6048,Facilities,NA,NA
扇窗户,4,6049,Facilities,NA,NA
上海外滩的夜景真的,4,6050,POI/Places,NA,NA
透明玻璃往下,4,6051,NA,NA,NA
所有的餐厅,4,6052,Food,NA,NA
上海外滩景色优美,4,6053,POI/Places,NA,NA
东方明珠电视塔上海的地标,4,6054,POI/Places,NA,NA
霓虹,4,6055,Sightseeing,NA,NA
上海外滩晚上,4,6056,POI/Places,NA,NA
废物箱,4,6057,Facilities,NA,NA
适合闲来,4,6058,Experience,NA,NA
东方明珠的景色,4,6060,POI/Places,NA,NA
霸气,4,6061,NA,NA,NA
霸气非凡,4,6062,NA,NA,NA
青回音壁,4,6063,POI/Places,NA,NA
青团,4,6064,Food,NA,NA
适合春游,4,6065,NA,NA,NA
展区,4,6068,Facilities,NA,NA
东方明珠旅游,4,6070,POI/Places,NA,NA
东方明珠广场,4,6071,POI/Places,NA,NA
东方明珠夜景真的,4,6072,POI/Places,NA,NA
东方明珠夜景,4,6073,POI/Places,NA,NA
东东,4,6074,NA,NA,NA
山峰,4,6075,NA,NA,NA
东京迪士尼,4,6076,NA,NA,NA
东京迪斯尼,4,6077,NA,NA,NA
遛娃,4,6078,Family/ Friends,NA,NA
店多,4,6079,Shopping,NA,NA
东方明珠 东方明珠,4,6080,POI/Places,NA,NA
遗世独立,4,6082,NA,NA,NA
东方明珠上海,4,6083,POI/Places,NA,NA
东方明珠上海的标志性,4,6084,POI/Places,NA,NA
店铺多,4,6085,Shopping,NA,NA
上海天际线的组成部分,4,6087,NA,NA,NA
东方明珠塔浦东第一个最高,4,6088,POI/Places,NA,NA
速度快,4,6089,NA,NA,NA
通病,4,6092,NA,NA,NA
通天柱,4,6093,NA,NA,NA
东方明珠夜晚,4,6094,POI/Places,NA,NA
一次过山车,4,6095,Activities,NA,NA
行李,4,6098,NA,NA,NA
很适合小朋友,4,6100,Family/ Friends,NA,NA
西湖的美景,4,6101,POI/Places,NA,NA
情形,4,6102,NA,NA,NA
悠久历史,4,6105,Arts & Culture,NA,NA
观景层,4,6106,Sightseeing,NA,NA
晚上的上海,4,6108,NA,NA,NA
云霄,4,6109,NA,NA,NA
往年,4,6110,NA,NA,NA
形态各异,4,6111,NA,NA,NA
总体感觉一般,4,6112,Experience,NA,NA
黄牛,4,6115,NA,NA,NA
鼓浪屿岛上,4,6116,POI/Places,NA,NA
菜点,4,6117,Food,NA,NA
人物模型蜡像,4,6118,Sightseeing,NA,NA
鸟巢,4,6119,POI/Places,NA,NA
意义重大,4,6123,NA,NA,NA
观景好,4,6124,Sightseeing,NA,NA
总体感觉不错,4,6126,Experience,NA,NA
心情大好,4,6130,Experience,NA,NA
态度真的,4,6131,Service,NA,NA
晚上灯火通明,4,6132,NA,NA,NA
意志力,4,6133,NA,NA,NA
安检处,4,6134,Safety,NA,NA
人都是,4,6135,NA,NA,NA
カリブの海賊,4,6137,NA,NA,NA
争议,4,6140,NA,NA,NA
